name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval
ROOMI FABRICS LIMITED,roomi-fabrics-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/roomi-fabrics-limited.html,Pakistan,,Multan,60000,Masood Roomi House 05,,+92 300 9659440,,rana.akram@masood-roomi.com,https://www.masood-roomi.com,,"Masood Roomi Group is a perfect example of a multi-faceted business empire strengthened with core values to serve, innovate...",9.0,H9.0-D49,,Econogy FINDER; Interior.Architecture.Hospitality FINDER; Retail trade suppliers,"Bed, Bath & Living",,,Roomi Fabrics; Masood Fabrics; Masood Roomi; Roomi Homes; Masood Roomi Group,,,,https://instagram.com/masoodroomi,https://www.linkedin.com/company/masood-roomi-group/mycompany,,,,,,,,2026-03-08T02:55:21
ROOMI TEX,roomi-tex,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/roomi-tex.html,Pakistan,,Karachi,75700,"F-122/B, Near Sami Pharma, S.I.T.E.",,+92 21 32568982,+92 21 32585603,hammad@roomitex.net,https://www.roomitex.com,,"ABOUT US Roomi Tex is a part of Roomi Group that has diversified business interests in textiles, machinery, automobile...",8.0,H8.0-G63,,,"Bed, Bath & Living; Window & Interior Decoration",,,bed sets; curtains; bed linen; table cloth; woven,,,,,,,,,,,,,2025-11-03T11:49:30
Roseate,roseate,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/roseate.html,India,,Panipat,132103,"Part 2, G.T. Road Industrial Area, No. 155, Sector 29 Huda","Part 2, G.T. Road",,,,,,,9.1,H9.1-E11C,,,,,,,,,,,,,,,,,,,2026-01-06T06:57:56
Royal Flooring NV,royal-flooring-nv,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/royal-flooring-nv.html,Belgium,,Kortrijk,8500,Luipaardstraat 12,,+32 56 25 43 13,,carine@royal-flooring.com,https://www.royal-flooring.com,,,11.1,H11.1-C44,,,,,,,,,,,,,,,,,,,2026-03-08T04:25:14
Royal Home Brands,royal-home-brands,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/royal-home-brands.html,Pakistan,,Karachi,75850,"Plot # 152, 13/1, Sector 6-B New Karachi Industrial Area",,,,mkt@royalhomebrands.org,,,,8.0,H8.0-E36,,,,,,,,,,,,,,,,,,,2025-10-31T10:30:20
Royal Lily International Ltd.,royal-lily-international-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/royal-lily-international-ltd.html,Taiwan,,New Taipei City,248324,"19F, No. 52, Fangzhou 9th Rd., Wugu District",,,,,,,,10.3,H10.3-B50D,,,Decorative & Furniture Fabrics; Window & Interior Decoration,,,,,,,,,,,,,,,,2025-11-25T15:06:36
Rozz Connor,rozz-connor,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rozz-connor.html,Great Britain and Northern Ireland,,"East Molesey, Surrey",KT8 9JP,30 Arnison Road,,+44 20 8979 0248,+44 20 8979 0248,rozzconnor@hotmail.com,,,,6.1,H6.1-C43,,,,,,,,,,,,,,,,,,,2025-11-24T16:36:45
RRR Home Fashions,rrr-home-fashions,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rrr-home-fashions.html,India,IND_22,Karur,639001,"Pasupathy Street 60, Salem Main Road",Pasupathy Street,+91 94437 13150,,rrrhomefashions@gmail.com,,,We are earlier known as Alliance Fabrics established in 1978 in Karur the cotton city of Tamilnadu. The company started manufacturing...,8.0,H8.0-J11E,,,,,,Kitchen Towels; Apron; Tea Towels; Glove; Potholder,,,,,,,,,,,,,2025-10-15T08:56:26
Rubateks Tekstil Sanayi Ve Ticaret A.S.,rubateks-tekstil-sanayi-ve-ticaret-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rubateks-tekstil-sanayi-ve-ticaret-as.html,Türkiye,,Bursa,16275,"Cali Mahallesi, 14. (410) Sokak A Blok",A Blok,+90 543 971 15 86,,ndegin@rubateks.com.tr,,,,4.0,H4.0-F80,,,,,,,,,,,,,,,,,,,2025-10-13T09:22:43
RUBIS N.V.,rubis-nv,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rubis-nv.html,Belgium,,Izegem,8870,Emelgemsestraat 1,,+32 51 33 30 00,,info@rubisnv.be,https://www.rubisnv.be,,"RUBIS NV – Crafting the Perfect Finish in Carpet Binding Founded in 1946, RUBIS NV is a Belgian, family-owned company built...",12.0,H12.0-B41; H12.0-B41B,,,Carpets & Rugs,,,Carpet binding tape ; Carpets & Rugs; Textile Design; Stairrunners; Carpeting,,,,https://instagram.com/rubisnv.be,,,,,,,,,2025-11-24T13:56:24
Rug Weavers,rug-weavers,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rug-weavers.html,India,,Bhadohi,221401,Noorkhanpur,,+91 87076 69774,+91 98385 13330,rugweavers07@gmail.com,https://www.rugweavers.co,,"RUG WEAVERS  At Rug Weavers, we believe that every thread tells a story. Rooted in India’s rich textile heritage and driven...",11.0,H11.0-A76,,Econogy FINDER; Interior.Architecture.Hospitality FINDER; Retail trade suppliers,Carpets & Rugs,,,OUTDOOR CARPETS ( POLYPROPYLENE & PET CARPETS; HANDLOOM CARPETS AND RUGS; JUTE KILIM CARPETS AND RUGS; HANDCRAFTED CARPETS; TUFTED CARPETS,,,,https://www.instagram.com/rugweavers.co,https://www.linkedin.com/in/ayaz-ansari-67640435b,,,,,,,,2025-10-21T13:02:43
Rugs Creation,rugs-creation,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rugs-creation.html,India,,Karnal,132114,"Plot No. 168, Village Alipur Khalsa Tehsil Gharaunda Karnal",,,,vinay@rugscreation.com,https://www.rugscreation.com,,"About us in brief-RUGS CREATION is a team of Young Experienced Professionals set up in Historical City of Panipat, also known...",10.2,H10.2-B27,,Interior.Architecture.Hospitality FINDER; Weaver,Carpets & Rugs,,,"Handwoven, Machine Made, Jute Carpet, Viscose Carpet, Wool Carpet, Cotton Rugs, Shaped Rugs ; Cushions, Dec Pillows, Cotton Cushion, Wool Cushion, Acrylic Cushion, Embroidered Cushions ; Pouf, Stool, Benches, Throws, Knitted Throws, Tufted Throws, Woven Throws, Handwoven Throws, Handtufted Tufted Throws ; Rugs, Carpet; Bath mats",,,,,,,,,,,,,2025-10-30T07:41:41
Rugs In Style Incorporation,rugs-in-style-incorporation,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rugs-in-style-incorporation.html,India,,Ghaziabad,201001,"Plot No: 1/65, South Side, G T Road",,+911202989903,,ris@rugsinstyle.com,https://www.rugsinstyle.com,,"Rugs In Style, a 14-year-old renowned manufacturer and exporter of rugs and carpets, including a stunning new range of cushion...",11.0,H11.0-D91,,Selected for Future Floor,Carpets & Rugs,,,Bathmats; Rugs; Mats; Carpets; Cushions & Throws,,,,,https://www.linkedin.com/in/rugs-in-style-inc-a5577328,,,,,,,,2025-12-29T12:36:38
RUGS INC,rugs-inc,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rugs-inc.html,India,IND_24,Noida,201301,"D-114, 1st and 2nd Floor, Sector-63",,+91 120 424 1772,+91 120 425 2564,pradeep@rugsinc.in,https://www.rugsinc.in,,"We are manufacturers and exporters of all kinds of Handloom Rugs in wool, cotton, polyester, jute, chindi etc. We are an...",11.0,H11.0-B10,,,Carpets & Rugs,,,Rugs Inc; Rugs; Carpets; Handmade; Home Decor Accessories,,,,,,,,,,,,,2025-11-07T16:35:48
Rugs Manufacturer,rugs-manufacturer,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rugs-manufacturer.html,India,,Bhadohi,221401,"No. 111 Civil Lines, Pakari",,+91 94152 86304,,rugsmanufacturer82@gmail.com,,,RUGS MANUFACTURER – Company Profile  About Us RUGS MANUFACTURER is a leading manufacturer and exporter of premium floor coverings...,11.1,H11.1-C64,,,Carpets & Rugs,,,"CARPET & RUGS, SUMACK, DURRY; INDO TEBATIAN RUGS, KNOTTED RUGS; HANDLOOM RUGS, HANDWOVEN CARPETS; ALFOMBRA, RYA, TEPPICHE; JUTE & HEMP RUGS",,,,,,,,,,,,,2025-11-13T15:06:15
Rugs Overseas,rugs-overseas,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rugs-overseas.html,India,,New Delhi,110030,"Lado Sarai, F, Old MB Road F 213/D, Maharaja Building",,+91 98100 68513,,rugsoverseas65@gmail.com,,,,11.1,H11.1-C71D,,,Carpets & Rugs,,,,,,,,,,,,,,,,2025-11-24T08:33:09
"Rui Nian Technology (Guang Dong) Co., Ltd.",rui-nian-technologyguang-dong-coltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rui-nian-technologyguang-dong-coltd.html,China,Guangdong,Dongguan Guangdong,523058,"No. 1 Quling Middle Road, Quantang Village, Liaobu Town","No. 1 Quling Middle Road,",,,sales07@ruiniankkw.com,https://www.ruiniankkw.com,,"Dong Guan Rui Nian Plastics Technology Co., Ltd was established in 1999 with an area of 16,000 square meters. The total investment...",9.1,H9.1-H51A,,,"Bed, Bath & Living",,,PVC Table Cloth;  Static Window Film; PVC Placemat; PVC Printed Table Cloth; Waterproof Tablecloth,,,,,,,,,,,,,2025-12-11T05:26:44
Rummel Matratzen GmbH & Co. KG,rummel-matratzen-gmbh--co-kg,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rummel-matratzen-gmbh--co-kg.html,Germany,,Neustadt a.d.Aisch,91413,Zum Klausberg 6,,+49 9161 8800,+49 9161 880119,info@rummel-matratzen.de,https://www.rummel-matratzen.de,,"In our manufactory, we craft high-quality products that are built to last, innovative in design, and creatively inspiring...",4.0,H4.0-B50,,,Smart Bedding,,,matratze; lattenrost; manufaktur; hersteller; schlafsystem,,,,https://www.instagram.com/rummelmatratzen,,,,,,,,company_pictures/10000000202601/452794/1763969817071_676157352.png,2025-12-09T13:25:27
Rupesh Kumar & Sons,rupesh-kumar--sons,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rupesh-kumar--sons.html,India,,Bhadohi,221401,"Opp. Carpet City, Shardapuri Sant Ravidas Nagar",,+91 76079 48090,,forex@rkscarpets.com,https://www.rupeshrugs.com,,,11.0,H11.0-D31,,,,,,,,,,,,,,,,,,,2026-03-08T03:51:32
Rustam Towel (Pvt) Ltd.,rustam-towel-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/rustam-towel-pvt-ltd.html,Pakistan,,Lahore,54600,"22-Km, Ferozepure Road, Rui Nala Kahna-nau",,+92 42 35271753,+92 42 35271556,marketing@rustamtowel.com,https://www.rustamtowel.com,,Rustam Towel started its  towel business little more than 30 years ago with only 12 Pakistani looms.   With passage of time...,8.0,H8.0-L68,,,,,,,,,,,,,,,,,,,2025-11-24T16:50:38
Ruther & Einenkel GmbH & Co. KG,ruther--einenkel-gmbh--co-kg,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ruther--einenkel-gmbh--co-kg.html,Germany,,Annaberg-Buchholz,09456,Annenstr. 5,,+49 3733 14080,+49 3733 140820,info@ruther-einenkel.de,https://www.ruther-einenkel.de,,"Ruther & Einenkel GmbH & Co. KG, founded in 1880, has aggressively faced international competition in the textile sector...",3.0,H3.0-B05,,,Window & Interior Decoration,,,Gardinenbänder / curtain tapes; Wellenbänder / wave tapes / wave-system; Gardinenzubehör / curtain accessories; Gurtbänder / webbings / ribbons; Bandtressen / braids / trimmings,,,,,,,,,,,,,2025-09-02T12:04:36
S & S International,s--s-international,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/s--s-international.html,Pakistan,,Faisalabad,38000,"19-A, New Garden Block, Saeed Colony No. 2",,+92 321 8661166,,sk1@sandspk.com,https://www.sandspk.com,,"S & S International is family owned business, having history of struggles, dedicated efforts and unforgettable experiences...",9.1,H9.1-B40H,,,,,,Bed Linen; Terry Towels; Kitchen Textiles; Hospital Garments; Hotel supplies,,,,,,,,,,,,,2025-11-13T15:31:49
S Duraisamy and Sons,s-duraisamy-and-sons,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/s-duraisamy-and-sons.html,India,,"Tirupur, Tamil Nadu",641606,"1/1 Cheran Nagar, Rakkiyapalayam",,,,gm@sdsons.in,,,"Company Overview Company Name:India's Largest Manufacturer of Waterproof Mattress Protector Established:1999, in Tiruppur...",8.0,H8.0-J53C,,,,,,"Manufacturer of Waterproof Mattress Protector; Quilted Comforters , Duvets; Quilted Pillow protectors , Quilted Mattress Pad; Embriodred Comforters",,,,,,,,,,,,,2026-03-08T05:38:19
Sächsische Walzengravur GmbH,saechsische-walzengravur-gmbh,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/saechsische-walzengravur-gmbh.html,Germany,DEU_14,Frankenberg,09669,Badstr. 9,,+49 37206 630,+49 37206 63180,info@swg-online.de,https://swg-online.de,,SWG is a traditional company that specializes in engraving. The main focus is on the production of printing and embossing...,6.1,H6.1-C80,,,"Bed, Bath & Living; Decorative & Furniture Fabrics; Wall Decoration",,,Prägewalzen/ embossing roller; Tiefdruckzylinder/ printing cylinder; Flexowalzen/ flexo sleeve; Rotationsschablonen/ rotary screen; Walzenrohlinge/ roller bases,,,,,,,,,,,,,2026-03-08T07:10:30
S.A. Overseas,sa-overseas,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sa-overseas.html,India,,Panipat,132103,"Plot No. 23, Sector-29, Part-2, Huda",,+91 98101 33654,+91 96542 02011,mail@saoverseas.co.in,,,,10.1,H10.1-D67,,,,,,,,,,,,,,,,,,,2026-03-08T05:39:07
S.A.F Towels Pvt Ltd.,saf-towels-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/saf-towels-pvt-ltd.html,Pakistan,,Karachi,,Plot # NC-01 Deh Mouch Goth Suparco Road Kemari Town,Plot # NC-01 Deh Mouch Goth,+92 313 2059940,,info@saftowels.com,https://www.saftowels.com,,"S.A.F Towels Pvt. Ltd, one of the leading manufacturer and exporter of premium terry products, including towels, bathrobes...",8.0,H8.0-K58,,Interior.Architecture.Hospitality FINDER,"Bed, Bath & Living",,,Towels; SAF; airjet; terry ; bathrobes,,,,https://www.instagram.com/themerex_net,https://www.linkedin.com/company/saf-towels-pvt-ltd/posts,,,,,,,,2025-11-13T15:25:54
S.R. Kumar Intl.,sr-kumar-intl,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sr-kumar-intl.html,India,,New Delhi,110028,"Phase-2 A-21/23, Naraina Industrial Area",Phase-2,+91 11 2589 1384,+91 11 2589 1387,info@srkumar.com,https://www.srkumar.com,,S.R.Kumar Intl. was established to fulfil the ever-growing needs of buyers abroad by supplying quality products at most...,10.1,H10.1-E68,,,"Bed, Bath & Living",,,PAREOS; FUOTA; BEDCOVER; THROWS; CARPETS,,,,,,,,,,,,,2025-11-06T08:19:24
S.S. Textile Industries,ss-textile-industries,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ss-textile-industries.html,Pakistan,,Karachi,74900,"Plot No. C-120, Sector 27 Korangi Industrial Area",,,,info@sstextile.com.pk,,,,9.1,H9.1-C51J,,,,,,,,,,,,,,,,,,,2025-11-13T15:54:09
S.U. RUGS,su-rugs,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/su-rugs.html,India,IND_24,Bhadohi,221401,Peerkhanpur Road,,+91 99193 64781,,info@surugs.com,https://www.surugs.com,,We are very pleased to introduce ourselves as the Manufacturers & Exporters of Handmade Sustainable & Eco -Friendly Rugs...,11.0,H11.0-E51,,,Carpets & Rugs,,,"HANDMADE SUSTAINABLE RUGS; CARPETS, HANDMADE CARPETS, HANDLOOM KNOTTED RUGS, DOORMATS; HANDMADE RUGS, HANDWOVEN RUGS, HAND KNOTTED RUGS; FLOORINGS, WOOLLEN RUGS, JUTE RUGS, PET RUGS, COTTON RUGS; FLOOR COVERINGS, POUFS, DURRIES, HAND TUFTED RUGS",,,,https://www.instagram.com/surugs_,https://www.linkedin.com/company/43231130/admin,,,,,,,company_pictures/10000000202501/380631/1724246210433_1974696801.jpg,2025-11-25T08:55:06
Saad Textile Mills (Pvt) Ltd.,saad-textile-mills-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/saad-textile-mills-pvt-ltd.html,Pakistan,,Lahore,54660,"1 KM Defence Road, off Bhuptian Chowk",,+92 300 4400326,+92 300 8480150,maham@saadtextile.com,https://www.saadtextile.com,,"Saad textile Mills is a towel manufacturing unit with an extensive range of towels, bathrobes and all other terry products...",9.0,H9.0-B29,,Econogy FINDER; Interior.Architecture.Hospitality FINDER,"Bed, Bath & Living",,,DOBBY TOWELS; BEACH TOWELS; TERRY TOWELS; JACQUARD TOWELS; TERRY BATHROBES,,,,,,,,,,,,company_pictures/10000000202501/396634/1730274457416_148226360.jpg,2025-10-31T10:30:55
Saba Textile Industries,saba-textile-industries,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/saba-textile-industries.html,Pakistan,,Multan,60600,1694/89 Street No. 3 Arif Pura T.b Hospital Road Multan,,,,,,,,9.1,H9.1-C40A,,,,,,,,,,,,,,,,,,,2026-03-08T06:23:36
Sachdeva Fabric World Pvt. Ltd.,sachdeva-fabric-world-pvtltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sachdeva-fabric-world-pvtltd.html,India,IND_07,Gurugram,122001,"Plot No. 57, Sector-37, Udyog Vihar, Phase-VI",,+91 98110 63182,,naveen@sachdevaworld.com,https://www.sachdevafabricworld.com,,"At Sachdeva Fabric World, innovation is woven into everything we do. We specialize in creating modern knitted home textiles...",8.0,H8.0-H56A,,,"Bed, Bath & Living",,,Knitted Throw; Knitted Cushions; Knitted Home Furnishing; Knitted toys; Knitted Baby Blanket,,,,,,,,,,,,,2025-11-11T11:36:19
Sacli Tekstil San. ve Tic. A.S.,sacli-tekstil-san-ve-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sacli-tekstil-san-ve-tic-as.html,Türkiye,,Sultangazi /Istanbul,34265,Esentepe Mah. Sehit Esma Akgül Cevik Sok. No: 7,Cevik Sok. No: 7,+90 212 619 31 04,+90 212 668 08 96,sacli@sacli.com.tr,https://www.sacli.com.tr,,"Our company is started its business with the purchase and sale of raw materials, in today; established 7.000 M2 at Istanbul...",6.0,H6.0-B61,,,"Bed, Bath & Living; Carpets & Rugs",,,blanket; rug; pique;  yarn; throw,,,,https://www.instagram.com/saclitekstil,https://tr.linkedin.com/company/sacli-tekstil-a.s,,,,,,,,2026-03-08T05:15:58
Sadaqat Limited,sadaqat-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sadaqat-limited.html,Pakistan,,Faisalabad,37630,"2 Km, Sahianwala Road",,+92 322 8880271,+92 41 4362194,hassan.suleri@sadaqatgroup.net,https://www.sadaqatgroup.net,,"Half a century ago, a textile trading family known as the Sadaqat family started their home textile business in Chiniot; a...",9.0,H9.0-E11,,Econogy FINDER,"Bed, Bath & Living; Fibres and Yarns, Textile Materials, Finishing",,,Bleach White Printed Dyed Curtain Sheer Voile Valance Panel; Duvet Duvet Cover Set Comforter Bed in a Bag Quilt Bed Spread Throw Cushion Dec Pillow; Bed Linen Home Textile White Bedding Filled; Fitted Sheets Flat Sheet Sheet Set Pillow Case; Bed Sheets Institutional Hospitality Mattress Topper Cover Pillow Protector,,,,,https://pk.linkedin.com/company/sadaqatgroup,,,,,,,,2026-03-08T02:55:31
Sadiq Towels Pvt. Ltd.,sadiq-towels-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sadiq-towels-pvt-ltd.html,Pakistan,,Karachi,75850,"H 36, Site Super Highway Phase # 2, Gulshan-e-Maymar Industrial Area",,+92 42 5781656,+92 42 5817076,asim@sadiqtowel.com,https://www.sadiqtowels.com,,,9.1,H9.1-B50H,,,,,,,,,,,,,,,,,,,2025-11-13T15:25:15
SAFAS Tekstil Turizm Insaat San. Tic. AS,safas-tekstil-turizm-insaat-san-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/safas-tekstil-turizm-insaat-san-tic-as.html,Türkiye,,Bursa,16110,DOSAB Leylak Sok. No: 3,,+90 224 261 28 38,+90 224 261 28 41,info@fioretta.com,https://www.fioretta.com,,"OUR COMPANY HAS BEEN ESTABLIShED ON 1994. SINCE THAN WE ARE PRODUCING CURTAIN FABRIC WITH JACQUARD, PLAIN, FILL COUPE AND...",3.0,H3.0-D15,,Weaver,Window & Interior Decoration,,,CURTAIN FABRIC,,,,,,,,,,,,,2026-03-08T03:26:43
SAH Enterprises Inc.,sah-enterprises-inc,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sah-enterprises-inc.html,Pakistan,,Karachi,75150,"Plot # 4, 5, 6, 13, 14, 15, Sector B-IX",,+92 21 35080157,,rahilkapadia@texstyle.com.pk,https://www.sahent.com,,"S.A.H. Enterprise Inc., a prestigious private limited company, proudly operates from the Karachi Export Processing Zone since...",8.0,H8.0-C80,,,"Bed, Bath & Living; Decorative & Furniture Fabrics",,,CASHMERE TOUCH; CORAL & POLAR FLEECE; MICROFIBER BETTWASCHE; MICROFIBER BEDSETS; MICROFLEECE,,,,,,,,,,,,,2025-11-04T17:54:39
Sahib International,sahib-international,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sahib-international.html,India,,Panipat,132103,"Plot #102, Sector-29, Part-2, Huda",,+91 98963 57713,+91 180 267 0213,devinder@sahibinternational.com,https://www.sahibinternational.com,,"We are pleased to take this opportunity to introduce ourselves as an established manufacturer, exporter of Handloom home...",10.1,H10.1-B70,,,,,,BATHMATS; BLANKET; CARPET; BEDDING; ACCESSORIES,,,,https://www.instagram.com/sahibinternational,https://www.linkedin.com/in/devinder-singh-4842641aa,,,,,,,,2025-09-04T13:25:01
Sahil International (PNP),sahil-international-pnp,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sahil-international-pnp.html,India,,Panipat,132103,"E-1, Industrial Area",,+91 180 265 0280,+91 180 265 2657,info@sahilinternationalpnp.com,https://www.sahilinternationalpnp.com,,We firmly believe that Qualityis non-negotiable. We understand that what brings the success to any organization so all goods...,10.1,H10.1-D21,,,,,,BEDCOVERS; CUSHIONS; BATHMATS; RUGS; BLANKETS,,,,,,,,,,,,,2026-03-08T04:08:58
Sahil Plastic Pvt. Ltd.,sahil-plastic-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sahil-plastic-pvt-ltd.html,India,,"Mumbai, Maharashtra",400013,"603/604, Marathon Icon, Marathon",,+91 98207 10317,+91 22 6144 1900,muzammil.kudia@sahilplastics.com,https://www.sahilplastics.com,,We are one of the largest manufacturers & exporters of INDOOR-OUTDOOR POLYPROPYLENE RUGS for more than 35+ Years and we work...,10.1,H10.1-A34,,,"Bed, Bath & Living; Carpets & Rugs",,,"Recycled plastic indoor outdoor rugs; Outdoor Polypropylene Garden Rugs; Rugs for outdoor Deck/Backyard/patio/Garden/Camping; sustainable rugs,PP mats,PP Woven Carpet,Indoor Outdoor Rugs; Product in the outdoor area",,,,https://www.instagram.com/sahilplastic,https://www.linkedin.com/company/sahilplastic,,,,,,,company_pictures/10000000202501/406793/1731050263864_1796009312.png,2026-03-08T04:15:05
Salam Textile,salam-textile,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/salam-textile.html,Pakistan,,Karachi,47900,"Plot B 151, Sector 27, Korrangi Industrial Area",,+92 321 8223617,,info@salamtextile.com,,,We Salam Textile  are the manufacturer and exporters of terry towels since 1992 . Our product portfolio is based on wide...,8.0,H8.0-B56,,,"Bed, Bath & Living",,,baby articles supplier; towels; bathrobes; baby bath cape ; embroided towels,,,,,,,,,,,,,2025-11-04T14:14:38
Saleem Textile,saleem-textile,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/saleem-textile.html,Pakistan,,Karachi,74000,"St 17-19, Shah Baig Gabol Town",,+92 324 6878232,+92 21 36991062,m.saleem@saleemtextile.com,https://www.saleemtextile.com,,We are the leading manufacturers and exporters of Textile Terry and Jersey Products in Pakistan. Starting the journey in...,8.0,H8.0-G37,,,"Bed, Bath & Living",,,Terry Towels; Baby Hood towels; Frotte Sheets; Stock; Jersey Sheets,,,,,,,,,,,,,2026-03-08T04:42:31
Salgado Group,antnio-salgado--ca-lda,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/antnio-salgado--ca-lda.html,Portugal,,Guimaraes,4835-249,"Rua De Sezim, 426",,,,geral@antoniosalgado.pt,https://www.antoniosalgado.com,,Salgado Group is the result of decades of experience in the home textile sector. It brings together two companies: António...,5.0,H5.0-D68,,Econogy FINDER; Interior.Architecture.Hospitality FINDER; Retail trade suppliers; Selected for Heimtextil Trends,"Bed, Bath & Living",,,Innovation; Portuguese Home Textiles; Jacquard; Portuguese Bed Linen; Sustainability,,,,https://www.instagram.com/antonio_salgado_textil,https://www.linkedin.com/company/antonio-salgado-textiles,,,,,,,company_pictures/10000000202601/465836/1759405757403_2894184079.jpg,2025-12-04T15:23:13
Salman Traders,salman-traders,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/salman-traders.html,Pakistan,,Lahore,54000,"26/3, Poonch Road, Corner Afghani Road","26/3, Poonch Road, Corner Afghani Road",,,,,,,11.0,H11.0-E71C,,,,,,,,,,,,,,,,,,,2025-11-13T15:51:35
