Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,Hall_Stand,Address
JPR Exports,India,110020,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/jpr-exports,,,Hall: Hall N1-N5 Stand: J22,"C-154, Okhla Industrial Area Phase-1,, New Delhi,, 110020"
"KAIPING NEW HONG RI GARMENT CO.,LTD",China,GUANGDONG,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/kaiping-new-hong-ri-garment-co,,,Hall: Hall N7-N10 Stand: H52,"NO.172-1 QIAOYUAN ROAD, KAIPING, GUANGDONG"
"Kaisiya Garments Co.,Ltd Shishi",China,362700,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/kaisiya-garments-co-shishi,,,Hall: Hall N1-N5 Stand: C76,"LITONG BUILDING,PENGTIAN INDUSTRIAL ZONE,, SHISHI CITY,, FUJIAN PROVINCE, 362700"
KC Manufacturing,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://kcmanufacturing.co.uk/,info@kcmanufacturing.co.uk,01312811086,https://www.linkedin.com/company/3123595,https://www.instagram.com/kcmanufacturing/,,https://www.source-fashion.com/exhibitors/kc-manufacturing,,,Hall: Hall N1-N5 Stand: D14,"26-42 Gardener’s Street, Dunfermline, KY12 0RN"
Knitster,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.knitster-ldn.com/,info@knitster-ldn.com,,,https://www.instagram.com/knitster_ldn/,,https://www.source-fashion.com/exhibitors/knitster,,,Hall: Hall N1-N5 Stand: E12,"Unit 5, Leyton Studios, London, E10 7QE"
Kohinoor Ribbon Factory (PVT.) LTD.,India,110064,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.kohinoorribbon.com/,info@krfindia.net,,https://www.linkedin.com/company/kohinoor-ribbon-factory-pvt-ltd/posts/?feedView=all,https://www.instagram.com/kohinoorribbon?igsh=bDY0amo1eW9tYmNw&utm_source=qr,,https://www.source-fashion.com/exhibitors/kohinoor-ribbon-factory-pvt-,,,Hall: Grand Hall Stand: J21,"B-7, Phase-2 Industrial Area, Mayapuri,, New Delhi,, Delhi, 110064"
Kreateks,Türkiye,34212,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.kreateks.com.tr/en/anasayfa.html,bilgi@astajans.com,,,,,https://www.source-fashion.com/exhibitors/kreateks-tekstil-s,,,Hall: Hall N1-N5 Stand: B32,"KİRAZLI MAH.TAVUKÇU, BAĞCILAR, ISTANBUL, 34212"
Kunshan Youngshine Textile Co. Ltd.,China,215300,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/kunshan-youngshine-textile-co-,,,Hall: Hall N1-N5 Stand: G70,"A2018, 18 Weiye RD., Kunshan, Jiangsu, 215300"
Kwan Hoi International Co Limited,Hong Kong,0000,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.kwanhoi.co.uk/,nanacomms@gmail.com,2025-01-18,,https://www.instagram.com/themefusion,,https://www.source-fashion.com/exhibitors/kwan-hoi-international-co-limited,,,Hall: Grand Hall Stand: D35,"Flat 03, 7/F, Kwai Wu Industrial Building, No.89 Ta Cheung Ping Street,, Kwai Chung, New Territories, 0000"
LaundRE,United Kingdom,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/laundre,,,Hall: Hall N1-N5 Stand: D3,"Unit 4, London, E16 4ST"
"Lewave Co., Ltd",,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://lewave.co.uk/,customer@lewave.co.uk,+84823776668,https://vn.linkedin.com/company/babeeniofficial,https://www.instagram.com/babeeni.official/,,https://www.source-fashion.com/exhibitors/lewave-co,,https://www.facebook.com/babeeni66,Hall: Hall N1-N5 Stand: C12,
LLUK,United Kingdom,,Textile / Fabric,Source Fashion London Jul 7-9 2026,https://www.lluk.co/,info@lluk.co,+4401628963107,https://www.linkedin.com/company/lluk/,https://www.instagram.com/luxurylockstitchuk/,,https://www.source-fashion.com/exhibitors/lluk,,,Hall: Hall N1-N5 Stand: D15,"Unit 19 Brock Ln, Maidenhead, SL6 1LB"
Lunefe Confecões Lda,Portugal,4805-620,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.lunefe.com/,geral@lunefe.com,+351) 253 575 497,https://www.linkedin.com/company/lunefe,https://www.instagram.com/lunefe_pt/,,https://www.source-fashion.com/exhibitors/lunefe-confecoes-lda,,https://www.facebook.com/Lunefe-101667825193357,Hall: Hall N7-N10 Stand: D32,"Rua da Indústria, 15, Vila Nova de Sande, 4805-620"
"Lusipant Confecções Têxteis, Unipessoal Lda",Portugal,4100139,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/lusipant-confeccoes-texteis-unipessoal-lda,,,Hall: Hall N7-N10 Stand: H15,"CENIT – Centro de Inteligência Têxtil Avenida da Boavista,, Porto, 4100139"
"M & L GUANGZHOU TEXTILE AND GARMENT CO.,LTD",China,Guangdong,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/m-l-guangzhou-textile-garment-co,,,Hall: Hall N7-N10 Stand: B70,"2nd floor, building E, No.1 West Minying Road, GuangZhou, Guangdong"
Marcos Exports Pvt. Ltd,India,131028,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/marcos-exports-pvt,,,Hall: Hall N7-N10 Stand: F13,"#503, Sector -53, EPIP, HSIIDC Industrial Estate,, Kundli,, Haryana,, 131028"
Maria Madalena da Rocha Azevedo & Filhos Lda (M.M.R.A.),Portugal,4765-689,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://mmra.pt/,geral@mmra.pt,+351252900430,,https://www.instagram.com/mmra_textiles?igsh=MWc3OGF6ZWtpaW02YQ==,,https://www.source-fashion.com/exhibitors/maria-madalena-da-rocha-azevedo-filhos-lda-mmr,,,Hall: Hall N7-N10 Stand: H24,"562 Avenida Joaquim Leite, Bairro, 4765-689"
Mayabay Garments Export Private Limited,India,302039,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://mayabaye.com/,,,,https://www.instagram.com/mayabay.exports/,,https://www.source-fashion.com/exhibitors/mayabay-garments-export-private-limited,,,Hall: Hall N1-N5 Stand: C13,"Plot No-64,1-st Floor, Malhotra Nagar,, Jaipur,, Rajasthan,, 302039"
MD Textiles,Portugal,17 4750-,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/magic-determination-textiles,,,Hall: Grand Hall Stand: G24,"Zona Industrial de S. Veríssimo, Pavilhão, 17 4750-"
Modern Star Silk,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.modernstarsilk.co.uk/,aaron@modernstarsilk.co.uk,+8613057524204,https://www.linkedin.com/company/modern-star-silk/,https://www.instagram.com/modernstarsilk/,,https://www.source-fashion.com/exhibitors/modern-star-silk,,https://www.facebook.com/modernstarsilk/,Hall: Grand Hall Stand: D31,"Studio 8A, Leyton Green Studios, London, E10 6AE"
"Nanchang Chuangsou International Exhibition Co.,Ltd.",China,330299,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/nanchang-chuangsou-international-exhibition-co,,,"Hall: Hall N7-N10 Stand: Wuhu27, Nanchang Chuangso","No.1677,Yingbin South Avenue,, Nanchang, Jiangxi, 330299"
"Nanjing Aurora Apparel Trade Co., Ltd.",China,Nanjing,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/nanjing-aurora-apparel-trade-co-,,,Stand: E76,"Room 719, Building 02, Nanjing"
"NANJING HENGRUN HONGSU IMP.& EXP. CO.,LTD.",China,210001,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/nanjing-hengrun-hongsu-imp-exp-co,,,Hall: Hall N1-N5 Stand: F77,"Room 2305, Longsheng Building, Nanjing, 210001"
"Nanjing Hengyuan Apparel Co., Ltd",China,210019,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/nanjing-hengyuan-apparel-co,,,Hall: Hall N7-N10 Stand: B62,"R510, Building 5, No. 98, Shuangzha Road, Jianye District, Nanjing, 210019"
"NANTONG WANG AND SHENG TEXTILES CO.,LTD",China,226301,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/nantong-wang-sheng-textiles-co,,,Hall: Hall N7-N10 Stand: A51,"No.39, Xiting Industrial Zone, Nantong, Jiangsu, 226301"
"NANTONG Z&Z GARMENT CO.,LTD",China,226301,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/nantong-zz-garment-co,,,Hall: Hall N1-N5 Stand: G62,"54-55 Unit, West Chan Temple, West Ting Town, Tonzhou Dist., Nantong, Jiangsu, 226301"
National Jute Board,India,700166,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/national-jute-board,,,Hall: Hall N7-N10 Stand: National Jute Board-36,"5TH & 6TH FLOOR,, KOLKATA, West Bengal, 700166"
Natural Fibre Company,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.thenaturalfibre.co.uk/,info@thenaturalfibre.co.uk,,https://www.linkedin.com/company/blacker-sheep-limited,https://www.instagram.com/natfibreco/,,https://www.source-fashion.com/exhibitors/natural-fibre-company,,https://www.facebook.com/TheNaturalFibreCompany,Hall: Hall N1-N5 Stand: E3,
NET DIGITIZING UK LIMITED,United Kingdom,,Technology / Services,Source Fashion London Jul 7-9 2026,https://www.netdigitizing.co.uk/,support@netdigitizing.co.uk,0800 368 7414,https://uk.linkedin.com/company/embroiderybadgeuk?trk=public_profile_topcard-current-company,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.instagram.com/embroiderybadgeuk/%3F__d%3D1%252F&ved=2ahUKEwi-7tCr8OqUAxWcaUEAHbLXM1QQFnoECBAQAQ&usg=AOvVaw2CEgZeK1ug_rQrZ0,,https://www.source-fashion.com/exhibitors/net-digitizing-uk-limited,,,Hall: Hall N7-N10 Stand: E22,"153 High Street, Brentwood, Essex, CM14 4SD"
"New Century Int'l Trade Co.,Ltd",China,313000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/new-century-intl-trade-co,,,Hall: Hall N7-N10 Stand: C42,"2nd Floor, Building 1, No.666 Caifeng Road, Huzhou, Zhejiang, 313000"
"NINGBO BAINA FASHION CO.,LTD.",China,315111,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-baina-fashion-co,,,Hall: Hall N1-N5 Stand: A20,"No.246, Wuxiang West Road, Wuxiang,, Ningbo, 315111"
"NINGBO DREAM F CO.,LTD",China,315121,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-dream-f-co,,,Hall: Hall N7-N10 Stand: H45,"Room 118, Building D, Yunshanggu Technology Park, Ningbo, Zhejiang, 315121"
"NINGBO HUAZHONG JIANYE INTERNATIONAL TRADE CO., LTD.",China,315700,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-huazhong-jianye-international-trade-co-,,,Hall: Hall N7-N10 Stand: F61,"NO.2 JIANYE ROAD XIANGSHAN, NINGBO, ZHEJIANG, 315700"
"Ningbo Jinhao Imp.&Exp., Co.,Ltd",China,315105,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-jinhao-impexp-co,,,Hall: Hall N7-N10 Stand: A58,"Room 601, No.1 Building, No.818 Jinyuan Road, Ningbo, Zhejiang, 315105"
"NINGBO MAKE TEXTILE CO.,LTD.",China,315012,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-make-textile-co,,,Hall: Hall N7-N10 Stand: E71,"Unit 1008,Building B,Century Plaza,118 DALIANG STREET, NINGBO, ZHEJIANG, 315012"
"NINGBO ORDER INTERNATIONAL BUSINESS CONSULTATIVE SERVICE CO.,LTD.",China,266309,,Source Fashion London Jul 7-9 2026,http://www.qianfengcapart.com/,qian.xu@qianfengcapart.com,+86 131 6298 3662,,,,https://www.source-fashion.com/exhibitors/ningbo-order-international-business-consultative-service-co-1,,,Hall: National Ground Stand: NINGBO ORDER -18m,"5/F,BLOCK A, NINGBO,, YINZHOU DISTRICT, 266309"
"Ningbo Rouse Garment R.C. Co, Ltd.",China,315100,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-rouse-garment-rc-co-,,,Hall: Hall N7-N10 Stand: H61,"Block A, 2F, Rouse Office Building, Shiqi Town, Ningbo, Zhejiang, 315100"
NINGBO V.K. INDUSTRY & TRADING COMPANY,China,315010,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-vk-industry-trading-company,,,Hall: Hall N7-N10 Stand: G45,"18th Floor,Yuehu Jinhui Tower,No. 225 Liuting Street, Ningbo, 315010"
"NINGBO YONGNAN KNITTING CO.,LTD",China,315708,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/ningbo-yongnan-knitting-co,,,Hall: Hall N7-N10 Stand: F20,"Xiangshangang East Road, Ningbo, 315708"
Nod Trend,Türkiye,,,Source Fashion London Jul 7-9 2026,https://nodtrend.com/,nodtrend@mail.ru,+902125169230,,https://www.instagram.com/nodtrend_obuv/,,https://www.source-fashion.com/exhibitors/nod-trend,,https://www.facebook.com/nod.trend.1/,Hall: Hall N1-N5 Stand: B25,
OLETTA LIMITED,Hong Kong,.,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.oletta.com/,andrew@oletta.com,+61 418 444 843,,,,https://www.source-fashion.com/exhibitors/oletta-limited,,,Hall: Grand Hall Stand: G23,"Unit 513. 5/F. Fabrico Industrial Building., Kwai Chung. New Territories, ."
Phuong Dong Garment JSC,,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.pdg.com.vn/,oanh.ta@pdg.com.vn,028.38945729,,,,https://www.source-fashion.com/exhibitors/phuong-dong-garment-jsc,,https://www.facebook.com/mayphuongdong,Hall: Hall N1-N5 Stand: B15,
Prints By Indkraft,India,250001,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/prints-indkraft,,,Hall: Hall N7-N10 Stand: D30,"E-44 Udyog Puram,, Meerut,, Uttar Pradesh, 250001"
PROSPEROUS GLORY ASIA LIMITED,Hong Kong,.,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://prosperousglory.com/,,,,,,https://www.source-fashion.com/exhibitors/prosperous-glory-asia-limited,,,Hall: Hall N7-N10 Stand: J10,"D1, 14th floor, Lucky Factory Building,, Kowloon, ."
"Puxing Technology Co.,Ltd.",China,314502,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/puxing-technology-co,,,Hall: Hall N7-N10 Stand: G65,"Room 201, Building3-2, Tongxiang, Zhejiang, 314502"
"QINGDAO IMEI FASHION INTERNATIONAL TRADE CO.,LTD.",China,266000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/qingdao-imei-fashion-international-trade-co,,,Hall: Hall N7-N10 Stand: F64,"17th Floor, Zhidi Building No.101 Shenzhen Road, Qingdao, Shandong, 266000"
"QINGDAO WELLTEX INT'L CO.,LTD",China,266071,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.welltexco.com/,hf1996@126.com,+86053266600336,,,,https://www.source-fashion.com/exhibitors/qingdao-welltex-intl-co,,,Hall: Hall N7-N10 Stand: D63,"ROOM 910, NO.17 SHANDONG ROAD, QINGDAO, SHANDONG, 266071"
"Quanzhou Desheng Fashion & Weaving Co.,Ltd",China,FUJIAN,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/quanzhou-desheng-fashion-weaving-co,,,Hall: Hall N1-N5 Stand: C70,"HUI NAN INDUSTRIAL ZONE, QUANZHOU, FUJIAN"
"Quanzhou Fuxing Garments Co.,Ltd",China,362000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/quanzhou-fuxing-garments-co,,,Hall: Hall N1-N5 Stand: C74,"No.32 Meitai Road,Qingmeng ETDA, Quanzhou, Fujian, 362000"
"QUANZHOU XINXIAN TEXTILE TECHNOLOGY CO.,LTD",China,FUJIAN,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/quanzhou-xinxian-textile-technology-co,,,Hall: Hall N7-N10 Stand: H54,"NO 682,YINGSHAN ROAD,YINGLIN VILLAGE,YINGLIN TOWN, QUANZHOU, FUJIAN"
"Quanzhou Yomai Sports Products Co.,Ltd",China,Fujian,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/quanzhou-yomai-sports-products-co,,,Hall: Hall N7-N10 Stand: C60,"#2 Chongyi Street,Qingmeng District, Quanzhou, Fujian"
Relaxaa Home Textiles & Green Power Pvt Ltd,India,600040,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://relaxaa.in/,,,,,,https://www.source-fashion.com/exhibitors/relaxaa-home-textiles-green-power-pvt,,,Hall: Hall N1-N5 Stand: B2,"G block old no 1334, new no 19,, Chennai, 600040"
RISHABDEO CREATIONS PVT LTD,India,201301,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://rishabdeocreations.com/,blueunobeach@gmail.com,+91 9810213018,,https://www.instagram.com/blueunobeach/#,,https://www.source-fashion.com/exhibitors/rishabdeo-creations-pvt,,,Hall: Hall N7-N10 Stand: K20,"G Block, Sector 6,, Noida,, Uttar Pradesh, 201301"
Sales Lounge,,,,Source Fashion London Jul 7-9 2026,https://www.source-fashion.com/,info@source-fashion.com,,https://www.linkedin.com/showcase/source-fashion,https://www.instagram.com/sourcefashionshow,,https://www.source-fashion.com/exhibitors/sales-lounge-vix0,,https://www.facebook.com/SourceFashionshow,Stand: Sales Lounge,
Samshek Fashion Ltd,United Kingdom,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/samshek-fashion,,,Hall: Grand Hall Stand: D25,"Crown House, London, WC1N 3AX"
SANDHERSONS LINGERIE CO LTD TA GRAINLINE APPARELS,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://grainlineapparels.com/,info@grainlineapparels.com,01582 722121,,https://www.instagram.com/tazza_gram,,https://www.source-fashion.com/exhibitors/sandhersons-lingerie-co-ta-grainline-apparels,,,Hall: Grand Hall Stand: H22,"First Floor, 94-96 Dunstable Road, Luton, LU1 1EH"
SG EXPORTS,India,641606,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://sgexports.net/,info@sgexports.net,0421 - 4269736,https://www.linkedin.com/company/107802074/admin/dashboard/,,,https://www.source-fashion.com/exhibitors/sg-exports,,,Hall: Hall N1-N5 Stand: C11,"32, SANKAR NAGAR, TIRUPUR, 641606"
Shandong Yiwei Apparel Co. Ltd.,China,271000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shandong-yiwei-apparel-co-,,,Hall: Hall N1-N5 Stand: C71,"No.89 Leigushi Street,Taishan East Industrial Zone, Taian, ShanDong, 271000"
"SHANDONG YIWEI APPAREL CO.,LTD",China,271000,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.daiyin.com/,office@daiyin.com,0538-6117569,,,,https://www.source-fashion.com/exhibitors/shandong-yiwei-apparel-co-2,,,Hall: Hall N7-N10 Stand: C45,"No.89 Leigushi Street,Taishan East Industrial Zone, Taian, ShanDong, 271000"
"Shandong Yiwei Apparel Co.,Ltd",China,271000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shandong-yiwei-apparel-co,,,Hall: Hall N7-N10 Stand: G64,"No.89 Leigushi Street,Taishan East Industrial Zone, Taian, ShanDong, 271000"
"Shanghai Wealdone Co., Ltd",China,200051,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shanghai-wealdone-co,,,Hall: Hall N7-N10 Stand: G44,"Room 802 ,building # 3, JiaTing Plaza, Shanghai, Shanghai, 200051"
"SHANGHAI WONGAS TEXTILES CO.,LTD.",China,SHANGHAI,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shanghai-wongas-textiles-co,,,Hall: Grand Hall Stand: G52,"ROOM 1317,NO 1000 LAIFANG ROAD JIUTING TOWN, SHANGHAI, SHANGHAI"
"SHAOXING DEALL TEXTILE CO.,LTD",China,312000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shaoxing-deall-textile-co,,,Hall: Hall N7-N10 Stand: F51,"No.572 YueAn North Road, YueCheng District, Shaoxing, Zhejiang, 312000"
"Shaoxing Muqi Import and Export Co., Ltd",China,312000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shaoxing-muqi-import-export-co,,,Hall: Hall N1-N5 Stand: E51,"1ST FLOOR,BUILDING 1,NO 21, CAOJIANG ROAD, SHAOXING CITY, ZHEJIANG, 312000"
"SHAOXING SHENGDIYA APPAREL CO.,LTD",China,312000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shaoxing-shengdiya-apparel-co,,,Hall: Hall N7-N10 Stand: C77,"AOZESHAN QIXIAN TOWN KEQIAO, SHAOXING, ZHEJIANG, 312000"
"SHAOXING TIANYUN INDUSTRIAL CO.,LTD",China,312000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shaoxing-tianyun-industrial-co,,,Hall: Hall N7-N10 Stand: C40,"No. 3 Tianlao Road, Yuecheng District, Shaoxing, Zhejiang, 312000"
"SHAOXING TONGYI IMP&EXP CO.,LTD",China,ZHEJIANG,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shaoxing-tongyi-impexp-co,,,Hall: Hall N7-N10 Stand: E45,"ROOM 2-05, 2NDFLOOR, BUILDING 7. NO. 55 HETANG ROAD, SHAOXING, ZHEJIANG"
"SHAOXING WO ER TE TRADING CO.,LTD",China,312000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shaoxing-wo-er-te-trading-co,,,Hall: Hall N7-N10 Stand: B53,"ROOM406-1,XINHAI BUILDING,LINZHI STREET,YUECHENG DISTRICT, SHAOXING, ZHEJAING, 312000"
