name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval,email_source,website_source
Siddarth Organisation,siddarth-organisation-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/siddarth-organisation-limited.html,India,,Jaipur,302017,Malviya Nagar,"F-21, Malviya Industrial Area",+91 99836 55600,,siddarthkukkar@gmail.com,https://www.siddarthgroup.com,,,3,H3-A387,All About Her,,,,,,,,,,,,,,,,,,2025-12-26T12:08:02,api,api
Singapore International Everise Imp. & Exp.,singapore-international-everise-importexport-pte-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/singapore-international-everise-importexport-pte-ltd.html,China,Zhejiang,Singapore,315192,"112 Robinson Road, #03-01 Robinson 112",,+86 178 5769 6259,,vivian@sinotrust-fashion.com,,,,3,H3-A305,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:10:31,api,
Sinotex United (Shanghai),shanghai-sinotex-united-corp-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-sinotex-united-corp-ltd.html,China,Shanghai,Shanghai,200122,"Rm1407-1409, East Mansion No.1500, Century Avenue, Pudong",,+86 21 5090 3156,,fenny@sh-suntex.com,https://www.sinotexs.com,,,4,H4-H492,Kids,Econogy Finder,,,,,,,,,,,,,,,,,2025-12-19T12:20:04,api,api
Sinotrust Garment (Jiaxing),jiaxing-sinotrust-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-sinotrust-garment-co-ltd.html,China,Zhejiang,Jiaxing,315192,"Rm706, Building 1, Hualong Plaza, Nanhu Road",,+86 178 5769 6259,+86 573 8999 3554,hellen@sinotrust-fashion.com,https://www.sinotrust-fashion.com,,,3,H3-C347,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:20:05,api,api
Siraj Apparels,siraj-apparels-pvt-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/siraj-apparels-pvt-ltd.html,Bangladesh,,Narayangonj,1234,". Plot No #A-120-121, Bscic Hosiery L/E Enayetnagar, Fatullah",,+880 1715-107057,,mostafiz@dunhillbd.info,https://www.sirajapparel.com,,,3,H3-A329,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:44,api,api
Sky Apparel,shanghai-sky-accessories-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-sky-accessories-co-ltd.html,China,Shanghai,上海市,201111,"Building 1, No.5500 Yuanjiang Road, Minhang District",,+86 189 3087 7171,,linda@shanghaisky.net,,,,4; null,H4-E531; Hnull,Fashion Accessories,,,,,,,,,,,,,,,,,,2026-03-19T11:08:37,api,
Sky Fashion (Jiaxing),jiaxing-sky-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-sky-fashion-coltd.html,China,Zhejiang,Jiaxing,315192,"31St Building,Fortune Union No.,359,Changping Road,Nanhu District",,+86 136 3165 0765,+86 573 8231 9951,william@skyfashion-jx.com,https://www.skyfashion-jx.com,,,4; null,H4-F491; Hnull,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:21:29,api,api
SMIT,smit-dic-ticaret-sanltdsti,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/smit-dic-ticaret-sanltdsti.html,Türkiye,Eyupsultan,Istanbul,34055,Topçular Mah. Çiftçi Ali Sokak No 12/16,,+90 212 576 72 42,,munir@smit.com.tr,,,,4,H4-G400,Tailored,,,,,,,,,,,,,,,,,,2025-12-29T15:37:57,api,
Snow White Apparels,snow-white-apparels-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/snow-white-apparels-ltd.html,Bangladesh,,Dhaka,1341,"Akran,Birulia, Savar,",,+880 1714-083334,,anwar@snowwhitebd.com,https://www.snowwhitebd.com,,,3,H3-C328,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:43,api,api
Soho International Group (Jiangsu),jiangsu-soho-international-group-corp,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiangsu-soho-international-group-corp.html,China,Jiangsu,Nanjing,315192,No.48 Ruanjian Road,,+86 25 8478 5213,+86 25 8478 5221,wxf.lucy3@v-graces.com,http://www.meetsoho.com,,,3,H3-C327,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:10:31,api,api
Soho Runlong Innovation (Jiangsu),jiangsu-soho-runlong-innovation-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiangsu-soho-runlong-innovation-coltd.html,China,Jiangsu,Nanjing,210012,Rm303 Bldg C No.21 Software Avenue Yuhuatai,,+86 25 5287 5781,,ht@sumex.com.cn,https://runlong.sumex.cn,,,4,H4-H506,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:24:19,api,api
South Enterprises,south-enterprises-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/south-enterprises-ltd.html,Hong Kong,Kowloon,Tsim Sha Tsui East,,98 Granville Road,"2/F East Ocean Centre,",+852 2734 1556,,sandychang@southent.com,https://www.southent.com,,,4,H4-F469,Knitted,New Exhibitor; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-29T11:43:15,api,api
Spring Industrial & Trading (Hunan),hunan-spring-industrial--trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hunan-spring-industrial--trading-coltd.html,China,Hunan,Changsha,315192,"No. 701, Building 3, Liandong Yougu Industrial Par",,+86 151 1115 0829,,eagle@hn-spring.com,,,,3,H3-B388,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:20:04,api,
Spring River Knitting Group (Tonglu),tonglu-spring-river-knitting-group-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/tonglu-spring-river-knitting-group-coltd.html,China,Zhejiang,Hangzhou,315192,"No.333,Dongxing Road,Tonglu",,+86 159 9003 1606,,easonhxh@shindai.cn,https://www.springriver-knitting.com,,,4,H4-F481,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:10:53,api,api
Springair Sunshine Garments (Zhejiang),zhejiang-springair-sunshine-garments-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-springair-sunshine-garments-coltd.html,China,Zhejiang,Hangzhou,310051,"8/F., Springair Group Building188 Binkang Roadbinjiang Section",,+86 159 2413 3855,,alex@sunshine-sp.com,https://springair.en.alibaba.com,,,4,H4-H471,Knitted,Econogy Finder,,,,,,,,,,,,,,,,,2025-12-19T12:10:31,api,api
St. Martin Garment (Suzhou),suzhou-st-martin-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/suzhou-st-martin-garment-co-ltd.html,China,Jiangsu,Suzhou,315192,"Floor 4 No.1 Building, No.527 Xingzhong Road ,Wujiang District",,+86 137 7609 4756,,stoneding@saintmartinsapparel.com,https://www.saintmartinsapparel.com,,,3,H3-C334,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:10:53,api,api
Stuff Limited,stuff-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/stuff-limited.html,Bangladesh,,Gazipur,1711,"02, Dr.M.A. Rashid Road, South Auchapara, Ward-54 Tongi,",,+880 1911-368511,,ferdous@stuff.com.bd,,,,3,H3-A327,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:22,api,
Sumec Textile & Light Industry,sumec-textile--light-industry-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/sumec-textile--light-industry-co-ltd.html,China,Jiangsu,Nanjing,315192,"Sumec International Plaza, 19F, No.68 Yunlongshan Road",,+86 25 8770 0372,,zhangdong16@sumec.com.cn,https://www.sumectex.com,,,4,H4-G437,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T06:12:15,api,api
Sundar Sons,sundar-sons-india-exports,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/sundar-sons-india-exports.html,India,Tamil Nadu,Salem,636012,"109/1B, Near Karumbalai Main Road, Karupur",,+91 99944 91449,,,,,,3,H3-C372,All About Her,,,,,,,,,,,,,,,,,,2025-12-24T06:10:51,,
Sunray Garment (Ningbo),ningbo-sunray-internationaltrade-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-sunray-internationaltrade-co-ltd.html,China,Zhejiang,Ningbo,315012,"NO.358 KEYANROAD, WANGCHUN INDUSTRIAL PARK","Tong Chuang Fashion Centre, Block D",+86 574 8282 0781,,jacky@nb-sunray.com,,,,4,H4-F496,Knitted,,,,,,,,,,,,,,,,,,2025-12-23T18:58:47,api,
Suntex Imp. & Exp. (Hangzhou),hangzhou-suntex-impexp-corp-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-suntex-impexp-corp-ltd.html,China,Zhejiang,Hangzhou,315192,"Rm 1202, Huayuan Dvlp Bldg, No.639 Jianguo North Road",,+86 571057185083236,,vivi@suntex.zj.cn,,,,3,H3-B386,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T16:40:29,api,
Sunup Apparel Industry,sunup-apparel-industry-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/sunup-apparel-industry-coltd.html,China,Liaoning,Yingkou,115007,"A1-4 # Factory Building, Taizhou Industrial Park, Bayuquan District",,+86 24 1234 5678,,lucky.liu@dl-sunup.com,,,,3,H3-C366,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:26:04,api,
Super International Trading （Jiangyin）,jiangyin-super-international-trading-colimited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiangyin-super-international-trading-colimited.html,China,Jiangsu,Jiangyin,214415,"No.27, Huanxi Rd, B Area, Indl Park Zhutang Town",,+86 158 5014 6333,,melindazhang@mszy.net.cn,,,,3,H3-A350,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:18:18,api,
Surana Exports,surana-exports,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/surana-exports.html,India,RAJASTHAN,JODHPUR,342006,"C 83 DHARM NARAYAN JI KA HATTHA, PAOTA",,+91 98293 79080,,abhishek.suranaexports@gmail.com,https://www.surana-exports.com,,,3,H3-C331,All About Her,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-01-07T17:24:28,api,api
SV Knits - Tirupur,sv-knits,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/sv-knits.html,India,Tamil Nadu,Tirupur,641605,"Arulpuram, Palladam Road","SF. No. 231/4A4, Jayanthi Gardens",+91 90438 90699,,bhuvan@svknits.com,https://www.svknits.com,,,4,H4-G470,Knitted,New Exhibitor; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-24T14:08:00,api,api
T Fashion Apparel (Ningbo),ningbo-t-fashion-apparel-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-t-fashion-apparel-co-ltd.html,China,Zhejiang,Ningbo,315192,"No.83 Sanjiangroad,Yinzhouarea",,+86 137 5744 7052,,lynn.lin@nbtfashion.com.cn,,,,3,H3-B391,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:13:00,api,
T&C Knitting Garment (Shanghai),shanghai-tc-knitting-garment-com-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-tc-knitting-garment-com-ltd.html,China,Shanghai,Shanghai,201615,"Room1506,1507,Building 2, Jiuting Jindi Plaza, North Huting Road",,+86 21 6771 8698,,william_wang@sh-tongxin.com,,,,4,H4-E469,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:22:54,api,
T-Win Textile (Guangzhou),guangzhou-t-win-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangzhou-t-win-textile-coltd.html,China,Guangdong,Guangzhou,510000,"No.1912, Block C, Pearl River International Textile Plaza, Yijingroad, Haizhu District",,+86 20 8944 6601,,teeny@twinlace.com,https://gzcis.en.alibaba.com/,,,3,H3-A373,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:28:28,api,api
Taifu Imp. & Exp. (Wujiang),wujiang-taifu-import-and-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/wujiang-taifu-import-and-export-coltd.html,China,Jiangsu,Suzhou,315192,"Unit 608,Huabang Offce Building,No.988 South Zhongshan Road",,+86 189 1308 8058,+86 512 6345 8178,shen@wj-tf.com,,,,3,H3-A348,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:19:01,api,
Tailoria Design Manufactory (Guangzhou),guangzhou-tailoria-design-manufactory-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangzhou-tailoria-design-manufactory-coltd.html,China,Guangdong,Guangzhou,510613,"Rm4602,Citic Plaza,No.233, Tianhe Bei.Road,Tianhe District",,+86 20 3877 0612,,florachan@tailoria.com,,,,3,H3-A362,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:25:43,api,
Tailoria Manufactory (Guangzhou),guangzhou-tailoria-manufactory-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangzhou-tailoria-manufactory-coltd.html,China,Guangdong,Guangzhou,510613,"Rm6602-03, Citic Plaza,No.233,Tianhe N.Road,Tianhe District",,+86 20 3877 0612,,florachan@tailoria.com,https://www.tailoria.net,,,3,H3-A360,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:19:01,api,api
TAKT Garments & Accessories (Hangzhou),hangzhou-takt-garments--accessories-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-takt-garments--accessories-coltd.html,China,Zhejiang,Hangzhou,310000,"Room 1016 Xirui Building, Gongshu District",,+86 571 8508 1926,,toptex@toptexco.com,https://www.toptexco.com,,,4,H4-F552,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T06:15:04,api,api
Team Group,team-manufacturing-company-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/team-manufacturing-company-limited.html,Bangladesh,Dhaka,Uttara,1230,"Jashimuddin Avenue, Sector-3","2&4, ABC Heritage (4&5th Floor)",,,mrmunna@team.com.bd,https://www.teambd.com,,,3,H3-C330,Casual & Sports,,,,,,,,,,,,,,,,,,2026-03-12T13:38:02,api,api
Technology Imp. & Exp. (Anhui),anhui-technology-imp--exp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/anhui-technology-imp--exp-co-ltd.html,China,Anhui,Hefei,230031,"No.459 Changjiang West Road,Shushan District",,+86 551 6510 1479,+86 551 6510 1199,rebecca_liu@ahtech.com.cn,https://www.anhuitech.com.cn,,,3,H3-C385,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:12:18,api,api
Teknoloji Tekstil,teknoloji-tekstil-sanayi-ve-d-ticaret-ltdti,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/teknoloji-tekstil-sanayi-ve-d-ticaret-ltdti.html,Türkiye,,İstanbul,,Tekstilkent A-19 Blok No:24 Esenler,,+90 212 438 61 62,,murat@teknolojitekstil.com,https://pro.foursource.com/teknoloji-tekstil-san-ve-dis-tic-ltd-sti,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:08,api,api
Tengxun Garments Imp. & Exp. (Ningbo),ningbo-tengxun-garments-imp--exp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-tengxun-garments-imp--exp-co-ltd.html,China,Zhejiang,Ningbo,315000,NO.818 QIMING  ROAD,"NO.57, BUILDING 8,",+86 134 5479 7368,,tony@robinq.com,,,,4,H4-G455,Tailored,New Exhibitor,,,,,,,,,,,,,,,,,2025-12-23T19:34:32,api,
Teverler Textile,teverler-textile,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/teverler-textile.html,Türkiye,,Istanbul,34403,Uygun Sk. No:16 Kat:4-5-6,"Caglayan, Vatan Caddesi,",,,omer.mert@teverler.org,https://pro.foursource.com/teverler-textile-company-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:39:24,api,api
Texland,ningbo-cachet-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-cachet-trading-coltd.html,China,Zhejiang,Ningbo,315000,"Room1507, Hq One Building, No.555 Rili Middle Road",,+86 574 5522 5151,+86 574 5522 5150,rex@texland.co.uk,https://www.texland.co.uk,,,4,H4-H456,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:16:53,api,api
Textiles I&E(Ningbo),ningbo-yuanhong-trade-company-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yuanhong-trade-company-ltd.html,China,Zhejiang,Ningbo,315000,"6D24, Hall 2, No.181 Huizhan Road",,+86 574 8768 1583,,zyp@nbtextiles.com,,,,4,H4-E491,Knitted,,,,,,,,,,,,,,,,,,2025-12-26T10:08:01,api,
Thai Roong Inter Biz,thai-roong-inter-biz-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/thai-roong-inter-biz-co-ltd.html,Thailand,,Bangkok,10800,"Bangsue,","8/1 5th floor, Soi Chotiwat Soi 2,",+66 291333803,+66 2 587 8053,chai@tib.co.th,,,,3,H3-A382,All About Her,New Exhibitor; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-03-03T12:03:56,api,
The Garments Design Company (Prince Wear Estd. 1951),the-garments-design-company,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/the-garments-design-company.html,India,Delhi,New Delhi,110048,"W-49, Greater Kailash, Part-2",,+91 98103 98105,,garmentsdesignco@hotmail.com,,,,4,H4-G552,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-26T12:08:01,api,
The South India Garments,the-south-india-garments,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/the-south-india-garments.html,India,Tamilnadu,Palladam,641605,Ganapathipalayam,"52, Sidco Industrial Estate",+91 4255 255 147,+91 4255 252 524,pradeep@knitsking.com,https://www.knitsking.com,,,4,H4-H495,Knitted,,,,,,,,,,,,,,,,,,2025-12-25T06:10:47,api,api
Threadlab.,threadlab,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/threadlab.html,China,Zhejiang,Ningbo,315192,Shijia Village Gulin Town,,+86 138 6786 5107,,danel@bel-esprit.biz,,,,4,H4-F518,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:20:46,api,
Threads & Sew,uniworth-dress-co,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/uniworth-dress-co.html,Pakistan,Punjab,Lahore,42000,21 KM Ferozpur Road,,+92 300 8133007,,nakhaletur@gmail.com,,,,4,H4-G451,,,,,,,,,,,,,,,,,,,2025-12-18T15:54:01,api,
Thriving Textile (Jiaxing),jiaxing-thriving-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-thriving-textile-coltd.html,China,Zhejiang,Jiaxing,315192,"Building 3, No. 443 Yinhe Road, Nanhu District",,+86 133 0535 0244,,hilldong@yantaithriving.com,https://www.yantaithriving.com,,,4,H4-H529,Intimate,New Exhibitor,,,,,,,,,,,,,,,,,2025-12-19T12:21:28,api,api
Tianxing Garment (Baoding),baoding-tianxing-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/baoding-tianxing-garment-coltd.html,China,Hebei,Baoding,315192,"Dasai Village, Man County",,+86 134 3670 1002,,jack@tx-garment.com,https://www.txjacket.com,,,3,H3-D380,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:28:28,api,api
Timeline Fashion,timeline-fashion-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/timeline-fashion-ltd.html,China,Jiangsu,Nanjing,210000,"Room 512 Aviation Development Building , Lan Qi Street, Qin Huai District",,+86 8613913862200,,fredalu@timelinefashion.cn,https://www.timelinefashion.cn,,,3,H3-A395,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T15:53:00,api,api
Timing Garments (Jiangyin),jiangyin-timing-garments-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiangyin-timing-garments-co-ltd.html,China,Jiangsu,Jiangyin,315192,"Room 508, No. 299 Tongdu North Road",,+86 510 8657 1799,,amy@timing-jy.com,,,,3,H3-B392,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T16:07:43,api,
Tiqiao Textile Yarn Dyeing (Shanghai),shanghai-tiqiao-textile-yarn-dyeing-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-tiqiao-textile-yarn-dyeing-co-ltd.html,China,Shanghai,Shanghai,201104,"No. 519 Li Yue Road, Pu Jiang, Min Hang",,+86 21 6429 2434,,sandra@tiqiao.com,https://www.tiqiao.com,,,3,H3-B376,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:23:15,api,api
Tong Yuan (Zhe Jiang),zhe-jiang-tong-yuan-group,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhe-jiang-tong-yuan-group.html,China,Zhejiang,Hangzhou,315192,"Juye Road 25, Binjiang Zone",,+86 158 5712 9839,,teresasun@zjab-ty.com,,,,4,H4-H448,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:22:11,api,
Tongsheng Imp. & Exp. (Haiyang),haiyang-tongsheng-import-and-export-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/haiyang-tongsheng-import-and-export-co-ltd.html,China,Shandong,Yantai,265100,"No.7Xiangjiang Street,Dongcun Industrial Park,Haiyang City,Yantai Shandong Procince",,+86 535 375 9388,,haiyangtongsheng@163.com,,,,3,H3-A394,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T16:24:29,api,
Tongxin Garment (Changchun),changchun-tongxin-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/changchun-tongxin-garment-co-ltd.html,China,Jilin,Changchun,315192,No.569 Tieta Road,,+86 139 0431 3115,,chytx@126.com,,,,3,H3-B333,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T06:24:02,api,
Top Beauty  Fashion (Jiaxing),jiaxing-top-beauty-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-top-beauty-fashion-coltd.html,China,Zhejiang,Jiaxing,314000,"No.1888 Cannan Square ,Building 1,Room 805",,+86 189 6739 0609,,ella@jxtopbeauty.com,,,,3,H3-C396,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:21:09,api,
Top Garment,ningbo-top-import--export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-top-import--export-coltd.html,China,Zhejiang,Ningbo,315100,"Building 5B, Smart Park#99 Xiangyun North Road",,+86 574 8716 2353,,yan.chen@nbtop.net,https://www.nbtop.net,,,3,H3-A347,All About Her,Econogy Finder,,,,,,,,,,,,,,,,,2025-12-19T12:21:08,api,api
Top Grand Fashion (Hangzhou),hangzhou-top-grand-fashion-co-ltd-b,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-top-grand-fashion-co-ltd-b.html,China,Zhejiang,Hangzhou,310019,Road No.6 Jiuhuan,"Room No.1011,Unit 1,Tongda Building,",+86 571 8586 8207,,jason@topgrandfashion.com,,,,3,H3-C386,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:19:01,api,
Top Grand Fashion (Hangzhou),hangzhou-top-grand-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-top-grand-fashion-coltd.html,China,Zhejiang,Hangzhou,310019,"Room No.1011, Unit 1, Tongda Building, Road No.6 Jiuhuan, Jianggan District",,+86 571 8586 8207,,jason@topgrandfashion.com,,,,4,H4-G499,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:16:54,api,
Top Textile (Nanjing),nanjing-top-textile-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nanjing-top-textile-co-ltd.html,China,Jiangsu,Nanjing,210012,"Room 201-202, No. 108 Mingshi Roadqinhuai District",,+86 25 5262 7400,,lotus@topgmt.com,,,,3,H3-C398,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T16:08:47,api,
Trust Garment (Suzhou),suzhou-trust-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/suzhou-trust-garment-coltd.html,China,Jiangsu,Suzhou,215006,"Room 202,Building 2,No.327 Shizi Street",,+86 135 1213 1653,,jill@mladengarment.com,,,,4,H4-H510,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-29T16:26:21,api,
Tsingwo Textile (Shenzhen),shenzhen-tsingwo-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shenzhen-tsingwo-textile-coltd.html,China,Guangdong,Shenzhen,315192,"Room 601, Building A3, Lianhe Industrial Park, Fengtang Avenue, Zhancheng Communityfuhai Sub-District,Bao'An District",,+86 151 1282 3635,,cici@tsingwo.com,,,,4,H4-H423,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:19:00,api,
