Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook
PREMIATA,ITALY,,,Pitti Uomo 110,http://premiata.com,,,,https://www.instagram.com/premiataofficial,PADIGLIONE CENTRALE / PIANO ATTICO / D/4-8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/premiata,,
PRIVATE WHITE V.C.,UNITED KINGDOM,,Cutting-Edge; British Style; Classic; Denimwear; Outdoor; Craftsmanship,Pitti Uomo 110,http://www.privatewhitevc.com,,,,https://www.instagram.com/privatewhitevc,PADIGLIONE CENTRALE / PIANO ATTICO / C/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/private-white-v-c-,,
PRIVATI FIRENZE,ITALY,,Lifestyle; Sustainable; Essentials; Nordic Style; Classic; Urban; Youth Culture; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.privatifirenze.it,,,,https://www.instagram.com/privatifirenze,PADIGLIONE CENTRALE / PIANO TERRA / I/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/privati-firenze,,
PRO-KEDS 1949,ITALY,,Lifestyle; New Formal; Outdoor; Globetrotter; Sportswear; Premium Streetwear; Informal; Urban; Youth Culture; Contemporary,Pitti Uomo 110,https://www.prokeds1949.com,,,,https://www.instagram.com/prokeds,COSTRUZIONI LORENESI / SPRONE / 3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/pro-keds-1949,,
PROHIBITED,GERMANY,,Lifestyle; Essentials; British Style; Premium Streetwear; Urban; Youth Culture; Contemporary; Collection,Pitti Uomo 110,https://www.prohibited.shop,,,,https://www.instagram.com/prohibitedclo,ARMERIA / 2-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/prohibited,,
PSIDE,ITALY,,Sustainable; Japan Style; Denimwear; Urban; Luxury; Contemporary,Pitti Uomo 110,https://www.pside.it,,,,https://www.instagram.com/pside_official,ARSENALE / PIANO TERRA / 34,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/pside,,https://www.facebook.com/pside_official/
PSYCHO BUNNY,CANADA,,,Pitti Uomo 110,http://www.psychobunny.com,,10420247,,https://www.instagram.com/psychobunny,PADIGLIONE CAVANIGLIA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/P/psycho-bunny,,https://facebook.com/psychobunny
QOT (QUESTION OF TIME),SWEDEN,,,Pitti Uomo 110,https://qotofficial.com,,,,,ARSENALE / PIANO TERRA / 43,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/Q/qot--question-of-time-,,
RAG & BONE,U.S.A.,,British Style; Classic; Denimwear; Workwear; Urban; Luxury; Contemporary,Pitti Uomo 110,http://www.rag-bone.com,,+1-844-RAG-BONE (724-2663),,https://www.instagram.com/ragandbone,PADIGLIONE DELLE GHIAIA / 5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rag---bone,,https://www.facebook.com/ragandbonenewyork
RAG & BONE,U.S.A.,,British Style; Classic; Denimwear; Workwear; Urban; Luxury; Contemporary,Pitti Uomo 110,http://www.rag-bone.com,,+1-844-RAG-BONE (724-2663),,https://www.instagram.com/ragandbone,PADIGLIONE DELLE GHIAIA / 5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rag---bone,,https://www.facebook.com/ragandbonenewyork
RAIDY BOER,ITALY,,Lifestyle; Classic; Activewear; Contemporary,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / A/12 B/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/raidy-boer,,
RAJESH PRATAP SINGH,INDIA,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / E/10,,,
RED,ITALY,,Lifestyle; Sustainable; Classic; New Formal; Workwear; High Performance; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.red-sox.it,,,,https://www.instagram.com/redsoxappeal,PADIGLIONE CENTRALE / PIANO TERRA / E/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/red,,
REFRIGIWEAR,ITALY,,,Pitti Uomo 110,,,,,https://www.instagram.com/refrigiwear1954,AREA MONUMENTALE / GROTTE / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/refrigiwear,,
REGAL,JAPAN,,,Pitti Uomo 110,https://www.regal.co.jp,,0300000000,,https://www.instagram.com/regalonlineshop_official,SALA DELLE NAZIONI / B/29,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/regal,,
REIGN,ITALY,,Lifestyle; Essentials; Cutting-Edge; Denimwear; Workwear; Globetrotter; Sportswear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.reign.it,info@reign.it,+39 0736 498001,https://www.linkedin.com/company/reign-madeinitaly/,https://www.instagram.com/reign_madeinitaly,ARMERIA / 8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/reign,,https://www.facebook.com/reignitalia
REMI VAN DÈRE,ITALY,,,Pitti Uomo 110,https://remivandere.com,sales@remivandere.com,,,https://www.instagram.com/remivandere,PADIGLIONE CENTRALE / PIANO ATTICO / H/2-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/remi-van-d-re,,
RESOLUTE,JAPAN,,Lifestyle; Japan Style; Classic; Denimwear; Workwear; Craftsmanship,Pitti Uomo 110,http://www.resolute.jp,,+20260107109,,https://www.instagram.com/resolute_japan,SALA DELLE NAZIONI / A/25,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/resolute,,
RESTELLI GUANTI,ITALY,,Cutting-Edge; Nordic Style; Classic; High Performance; Sportswear; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.restelliguanti.it,info@restelliguanti.it,+39 023 427 13,,https://www.instagram.com/restelliguanti,PADIGLIONE CENTRALE / PIANO INFERIORE / T/22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/restelli-guanti,,https://www.facebook.com/restelliguanti
REVERES 1949,ITALY,,,Pitti Uomo 110,http://www.reveres1949.com,info@maestrami.com,+39 051 8654711,,https://www.instagram.com/reveres_1949,PADIGLIONE CENTRALE / PIANO TERRA / E/22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/reveres-1949,,https://www.facebook.com/reveres1949
REVOLUTION,DENMARK,,Sustainable; Essentials; Nordic Style; Classic; Premium Streetwear; Urban; Contemporary,Pitti Uomo 110,http://www.revolution.eu,,,,https://www.instagram.com/revolutionof1995,PADIGLIONE CAVANIGLIA / 60-62,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/revolution,,
RICHARD J. BROWN ITALIAN LUXURY DENIM,ITALY,,New Formal; Denimwear; High Performance; Informal; Luxury; Contemporary,Pitti Uomo 110,http://www.richardjbrown.it,,,,https://www.instagram.com/richardjbrownmilano,PADIGLIONE CENTRALE / PIANO INFERIORE / P/8 Q/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/richard-j--brown-italian-luxury-denim,,
RIFUGIO,ITALY,,Sustainable; Classic; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.alfredorifugio.com,,,,https://www.instagram.com/rifugio_napoli,PADIGLIONE CENTRALE / PIANO INFERIORE / O/6 P/5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rifugio,,
RING JACKET,JAPAN,,Japan Style; Classic; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.ringjacket.com,,,,https://www.instagram.com/ring_jacket,PADIGLIONE CENTRALE / PIANO ATTICO / H/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/ring-jacket,,
RIVEA,SWITZERLAND,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / G/1,,,
ROBERTA PIERI,ITALY,,,Pitti Uomo 110,http://www.robertapieri.com,,,,https://www.instagram.com/roberta_pieri,PADIGLIONE CENTRALE / PIANO INFERIORE / R/26,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/roberta-pieri,,
ROBERTO COLLINA,ITALY,,Lifestyle; Essentials; Classic; New Formal; Contemporary,Pitti Uomo 110,http://www.robertocollina.com,,,,https://www.instagram.com/robertocollina,PADIGLIONE CENTRALE / PIANO ATTICO / H/7-9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/roberto-collina,,
ROGERS PEET COMPANY,U.S.A.,,Sustainable; British Style; New Formal; Globetrotter; Informal; Contemporary,Pitti Uomo 110,http://www.rogerspeetcompany.com,,,,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rogers-peet-company,,
ROOP,JAPAN,,Sustainable; Agender; Japan Style; Denimwear; High Performance; Contemporary,Pitti Uomo 110,,,,,https://www.instagram.com/eminento1949go,PADIGLIONE CENTRALE / PIANO ATTICO / C/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/roop,,
ROSI COLLECTION,ITALY,,Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.rosicollection.it,info@rosicollection.it,+39 0575 250962,,https://www.instagram.com/rosicollectionaccessories,PADIGLIONE CENTRALE / PIANO INFERIORE / P/25,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rosi-collection,,https://www.facebook.com/rosicollection
ROY ROBSON,GERMANY,,Lifestyle; Essentials; Classic; New Formal; Outdoor; Collection,Pitti Uomo 110,http://www.royrobson.com,,,https://www.linkedin.com/company/royyrobson-fashion/,https://www.instagram.com/royrobsonfashion,PADIGLIONE CENTRALE / PIANO TERRA / A/14-16 B/13-15,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/roy-robson,,
ROY ROGER'S,ITALY,,Lifestyle; Denimwear; Workwear; Outdoor; Premium Streetwear; Urban; Contemporary,Pitti Uomo 110,http://www.royrogers.it,,+02196080978,,https://www.instagram.com/royrogers_official,PADIGLIONE CENTRALE / PIANO TERRA / K/1-3 L/2-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/roy-roger-s,,https://www.facebook.com/royrogersofficial
RP,GERMANY,,Sustainable; Classic; Outdoor; Sportswear; Urban,Pitti Uomo 110,http://www.redpoint-sportswear.com,info@redpoint-sportswear.com,+49 421 84 01 164,,https://www.instagram.com/redpoint_outerwear/,PADIGLIONE CENTRALE / PIANO TERRA / K/18,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rp,,
RPL,ITALY,,Lifestyle; Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,,,,,https://www.instagram.com/rpl_ufficiale,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rpl,,
RULES OF FAITH,UNITED KINGDOM,,Lifestyle; Sustainable; Essentials; British Style; Denimwear; Premium Streetwear; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://rulesoffaith.com,,,,https://www.instagram.com/rulesoffaith,SALA DELLE NAZIONI / A/15-17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rules-of-faith,,
RUN OF RUNARCHY ATTITUDE,ITALY,,Lifestyle; Sustainable; Outdoor; High Performance; Urban; Contemporary; Collection,Pitti Uomo 110,http://www.run-of.com,,,,,PADIGLIONE CAVANIGLIA / 46,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/run-of-runarchy-attitude,,
RUST MOOD,ITALY,,Lifestyle; Denimwear; Workwear; Youth Culture; Luxury; Craftsmanship,Pitti Uomo 110,http://rustmood.com,postmaster@rustmood.com,+04919890287,,https://www.instagram.com/rust_mood,SALA DELLE NAZIONI / B/41,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/R/rust-mood,,https://www.facebook.com/rustmood
S.PIERPAOLI,ITALY,,Classic; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / P/22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/s-pierpaoli,,
S001,ITALY,,Nordic Style; Activewear; Informal; Contemporary,Pitti Uomo 110,http://S001.world,,,,https://www.instagram.com/s001.world,ARSENALE / PIANO TERRA / 18,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/s001,,
SAND MENSWEAR,DENMARK,,,Pitti Uomo 110,http://www.sandcopenhagen.com,,,,https://www.instagram.com/sandcopenhagen,PADIGLIONE CENTRALE / PIANO INFERIORE / P/15,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sand-menswear,,
SANDERS,UNITED KINGDOM,,,Pitti Uomo 110,http://www.sanders-uk.com,,,,https://www.instagram.com/sandersshoes,PADIGLIONE CENTRALE / PIANO ATTICO / E/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sanders,,
SANJO,PORTUGAL,,,Pitti Uomo 110,,,,,,ARMERIA / 24,,,
SANTHA,ITALY,,,Pitti Uomo 110,https://www.santhanotforskate.com/it,,+02196080978,,https://www.instagram.com/santhanotforskate,SALA DELLE NAZIONI / A/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/santha,,
SAPAF 1954,ITALY,,Lifestyle; Sustainable; Special Co-Lab/Limited Edition; Essentials; Classic; New Formal; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.sapaf54.it,,1140213,https://www.linkedin.com/company/sapaf-atelier-1954/,https://www.instagram.com/sapaf1954,PADIGLIONE CENTRALE / PIANO TERRA / G/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sapaf-1954,,https://www.facebook.com/SapafAtelier1954/
SARANGHAEYO,KOREA (SOUTH),,Lifestyle; Luxury; Craftsmanship,Pitti Uomo 110,http://www.srhy.co.kr,info@saranghaeyo.co.kr,+822 6369 8886,,https://www.instagram.com/srhy_pf,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/saranghaeyo,,
SARTORIA MASSACRI,ITALY,,Lifestyle; Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.sartoriamassacri.it,info@sartoriamassacri.it,+39 080 430 2508,,https://www.instagram.com/sartoria_massacri,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 51,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sartoria-massacri,,https://www.facebook.com/sartoriamassacri/
SARTORIA MELINA NAPOLI,ITALY,,,Pitti Uomo 110,http://www.sartoriamelina.com,info@sartoriamelina.com,+39 333 1796673,,https://www.instagram.com/sartoriamelinanapoli,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 25,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sartoria-melina-napoli,,https://facebook.com/154154214991837
SARTORIA PARTENOPEA,ITALY,,,Pitti Uomo 110,http://www.mauroblasi.com,info@mauroblasi.it,+08163991212,,https://www.instagram.com/mauroblasinapoli,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sartoria-partenopea,,
SARTORIA TRINCHESE,ITALY,,,Pitti Uomo 110,https://www.sartoriatrinchese.com,infosartoriatrinchese@gmail.com,+39 377 3990641,,https://www.instagram.com/sartoriatrinchese,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sartoria-trinchese,,https://www.facebook.com/sumisura.it
SARTORIO,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / S/1-5,,,
SATORISAN,SPAIN,,Lifestyle; Sustainable; Cutting-Edge; New Formal; Premium Streetwear; Informal; Urban; Youth Culture; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.satorisan.com,,,,https://www.instagram.com/satorisan.brand,PADIGLIONE CAVANIGLIA / 30,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/satorisan,,
SAVE MY BAG,ITALY,,Contemporary,Pitti Uomo 110,https://savemybag.it,,,,https://www.instagram.com/savemybag,CORTILE DELL'ARMERIA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/save-my-bag,,
SAVE THE DUCK,ITALY,,,Pitti Uomo 110,http://www.savetheduck.com,,,,https://www.instagram.com/save_the_duck,GIARDINO DEL GLICINE / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/save-the-duck,,
SCAGLIONE,ITALY,,,Pitti Uomo 110,http://www.scaglione.it,,,,https://www.instagram.com/scaglione_official,PADIGLIONE CENTRALE / PIANO ATTICO / F/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/scaglione,,
SCANDINAVIAN EDITION,NORWAY,,Nordic Style; Classic; Outdoor; High Performance; Activewear; Urban; Contemporary; Collection,Pitti Uomo 110,https://scandinavianedition.com,,,,https://www.instagram.com/scandinavianedition,SALA DELLA RONDA / 11-12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/scandinavian-edition,,
SCARTI-LAB,ITALY,,Sustainable; Classic; Workwear; Craftsmanship,Pitti Uomo 110,http://www.scarti-lab.it,info@scarti-lab.com,+39 0510939014,,https://www.instagram.com/scartilab,SALA DELLE NAZIONI / B/47,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/scarti-lab,,https://www.facebook.com/scartilab/
SCHMOOVE,FRANCE,,,Pitti Uomo 110,http://www.schmoove.fr,dpo@schmoove.fr,+33 (0)251663679,,https://www.instagram.com/schmooveshoes,ARMERIA / 19,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/schmoove,,https://www.facebook.com/SchmooveShoes
SCHNEIDERS,ITALY,,Lifestyle; Classic; Luxury; Contemporary,Pitti Uomo 110,http://www.schneiders.com,info@cashmeresrl.it,+39 0248010299,,https://www.instagram.com/schneiderssalzburg_official/,PADIGLIONE CENTRALE / PIANO INFERIORE / V/6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/schneiders,,
SCUDERI,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / T/7 U/6,,,
SECRID,NETHERLANDS,,,Pitti Uomo 110,https://www.secrid.com,hoogstraat@secrid.com,+31 (0)70 799 0600,,https://www.instagram.com/secrid,PADIGLIONE CENTRALE / PIANO TERRA / J/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/secrid,,
SEEINGRED - OUTOPIA BY VANISH,UNITED KINGDOM,,,Pitti Uomo 110,,,,,,SALA DELLA RONDA / 24-25,,,
SEIDENSTICKER,GERMANY,,Sustainable; Essentials; Classic; Collection,Pitti Uomo 110,https://www.seidensticker.com/de/de/herren,,8002000,,https://www.instagram.com/seidensticker_com,PADIGLIONE CENTRALE / PIANO TERRA / E/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/seidensticker,,https://www.facebook.com/seidensticker.de
SEINSE,ITALY,,Lifestyle; Special Co-Lab/Limited Edition; Essentials; Classic; Denimwear; Activewear; Sportswear; Informal; Luxury; Contemporary,Pitti Uomo 110,http://www.seinse.it,,20260219,,https://www.instagram.com/seinse.it,COSTRUZIONI LORENESI / PIANO TERRA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/seinse,,https://www.facebook.com/seinsemenswear/
SEPTWOLVES - CHINA WAVE,CHINA,,,Pitti Uomo 110,,,,,,COSTRUZIONI LORENESI / PIANO TERRA,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/septwolves---china-wave,,
SERA' FINE SILK,ITALY,,Classic; New Formal; Luxury; Craftsmanship,Pitti Uomo 110,https://www.serafinesilk.com,,,,https://www.instagram.com/serafinesilk,PADIGLIONE CENTRALE / PIANO INFERIORE / R/25,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sera--fine-silk,,
SERINA,JAPAN,,,Pitti Uomo 110,http://serina.world,info@serina.world,+17153111715311,,https://www.instagram.com/serina_co,COSTRUZIONI LORENESI / PIANO PRIMO / 2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/serina,,
SES PALMA,SPAIN,,,Pitti Uomo 110,https://www.sespalma.com,,,,https://www.instagram.com/ses.palma,PADIGLIONE CENTRALE / PIANO ATTICO / G/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/ses-palma,,
SETTEFILI CASHMERE,ITALY,,Lifestyle; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.settefili.it,info@settefili.it,+39 0532 902133,,https://www.instagram.com/settefilicashmere,PADIGLIONE CENTRALE / PIANO INFERIORE / T/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/settefili-cashmere,,https://www.facebook.com/settefili
SH ZERO,ITALY,,,Pitti Uomo 110,http://shzero.it,,,,https://www.instagram.com/shzero.official,PADIGLIONE CENTRALE / PIANO TERRA / J/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sh-zero,,
SHOCKLY,ITALY,,,Pitti Uomo 110,http://www.shockly.it,,,,https://www.instagram.com/shockly.official,PADIGLIONE CENTRALE / PIANO TERRA / J/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/shockly,,
SHOTO,ITALY,,Lifestyle; Premium Streetwear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.shoto.it,,,,https://www.instagram.com/shotoshoes,SALA DELLE NAZIONI / B/45,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/shoto,,
SILVANO SASSETTI,ITALY,,,Pitti Uomo 110,http://www.silvanosassetti.it,info@silvanosassetti.it,+39025466612,,https://www.instagram.com/silvano_sassetti,SALA DELLE NAZIONI / A/32,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/silvano-sassetti,,https://www.facebook.com/Silvano.Sassetti/
SILVIO FIORELLO,ITALY,,Classic; New Formal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.silviofiorello.com,,,,https://www.instagram.com/silviofiorello,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 32,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/silvio-fiorello,,
SILVIO FIORELLO X MAURITSHUIS MUSEUM,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 32,,,
SING A SONG,FRANCE,,Lifestyle; Essentials; Cutting-Edge; Denimwear; Globetrotter; Premium Streetwear; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.singasong.fr,sav@singasong.fr,0465854226,,https://www.instagram.com/singasongbijoux,PADIGLIONE CENTRALE / PIANO TERRA / G/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sing-a-song,,https://fr-fr.facebook.com/singasong.bijoux
SNEE,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CAVANIGLIA / 52,,,
SNOW PEAK,JAPAN,,,Pitti Uomo 110,https://uk.snowpeak.com,,,,https://www.instagram.com/snowpeak_uk,SALA DELLA RONDA / 20-21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/snow-peak,,
SOARIN - CHINA WAVE,CHINA,,Sustainable; Special Co-Lab/Limited Edition; Agender; Cutting-Edge; Craftsmanship; Collection,Pitti Uomo 110,,,,,,COSTRUZIONI LORENESI / PIANO TERRA,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/soarin---china-wave,,
SOARIN WORLD - CHINA WAVE,CHINA,,Sustainable; Special Co-Lab/Limited Edition; Agender; Cutting-Edge; Craftsmanship; Collection,Pitti Uomo 110,,,,,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/soarin-world---china-wave,,
SOCK AFFAIRS,PORTUGAL,,,Pitti Uomo 110,,,,,https://www.instagram.com/sockaffairs,ARMERIA / 22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sock-affairs,,
SOLDINI80,ITALY,,,Pitti Uomo 110,http://www.soldini80.it,Support@soldini80.com,https://wa.me,,https://www.instagram.com/soldini80official,PADIGLIONE CAVANIGLIA / 24,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/soldini80,,https://www.facebook.com/share/18MQMMX5xB/
SOLOIO,COLOMBIA,,Classic; New Formal; Luxury; Collection,Pitti Uomo 110,https://soloio.com,,,,https://www.instagram.com/soloio.oficial,SALA DELLE NAZIONI / A/26,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/soloio,,
SOMBRERO LIFE,NETHERLANDS,,,Pitti Uomo 110,http://www.sombrerolife.com,,,,https://www.instagram.com/sombrerolife,ARSENALE / PIANO TERRA / 16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sombrero-life,,
SOMEWHERE OUTSIDE - OUTOPIA BY VANISH,KOREA (SOUTH),,,Pitti Uomo 110,,,,,,SALA DELLA RONDA / 24-25,,,
SONRISA CAMICERIA UOMO,ITALY,,,Pitti Uomo 110,http://www.sonrisa.it,,,,https://www.instagram.com/sonrisa_shirts,PADIGLIONE CENTRALE / PIANO INFERIORE / V/13-15 Z/12-14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sonrisa-camiceria-uomo,,
SORRENTINO,ITALY,,,Pitti Uomo 110,http://www.sorrentinoperfumes.com,,,,https://www.instagram.com/sorrentinoperfumes,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sorrentino,,
SORYN,ITALY,,,Pitti Uomo 110,,,,,https://www.instagram.com/soryn_project,SALA DELLE NAZIONI / B/22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/soryn,,
SOZZI MILANO,ITALY,,Lifestyle; Japan Style; British Style; Classic; New Formal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.sozzimilano.com,e-shop@sozzicalze.it,+39 030 9925926,,https://www.instagram.com/sozzimilano,PADIGLIONE CENTRALE / PIANO TERRA / J/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sozzi-milano,,https://www.facebook.com/SozziCalze
SPACE FRIENDS,POLAND,,Lifestyle; Outdoor; High Performance; Premium Streetwear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,https://spacefriends.eu,office@spacefriends.eu,+48 786 305 409,,https://www.instagram.com/spacefriends.eu,PADIGLIONE CENTRALE / PIANO TERRA / J/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/space-friends,,
