company_name,domain,website,linkedin_url,company_email,phone,country,city,industry_keywords,source_show
Shree Shyam Textiles,,,,vbansal1984@gmail.com,+91 98963 19612,India,Panipat,,Heimtextil 2026
Shree Vallabh Metals,shreevallabh.co.in,https://www.shreevallabh.co.in,,bhavesh@shreevallabh.co.in,+91 98192 08320,India,"Dist. Thane, Mumbai",Stainless Steel Bakeware; Stainless Steel Kitchenware; Stainless Steel Hotelware; Stainless Steel serving ware; Stainless Steel Barware,Ambiente 2026
Shreeji International,shreejiindia.com,https://www.shreejiindia.com,,info@shreejiindia.com,+91 99209 46468,India,Mumbai,"SS products, OEM manufacturer, star export house, SMETA audited and Sedex compliant; Stainless Steel Barware, Tableware, Kitchenware; SS Barware, Tableware, Kitchenware, Horeca, Promotions, Retail, OEM; tabletops, kitchen essentials, hotel ware, restaurant ware, bar supplier, hospitality, housewares, promotions; Stainless Steel Manufacturer and exporter, 4 TYPE PILLAR, Serveware",Ambiente 2026
SHREEPAL INDUSTRIES,shreepal.co.in,https://www.shreepal.co.in,,shreepaloverseas@gmail.com,+91 88794 73832,India,"Thane, Maharashtra",BARWARE; HOTELWARE; HOUSEWARE; TABLEWARE; CUTLERY,Ambiente 2026
Shreyans Inc,,,,neeraj@shreyansinc.com,+91 98120 08313,India,Panipat,Decorative Cushions; Throws; Tote Bags; Rugs; Bath Rugs,Heimtextil 2026
Shreysha Textiles Pvt Ltd.,shreysha.com,https://www.shreysha.com,,mohit@shreysha.com,+91 98100 00447,India,"Noida, U.P.",,Heimtextil 2026
SHRI GANESHAYA EXPORTS,,,,info@shriganeshaya.net,,India,Delhi,HOBBY & DIY KITS & PRODUCTS; BAGS (PROMOTIONAL & DIY); DECORATION ITEMS; ARTISTIC JEWELLERY; HANDICRAFTS - NATURAL MATERIALS,Ambiente 2026
Shri Giriraj Handloom Exports,,,,girirajhandloom@hotmail.com,+91 98101 92560,India,Gautam Budh Nagar,Carpets & Rugs,Heimtextil 2026
Shri Shiv Glass Works,ssgw.co.in,https://www.ssgw.co.in,,business.shivglass@gmail.com,+91 98974 40901,India,Firozabad,SSGW,Ambiente 2026
Shrinivas Sugandhalaya (MUM) LLP,houseofnagchampa.com,https://www.houseofnagchampa.com,,admin@nagchampa.net.in,+91 91672 43345,India,Maharashtra,Shrinivas Sugandhalaya; Satya; Satya Incense; Satya Nagchampa; Satya Sai Baba Nagchampa Incense,Ambiente 2026
"Shuangtong Daily Necessities Co., Ltd. Y.W",china-straws.com,https://www.china-straws.com,,,,China,Yiwu Zhejiang,Eco-friendly; Customizable; Compostable; Disposable; Reusable,Ambiente 2026
Shubham Trexim Pvt. Ltd.,shubhamtrexim.com,https://www.shubhamtrexim.com,https://www.linkedin.com/company/shubham-trexim-pvt-ltd/,shubham@shubhamtrexim.com,+91 33 4814 1813,India,Kolkata,"DRIED FLOWER, BOUQUET, BUNCH; FLORAL DECORATION, CHRISTMAS DECORATION; HOME FRAGRANCE, HOME AROMA; POTPOURRI, DIFFUSER; CERAMIC, STONEWARE, VASE, POTS",Ambiente 2026
"Shulopal (Guangzhou) Co., Ltd.",shulopal.com,https://www.shulopal.com,https://www.linkedin.com/company/shulopal,eli@shulopal.com,,China,Guangzhou Guangdong,Glass Manufacturer; Opal Glassware; Borosilicate Glassware; Glass Food container; Glass Drinkware,Ambiente 2026
Shupatto / Marna Inc.,shupatto.com,https://www.shupatto.com/en/,,manami@marna.jp,+81 3-3829-1111,Japan,Tokyo,"Umbrella; Made in Japan; Bag, Foldable Bag, Shopping Bag, Reusable Bag; Eco Gifts, Sustainable Gifts, Eco-Friendly; Japan, Japan Design",Ambiente 2026
"Shuyang Sundy Art & Craft Co., Ltd.",chinasundy.en.alibaba.com,https://chinasundy.en.alibaba.com,,monica@sundyart.com,,China,Suqian Jiangsu,Stationary; Toys; Wood; Paint; Craft,Ambiente 2026
Shyam Exports,shyamexports.in,https://shyamexports.in/,https://www.linkedin.com/company/99176531/admin/feed/posts,ashish@shyamexports-india.com,+91 98120 25895,India,Panipat,Decorative Cushions; Bathmats; Throws; Tufted Carpet; Woven Carpet,Heimtextil 2026
SHYAM INDUSTRIES,shyamindustries.co.in,https://www.shyamindustries.co.in,,romi@shyamindustries.co.in,+91 80596 00045,India,Panipat,BATH MATS/ TUFTED MATS/ MATS; PLAIDS/ THROWS/ BED COVER/ CUSHION COVERS/ CUSHIONS; HANDLOOM RUGS/ JACQUARD RUGS/ MICRO RUGS/ DURRIES/ SCHENILLE; JUTE RUGS/ JUTE PLACEMATS/ BRAIDED RUGS/ JUTE-COTTON BASKETS; FOUTA TOWELS/ FOUTA BAGS/ MANTAS/ POCHETTE/ HAND BAG/ TOTTE,Heimtextil 2026
Shyam Overseas,shyamoverseas.in,https://www.shyamoverseas.in,,office@shyamoverseas.in,+91 98963 44545,India,Panipat,rugs; throws; bathmats; cushions; cotton blankets,Heimtextil 2026
SI FABRICS,sifabrics.com,https://www.sifabrics.com,https://www.linkedin.com/in/shiekh-ul-islam,safdar@sifabrics.com,+92 874033738,Pakistan,Faisalabad,Home Textiles; Bedding; Quilts; Institutional Textiles; Hotel Bedding,Heimtextil 2026
SI-Korea,sikorea21.com,https://www.sikorea21.com,,sikorea21@hotmail.com,+82 2-832-9371,"Korea, the Republic of (South)",Seoul,crayon; coloring pencil; pencil lead; pen; stationery,Ambiente 2026
SIA EKL Trading,erichkrause.com,https://www.erichkrause.com/en,,marketing@erichkrause.com,+371 67 782 450,Latvia,Ķekavas novads,stationery; art supplies; office supplies; drawing accessories; ErichKrause,Ambiente 2026
Sianlex,sianlex.com,https://www.sianlex.com,,bill.yang@sianlex.com,+86 21 6173 8260,China,Shanghai,,Apparel Sourcing Paris Spring 2026
SIC Sp. z o.o.,sic.com.pl,https://www.sic.com.pl,,kontakt@sic.com.pl,+48 42 680 81 00,Poland,Ksawerow,decoration fabrics; artificial leather; fire-retardant fabrics; upholstery fabrics; furniture fabrics,Heimtextil 2026
Sichuan Textiles Import & Export Ltd.,sctiec.com,https://www.sctiec.com,,easyhome@vip.163.com,,China,Chengdu Sichuan,sheet set; quilt; comforter;  ;,Heimtextil 2026
"Sicoeste - Sociedade Industrial de Cutelarias, Lda",sico.pt,https://www.sico.pt,,sico@sico.pt,+351 262 929 329,Portugal,Benedita,cleaver; knife; cutlery; professional knife; kitchen tools,Ambiente 2026
Siddarth Organisation,siddarthgroup.com,https://www.siddarthgroup.com,,siddarthkukkar@gmail.com,+91 99836 55600,India,Jaipur,,Apparel Sourcing Paris Spring 2026
side by side - Caritasverband der Erzdiözese München und Freising e.V.,sidebyside-design.de,https://www.sidebyside-design.de,,sidebyside@caritasmuenchen.org,+49 8035 90999810,Germany,Raubling,Werkstatt für Behinderte; Holzdesign; Nachhaltigkeit; Handwerk; Interior Design,Ambiente 2026
SIEGWERK by Bedilio GmbH,siegwerk-europe.com,https://www.siegwerk-europe.com,,info@siegwerk-europe.com,+49 2932 209560,Germany,Arnsberg,Töpfe Kessel; Vorratsdosen; Abfallsammler; Brotkästen; Barista-Zubehör,Ambiente 2026
Sier Disposables B.V.,sierdisposables.nl,https://www.sierdisposables.nl,https://nl.linkedin.com/company/sier-disposables,info@sierdisposables.nl,+31 318 711 048,Netherlands,Ede,Bagastro; Straws; REFORK; Sier Disposables; Eco Friendly,Ambiente 2026
Sifcon International EURL,,,,,+44 1992 718033,France,Le Blanc Mesnil,Home Decor / Wohnkultur; Garden Essentials / Gartenbedarf; Arts & Crafts / Kunst & Handwerk; Pet Supplies / Tierbedarf; Innovative Gifts / Innovative Geschenke,Ambiente 2026
"Sigma Vietnam Industrial Co., Ltd.",sigmatex.net,https://www.sigmatex.net,,hujiawen@quanke.com,+84 93 343 56 57,Vietnam,Ben Tre Province,Bedding; Towel; Vietnam; hometextile; print,Heimtextil 2026
SIGNATURE S.R.L.,pininfarinasegno.it,https://www.pininfarinasegno.it,https://it.linkedin.com/company/pininfarinasegno,export@pininfarinasegno.it,+39 0544 590510,Italy,Ravenna,Pininfarina; Pen; Design; Backpack; Stationery,Ambiente 2026
Signet Wohnmöbel GmbH,signet-moebel.de,https://www.signet-moebel.de,,michael.beier@signet-moebel.de,+49 9574 654700,Germany,Hochstadt a. Main,Schlafsofas; Sessel; Betten,Ambiente 2026
Sika-Design,sika-design.com,https://www.sika-design.com,,info@sika-design.com,+45 66 15 42 24,Denmark,Rynkeby,Rattan furniture; Outdoor furniture; Rattanmöbel; Gartenmöbel,Ambiente 2026
"Silampos-Sociedade Ind. Louca Metálica Campos, S.A.",silampos.pt,https://www.silampos.pt,,geral@silampos.pt,+351 256 850 400,Portugal,Cesar,Pressure cookers; Frypans; Cookware; Pots; Grills,Ambiente 2026
Silikomart S.r.l.,silikomart.com,https://www.silikomart.com,https://www.linkedin.com/company/silikomart-s-r-l/,jessica.ruzza@silikomart.com,+39 041 519 0550,Italy,Pianiga,kitchen accessories; silicone lids; bread moulds; silicone moulds; bakeware,Ambiente 2026
Silk-ka B.V.,silk-ka.com,https://www.silk-ka.com,https://www.linkedin.com/company/silk-ka-bv/,marketing@silk-ka.com,+31 74 242 0048,Netherlands,Hengelo OV,Artificial flowers; Seasonal decoration; Artificial plants; Floral decoration; Interior design,Ambiente 2026
Silktex Exports,silktexindia.com,https://www.silktexindia.com,,siddharth@silktexindia.com,,India,Mumbai,shopping bags; scarves; resort wear; apparel; clothing,Ambiente 2026
Silver Textile Factory (Private) Limited,silvertextile.com,https://www.silvertextile.com,,,+92 345 8223552,Pakistan,Karachi,Home Textile Terry; Automotive Application Product Terry; Apron; Bath Robe; Institutional Textile Terry,Heimtextil 2026
Silverfox Textiles Pvt. Ltd.,silverfox.com.pk,https://www.silverfox.com.pk,,rauf@silverfox.com.pk,+92 300 8664024,Pakistan,Faisalabad,Home Textiles; Healthcare Textiles; Hospitality Textiles; Uniforms; workwears,Heimtextil 2026
Sima Porselen ve Mutfak Esy Ins Taah. San Tic Ltd Sti,bybone.com.tr,https://www.bybone.com.tr,https://www.linkedin.com/company/bybone/,simaporselen@yahoo.com,+90 232 866 24 11,Türkiye,Izmir,ware-porcelain; table ware-kitchen ware; table ware-kitchen ware; horeca-hotel; ware-porcelain,Ambiente 2026
Simak Cherry EOOD,simakcherry.com,https://www.simakcherry.com,,info@simakcherry.com,+359 32 235 312,Bulgaria,Plovdiv,artificial leather; imitation leather; fabrics for furniture; quality upholstery fabrics and leather; upholstery fabric,Heimtextil 2026
Simatex,,,,,,Tunisia,Touza,,Heimtextil 2026
Simpex Textile,simpextextile.com,https://www.simpextextile.com,,simpex786@hotmail.com,+92 21 36412118,Pakistan,Karachi,Simpex textile ; Bedding; Fitted Sheet; towels & Bathrobe ; Kitchen Linen,Heimtextil 2026
Simplehuman LLC,simplehuman.com,https://www.simplehuman.com,,,,United States,Torrance California,kitchen bin; steel bin; kitchen accessories; bathroom accessories; light-up mirror,Ambiente 2026
Simran Export Inc.,simranindia.com,https://www.simranindia.com,,simran@simranexportinc.com,+91 11 4705 1801,India,New Delhi,Fragrant oils; Scented Candles; Scented Sachets; Incense sticks; Reed Diffusers,Ambiente 2026
Sinbo Kucuk Ev Aletleri Sanayi Ve Ticaret Anonim Sirketi,sinbo.com.tr,https://www.sinbo.com.tr,,alev@sinbo.com,+90 212 422 94 94,Türkiye,Istanbul,Blenders; Vacuum Cleaners; Hair stylers; Espresso machines; Sandwich makers,Ambiente 2026
"Sincere Resources Trading Co., Limited",,,,keith@srcutlery.com,+852 2885 2115,Hong Kong,Central,"Cutlery, Besteck; Flatware, Besteck; Kitchen, Küche; Table, Tisch; Stainless Steel, Edelstahl",Ambiente 2026
Singao-Tex,singao-tex.com,https://www.singao-tex.com,,sx-076@singao-tex.com,,China,Qingdao Shandong,"Bed, Bath & Living",Heimtextil 2026
Singapore International Everise Imp. & Exp.,,,,vivian@sinotrust-fashion.com,+86 178 5769 6259,China,Singapore,,Apparel Sourcing Paris Spring 2026
"Sino Solar (Anhui) Co., Limited",consingglass.com,https://www.consingglass.com,,peter.liu@consingglass.com,+86 189 6308 9290,Hong Kong,Kowloon,Glass container; Glass lunch box; Glass bakeware; Glass baking dish; Glass mixing bowl,Ambiente 2026
"Sinoart Industrial International Co., Limited",chinasinoart.com,https://www.chinasinoart.com,,info@chinasinoart.com,+86 21 6181 3951,Hong Kong,"Mongkok, Kowloon",SINOART; Art material supplier; Brush; Tools; Drawings and Calligraphy,Ambiente 2026
"SinoGlass Housewares Co., Ltd.",sinoglass.com,https://www.sinoglass.com,https://www.linkedin.com/company/sinoglass-housewares-co-ltd,laura@sinoglass.com,+86 532 8089 3000,China,"Qingdao, Shandong",Kitchenware; Drinkware; Accessories; Storage; Seasoning,Ambiente 2026
Sinomax (Zhejiang) Polyurethane Technology Limited,sinomax.com,https://www.sinomax.com,,sammy@sinomax.com,,China,Jiaxing Zhejiang,Smart Bedding,Heimtextil 2026
Sinotex United (Shanghai),sinotexs.com,https://www.sinotexs.com,,fenny@sh-suntex.com,+86 21 5090 3156,China,Shanghai,,Apparel Sourcing Paris Spring 2026
Sinotrust Garment (Jiaxing),sinotrust-fashion.com,https://www.sinotrust-fashion.com,,hellen@sinotrust-fashion.com,+86 178 5769 6259,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
Sinoway Manufacture Limited,sinowaytw.com,https://www.sinowaytw.com,,thomas@sinowayhk.com.hk,+852 2384 5331,Hong Kong,"Hunghom, Kowloon",Serving Board; Resin Board; Wooden; Home decoration; Hospitality,Ambiente 2026
Sintesi e Ricerca S.p.A.,prices-candles.it,https://www.prices-candles.it,,alessandra.ambroggio@cere.it,+39 011 945 5555,Italy,Dronero,Candles; Kerzen; Reed Diffusers; Price's Candles; Scented Candles,Ambiente 2026
SIOM Orfevres,siomorfevres.com,https://www.siomorfevres.com,https://www.linkedin.com/company/siom-orfevres/,sales@siomorfevres.com,+961 4 921 080,Lebanon,Mazraat Yachou,"Silver-plated cutlery and hotel cutlery; silver-plated bowls, dishes and plates; Flatware; cutlery hotel; Buffet ware; Table accessories for gastronomy; Buffet dishes and accessories for gastronomy; Stainless steel cutlery; Tableware and decorative items in silver; Buffet",Ambiente 2026
SipSnap,sipsnap.com,https://www.sipsnap.com,,michelle@sipsnap.com,+31 6 39481948,Netherlands,Amsterdam,Bubble; SipSnap; pocket-sized reusable hydration pouch; fold-flat fabric water bottle; faltbare Stoff-Trinkflasche; 折りたたみ布製ウォーターボトル; 접이식 패브릭 하이드레이션 보틀; sustainable hydration design; byborre; silicone drink bottle,Ambiente 2026
Siraj Apparels,sirajapparel.com,https://www.sirajapparel.com,,mostafiz@dunhillbd.info,+880 1715-107057,Bangladesh,Narayangonj,,Apparel Sourcing Paris Spring 2026
Sirenateks Tekstil Sanayi Ve Ticaret Limited Sirketi,sirenateks.com.tr,https://www.sirenateks.com.tr,,serengallevci@sirenateks.com.tr,+90 539 463 79 34,Türkiye,Bursa,Decorative Fabrics; Curtain,Heimtextil 2026
Siretessile S.r.l.,siretessile.com,https://www.siretessile.com,,info@siretessile.com,+39 0423 8301,Italy,Cornuda,Downproof Fabrics; Duvet Shells; Cotton and  Polycotton Downproof Fabrics; Home Textile; Comforters,Heimtextil 2026
Sisal Floorings Yucatan SA de CV,sisal-tejidos.com,https://sisal-tejidos.com/,,arodrigueza@sisal-tejidos.com,+52 999 445 2835,Mexico,"Motul de Carrillo Puerto, Yuc.",sisal; carpet; rugs; natural fiber; flooring,Heimtextil 2026
"Sistema Plastics NZ, Ltd.",sistemaplastics.com,https://www.sistemaplastics.com,,gergana.vasileva@newellco.com,+44 7770 296088,New Zealand,Auckland,Food Storage containers; Lunch Box; Kitchen storage; Meal prep containers; Water bottles,Ambiente 2026
"Sistemas Delfin, S.L.",sistemasdelfin.com,https://www.sistemasdelfin.com,,delfin@sistemasdelfin.com,+34 988 23 93 16,Spain,Ourense,Curtain Trucks; Roller Blind ; Mosquito Insect Systems; Vertical Blinds; Rollsysteme,Heimtextil 2026
Sitara Textile Industries Limited,sitaratextile.com,https://www.sitaratextile.com,,qayyum@sitaratextile.com,+92 41 8847801,Pakistan,Faisalabad,,Heimtextil 2026
SITRAM,sitram.fr,https://www.sitram.fr,,f.menaspa@gers-equipement.fr,+33 5 62 66 89 88,France,Saint Benoit du Sault,,Ambiente 2026
Sivakumar Textiles,sktgroup.in,https://www.sktgroup.in,,sktgroup@gmail.com,+91 98424 24124,India,Chennimalai,home furnishing; kitchen linen; curtains; muslin; shirting,Heimtextil 2026
Sivanesan Company (Ind),sspremier.net,https://www.sspremier.net,,sivanes@sspremier.net,+91 44 2836 1054,India,Chennai,"PRESSURE COOKER, COOKER, ALUMINIUM COOKER, STEEL COOKER, STEEL POT; GRINDER, WET GRINDER, REFINERS, REFINER, CHOCOLATE REFINER; chocolate refiner, GRINDERS, MIXERS, MIXIE; NON STICK COOKWARE, TAWAS, TAWA, FRYPAN, STEAMER, POTS, PAN, KADAI, BRIYANI POT; NON STICK COOKWARE",Ambiente 2026
Sjöstrand Trading AB,sjostrandcoffee.com,https://www.sjostrandcoffee.com,,henrik.ohlstenius@sjostrandcoffee.com,+46 70 190 01 35,Sweden,Stockholm,Nespresso; Coffee; Capsule; Stainless steel; Design,Ambiente 2026
Skeppshults Gjuteri AB,skeppshult.com,https://www.skeppshult.com,,info@skeppshult.com,+46 371 365 00,Sweden,Skeppshult,Cast Iron; Cookware; Sustainable; Health friendly; Kitchen accessories,Ambiente 2026
Skitso,skitso.gr,https://www.skitso.gr,,info@skitso.gr,+30 231 026 9822,Greece,Thessaloniki,Little girls; handcrafted luminaires; Table lamp; Standing lamp; Interior lighting,Ambiente 2026
SKLOSERVIS S.R.O.,skloservis.eu,https://www.skloservis.eu,,pavel@glass-trading.com,+420 604 947 136,Czech Republic,Libochovice,Bohemia; crystal; glassware; Horeca; Bohemia Royal Crystal; glassware; tableware; stemware; stemless,Ambiente 2026
Skottsberg,skottsberg.com,https://www.skottsberg.com,,guy@skottsberg.com,+31 541 581 600,Netherlands,Oldenzaal,Cookware; Pans; Sustainable cookware; Outdoor cookware; Durable cookware,Ambiente 2026
Sky Apparel,,,,linda@shanghaisky.net,+86 189 3087 7171,China,上海市,,Apparel Sourcing Paris Spring 2026
Sky Fabrics,skyfabrics.pk,https://www.skyfabrics.pk,,mamin@skyfabrics.pk,+9241-547-0100,Pakistan,Faisalabad,"Bed Linen in 100% cotton, Poly Cotton and CVC; sheet sets , duvet covers set , Pillow cases , ; Mattress covers , Pillow Protectors ; Flat sheets, Fitted sheets ,; Uniforms for Health Care and Industries",Heimtextil 2026
Sky Fashion (Jiaxing),skyfashion-jx.com,https://www.skyfashion-jx.com,,william@skyfashion-jx.com,+86 136 3165 0765,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
Skyline Chess Limited,skylinechess.com,https://www.skylinechess.com,,contact@skyline-chess.com,+44 7795 250372,Great Britain and Northern Ireland,London,Chess; Board game; Skyline Chess; Skyline; games,Ambiente 2026
Skyline Exports,skylineindia.org,https://www.skylineindia.org,,rahulj2777@gmail.com,,India,Coimbatore,,Heimtextil 2026
Sköna Ting,skonating.com,https://www.skonating.com,,info@skonating.com,+46 8 744 00 30,Sweden,Hägersten,gift; cards; soap; stationary; scented candles,Ambiente 2026
Slide Srl,slidedesign.it,https://www.slidedesign.it,https://www.linkedin.com/company/slide-srl,info@slidedesign.it,+39 02 488 2377,Italy,Buccinasco,FURNITURE; OUTDOOR; CONTRACT; MADE IN ITALY; DESIGN,Ambiente 2026
SLIMPYX - AOB Paris,slimpyx.com,https://slimpyx.com,https://www.linkedin.com/company/slimpyx/,pardessus@slimpyx.com,+33 1 42 70 93 49,France,Clichy,Geschenk; wall decoration; Frames; Bildeinrahmen; Cadre photo,Ambiente 2026
Slots NV - Kanvazz,kanvazz.be,https://www.kanvazz.be,https://www.linkedin.com/company/slots-pure-textiles,johan@slots.be,+32 56 77 48 50,Belgium,Anzegem,"Slots, Kanvazz,Textile seamless Wall decoration, hotel linen; Slots,Wand Tapete, Nathlos, Zimmerhog , hotelwäsche ; digital print, Damast, jacquard, bed linen, kitchen linen   ; personalisiert, personalised, customised, woven fabric, ; Gewebt ,Tischwäsche, Bettwäsche, table linen, Küchentucher",Heimtextil 2026
SM Textile Co. Ltd.,magic-tulip.com,https://www.magic-tulip.com,,lewis@smtex.co.kr,+82 2-866-5337,"Korea, the Republic of (South)",Yangju,,Ambiente 2026
Smart Products Scandinavia AB,smartmicrofiber.se,https://www.smartmicrofiber.se,https://www.linkedin.com/company/smart-microfiber-system-ab/,info@smartmicrofiber.se,+46 8 449 24 70,Sweden,Österhaninge,cleaning items; smart microfiber; microfiber mops; FSC; microfiber cloths,Ambiente 2026
SMARTFUL - GİZ HOME TEKSTİL ve KONFEKSİYON DIŞ TİC. LTD. STI.,smartfulhome.com,https://www.smartfulhome.com,https://tr.linkedin.com/in/abdullah-uslu-6178572b4,a.uslu@smartfulhome.com,+905417364952,Türkiye,Nilüfer / Bursa,"rug, carpet, decorative, affordable, cotton",Heimtextil 2026
Smasia Enterprises Pty Ltd,smashenterprises.com.au,https://www.smashenterprises.com.au,https://au.linkedin.com/company/smash-enterprises,patrick.lebraud@smashenterprises.com.au,+61 401 735 606,Australia,Mitcham,DRINK BOTTLES; COOLER BAGS; SUSTAINABLE; THERMAL FLASKS; LUNCH BOXES,Ambiente 2026
SMELLS LIKE SPELLS,smellslikespells.com,https://www.smellslikespells.com,,hello@smellslikespells.com,+370 600 55718,Lithuania,Vilnius,Scented candles; Home fragrance; Essential oils; Corporative gifts; White label and private label; Scented candles; Home fragrance; Home decor; Essential oils; Gifts,Ambiente 2026
SMIT,,,,munir@smit.com.tr,+90 212 576 72 42,Türkiye,Istanbul,,Apparel Sourcing Paris Spring 2026
"SMITH SANJO JAPAN (SUWADA Blacksmith Works, Inc.)",sanjo-cci.or.jp,https://www.sanjo-cci.or.jp/smith/,,hanro@sanjo-cci.or.jp,+81 256-32-1311,Japan,Sanjo Niigata,Japanese knives; Beauty scissors; Kitchen knives; Nail clippers; Watering can,Ambiente 2026
SNB Enterprises Pvt. Ltd.,snbenterprises.com,https://www.snbenterprises.com,,rajesh@snbenterprises.com,+91 11 4752 0000,India,New Delhi,Stainless Steel Utensils; Stainless Steel Cookware; Stainless Steel Cutlery & Kitchen Tool; Stainless Steel Bowls & Colanders; Stainless Steel Pet Dishes,Ambiente 2026
SNL Tekstil San Ve Tic Ltd Sti,snltekstil.com.tr,https://www.snltekstil.com.tr,,sanli@snltekstil.com.tr,+90 224 262 44 11,Türkiye,Bursa,CURTAIN; VOILE; CUT LENGTH; WINDOW DECORATION ; FABRIC,Heimtextil 2026
Snow White Apparels,snowwhitebd.com,https://www.snowwhitebd.com,,anwar@snowwhitebd.com,+880 1714-083334,Bangladesh,Dhaka,,Apparel Sourcing Paris Spring 2026
"SOAP-n-SCENT Co., Ltd.",soap-n-scent.com,https://www.soap-n-scent.com,,info@soap-n-scent.com,+66 53 274 555,Thailand,Chiangmai,handmade soap; natural; soap manufacture; Thailand; eco friendly,Ambiente 2026
Soapi GmbH,thesoapi.com,https://www.thesoapi.com,,info@thesoapi.com,+49 1523 4536720,Germany,Berlin,Seifenhalter; Magnetseifenhalter; Badartikel; Design; Geschenk,Ambiente 2026
"Sociedade Textil Vital Marques Rodrigues Filhos, S.A.",vitaltecidos.pt,https://www.vitaltecidos.pt,https://www.linkedin.com/company/vital-home-by-vital-tecidos/mycompany,comercial2@vitaltecidos.pt,+351 253 523 459,Portugal,Guimaraes,Home Textiles; Dyeing; Weaving; Finishing; Hotel Textiles,Heimtextil 2026
Societe Ennaim Sarl.,,,,nabil.ste-wexim@gnet.tn,+216 72 221 021,Tunisia,Nabeul,WEXIM,Ambiente 2026
Socius Global Sourcing Limited,,,,,,Great Britain and Northern Ireland,Harlow,Cushion Covers & Bags; Kitchen towels  Tea Towels Terry Towels; Kitchen & Dining Textiles  ; Beach Towels; Woven & Knitted Bedding and Nightware,Heimtextil 2026
Société Tissage Meublatex,mxtextiles.com,https://www.mxtextiles.com,https://www.linkedin.com/company/meublatex-textiles,contact.tissage@meublatex.com,0021673308777,Tunisia,Hammam Sousse Tunisie,Home Textile fabrics; Bedlinen Bathlinen; Carpet rugs; Mattress; Towel bathrobe HoReCa,Heimtextil 2026
Socktopus Ltd,socktopus.com,https://socktopus.com/,,josephine@socktopus.com,+44 20 3883 9478,Great Britain and Northern Ireland,Market Harborough,socks; gift; socktopus; fun; pattern socks,Ambiente 2026
Soff-ART S.R.L.,soffart.com,https://www.soffart.com,,soffart@soffart.com,+39 0744 813535,Italy,Terni,PILLOW ; PILLOWS; Kopfkissen; Kissen,Heimtextil 2026
Softreflector OÜ,softreflector.com,https://www.softreflector.com,,assistance@softreflector.com,+372 658 5921,Estonia,Tallinn,Reflector; safety; made in EU; urban gift; reflective hanger,Ambiente 2026
Sohail Weaving Industries,sohailhometex.com,https://www.sohailhometex.com,,nasir@sohailhometex.com,+92 300 9200966,Pakistan,Karachi,Terry; Towel; Sohail; Kitchen; Bath,Heimtextil 2026
Soho International Group (Jiangsu),meetsoho.com,http://www.meetsoho.com,,wxf.lucy3@v-graces.com,+86 25 8478 5213,China,Nanjing,,Apparel Sourcing Paris Spring 2026
Soho Runlong Innovation (Jiangsu),runlong.sumex.cn,https://runlong.sumex.cn,,ht@sumex.com.cn,+86 25 5287 5781,China,Nanjing,,Apparel Sourcing Paris Spring 2026
"SohoCUT/Gianti Fabrics, Inc.",gianti.com,https://www.gianti.com,,wheatley@gianti-us.com,+1 786-202-1111,United States,Huntingdon Valley Pennsylvania,DRAPERY; UPHOLSTERY; DECORATIVE FABRIC; TEXTILES; WALLCOVERING,Heimtextil 2026
Sola B.V.,sola-cutlery.com,https://www.sola-cutlery.com,https://www.linkedin.com/company/sola-the-netherlands/,d.pham@sola.nl,+31 30 692 3364,Netherlands,Zeist,cooking ware; stainless steel cutlery; cooking ware; casseroles; stainless steel cutlery,Ambiente 2026
Sola Switzerland AG,solaswiss.com,https://www.solaswiss.com,,jl@solaswiss.com,+41 2688383,Switzerland,Emmen,Gastro; Kitchen; SOLA; Porcelain; cutlery,Ambiente 2026
Solar Studio Enterprises Ltd.,solar-studio.com,https://www.solar-studio.com,,gina@solar-studio.com,,Taiwan,New Taipei City,Novelty pen; Stationery; gift; monster; keychain,Ambiente 2026
"Solas Science & Engineering Co., Ltd.",takuironwareusa.com,https://www.takuironwareusa.com/,,sales@takuironwareusa.com,,Taiwan,Taichung City,Healthy; Sustainable; Crafted; Stylish; Ironware,Ambiente 2026
solex GERMANY GmbH,solex.de,https://www.solex.de,,messe@solex.de,+49 7232 32530,Germany,Eisingen,Hohlware; Spoon Fork Knife; Bestecke; Bestecke; Vorlegeteile,Ambiente 2026
Solib' SARL,boutique.solib.fr,https://boutique.solib.fr,,,+33 6 88 07 05 33,France,Gentilly,,Ambiente 2026
Solis (sky vision Satellitenempfangstechnik GmbH),svs-vertrieb.de,https://www.svs-vertrieb.de,https://www.linkedin.com/company/sky-vision-satellitenempfangstechnik-gmbh,info@svs-vertrieb.de,+49 531 2304660,Germany,Braunschweig,Kaffee; Kochen; Tischgrill; Vaccumieren; Genuss; Beauty; Haartrockner; Barista; Siebträgermaschinen; Kaffeevollautomat,Ambiente 2026
SOLMAZER EV GERECLERISANAYI ANONIM SIRKETI,solmazer.com,https://www.solmazer.com,,export@solmazer.com,+90 212 659 00 19,Türkiye,Istanbul,Storage Canister; Jug; Oil & Vinegar bottle; Back to school products; Vacuum Flask - Thermos,Ambiente 2026
Solstice Solutions Ltd.,mentor-intl.weebly.com,https://mentor-intl.weebly.com,,irene@mentor-intl.com,+886 2 2999 0373,Taiwan,Taipei City,Kitchen Textile; Candle; Drinking Bottle; Wall Paint; Gift,Ambiente 2026
