Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes,Fair,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Clinical Sciences Exchange ClinSciX on August 27, 2026 in Sydney, Australia - Conference Index","Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Location:  Sydney, Australia",,"Oncology, Nursing, Nuclear Medicine, Nephrology, Infectious Diseases, Immunology, Occupational Medicine, Hematology, Laboratory Medicine, Geriatrics, Veterinary Medicine, Emergency Medicine, Ophthalmology, Dermatology, Orthopedics, Dentistry, Gynecology, Cardiology, Pediatrics, Gastroenterology, Family Medicine, Pulmonology, Urology, Pharmacy, Medical, Dental, Health, Internal Medicine, Healthcare, Public Health, Microbiology, Epidemiology, Surgery, Forensic Medicine, Medicine, Anesthesia, Psychiatry, Sports Medicine, Pathology, Radiology, Neurology, Rehabilitation Medicine, Obstetrics, Anesthesiology, Endocrinology",partial
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/critical-care-medicine-conference-life-support-2026-august-sydney-au,Critical Care Medicine Conference,Organizer,hesia and intensive care triage emergency medical services (ems) clinical hemodialysis technician neonatal intensive care clinical lipidology clinical densitometry clinic,90,Hot,,,"Critical Care Medicine Conference scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activitie | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Critical Care Medicine Conference LIFE SUPPORT on August 27, 2026 in Sydney, Australia - Conference Index","Critical Care Medicine Conference scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Location:  Sydney, Australia",,"Clinical Orthopaedics, Clinical Cardiac Electrophysiology, Patient Experience, Trauma And Emergency Surgery, Intensive Medicine, Intensive Care Medicine, Clinical Documentation, Patient Communications, Severe Acute Respiratory Syndrome (sars), Middle East Respiratory Syndrome Coronavirus (mers-cov), Respiratory Health, Basic Life Support (bls), Asthma Clinical Immunology, Cancer Clinical Trials, Emergency Medical Technician, Anesthesia and Intensive Care, Triage, Emergency Medical Services (ems), Clinical Hemodialysis Technician, Neonatal Intensive Care, Clinical Lipidology, Clinical Densitometry, Clinical Skills, Cardiopulmonary Resuscitation, Sepsis, Intensive Care, Neurocritical Care, Resuscitation, Clinical Neurology, Clinical Genetics, Respiratory Infection, Emergency Medical Services, Patient, Clinical Gastroenterology, Clinical Oncology, Clinical Ophthalmology, Respiratory Medicine, Critical Care Medicine, Patient Care, Clinical Depression, Clinical Endocrinology, Clinical Pharmacy, Clinical Cardiology, Clinical Pathology, Clinical Immunology, Clinical Trials, Clinical Research, Clinical Pharmacology, Palliative Medicine, Patient Safety, Palliative Care, Clinical Mycology, Clinical Dietetics, Hospitalized Patient, Critical Care, Emergency Medicine, Lead Poisoning, Clinical Pediatrics, Clinical Anesthesia, Clinical Radiology, Clinical Investigation, Clinical Epidemiology, Clinical Psychiatry, Family and Patient Centered Care, Clinical Infection, Emergency Care, Clinical Practice, Chronic Respiratory Diseases, Cardiopulmonary Resuscitation (cpr), Clinical Neuroscience, Clinical Neurophysiology, Clinical Simulation",partial
International Conference,Statistics (ICEORS) -,SCITECHSERIES,ES,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-primary-health-care-phc-2026-november-barcelona-es,International Conference on Primary Health Care,Organizer,"irates April 29, 2026 Forum on Innovations in Nanotechnology (FIN) - Dubai, United Arab Emirates May 01, 2026 International Aesthetic & Plastic Surgery Meeting (DUBAI) -",100,Hot,,,"International Conference on Primary Health Care scheduled on November 26-27, 2026 at Barcelona, Spain is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Primary Health Care PHC on November 26-27, 2026 in Barcelona, Spain - Conference Index","International Conference on Primary Health Care scheduled on November 26-27, 2026 at Barcelona, Spain is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://www.scitechseries.com/primary-health-care/contact,,"Preventative Health, Adult Health Nursing, Health Policy, Child Health Nursing, Community Health, Public Health Nursing, Healthcare Informatics, Health Informatics, Community Health Nursing, Healthcare Engineering, Alternative Health, Healthcare Industry, Child Health, One Health Research, Oral Health, Healthcare Education, Health Psychology, Health Science, Healthcare Simulation, Health Systems, Health Care Management, Lung Health, Health Equity, Newborn Health, Mental Health, Public Health, Health Economics, Health, Digital Healthcare, Reproductive Health, Alternative Healthcare, Mental Health Nursing, Health Monitoring, Adolescent Health, Healthy Lifestyle Counselling, Food Health, Rural Health Care, Women’s Health, Health Education, Health Coach, Maternal Health, Health and Safety, Digital Health, Women Health, Telehealth, Child Mental Health, Healthcare",partial
,,"World Academy of Science, Engineering and Technology",CA,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-intellectual-property-management-and-technology-transfer-icipmatt-2026-november-toronto-ca,International Conference on Intellectual Property Management and Technology Transfer,Organizer,"onference on Intellectual Property Management and Technology Transfer ICIPMATT on November 29-30, 2026 in Toronto, Canada - Conference Index Conference Index Submit Your",90,Hot,,,"International Conference on Intellectual Property Management and Technology Transfer scheduled on November 29-30, 2026 at Toronto, Canada is for the researchers, scientists, scholars, engineers, academic, scientific and | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Intellectual Property Management and Technology Transfer ICIPMATT on November 29-30, 2026 in Toronto, Canada - Conference Index","International Conference on Intellectual Property Management and Technology Transfer scheduled on November 29-30, 2026 at Toronto, Canada is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Constraints, Physical Distribution, Business Logistics, Engineering Procurement",partial
,,Arcs International,AE,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/congress-on-innovative-chemistry-2026-april-dubai-ae,Congress on Innovative Chemistry,Organizer,"n Chemistry, Chemical, Process Engineering and Biotechnology (ICCCPEB) - Istanbul, Turkey October 25, 2026 International Conference on Chemical, Biological and Environmen",90,Hot,,,"Congress on Innovative Chemistry scheduled on April 29-30, 2026 at Dubai, United Arab Emirates is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present researc | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Congress on Innovative Chemistry on April 29-30, 2026 in Dubai, United Arab Emirates - Conference Index","Congress on Innovative Chemistry scheduled on April 29-30, 2026 at Dubai, United Arab Emirates is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"This esteemed event will serve as a global forum to explore groundbreaking advancements, transformative ideas, and innovative applications within the field of chemistry. From foundational research to practical implementation, WCIC-2026 will demonstrate how chemistry transcends traditional boundaries, addressing some of the world’s most pressing challenges. Additionally, the conference will highlight emerging technologies such as Artificial Intelligence (AI), Automation, Robotics, and Industry 4.0, acknowledging their significant role in revolutionizing chemical research and industrial processes.",,"Chemistry, Analytical Chemistry, Electrochemistry, Environmental Chemistry, Inorganic Chemistry, Medicinal Chemistry, Organic Chemistry, Photochemistry, Polymer Chemistry, Radiochemistry, Materials Chemistry, Nanoelectrochemistry, Geopolymer Chemistry, Green Chemistry, Phytochemistry, Biomaterials Chemistry, Applied Chemistry",partial
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/plastic-reconstructive-and-aesthetic-surgery-conference-restore-art-2026-august-sydney-au,"Plastic, Reconstructive and Aesthetic Surgery Conference",Organizer,surgery neurosurgery pediatric surgery biomedical devices tissue engineering cardiovascular surgery aesthetic medicine breast cancer reconstructive surgical nursing cardi,90,Hot,,,"Plastic, Reconstructive and Aesthetic Surgery Conference scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pre | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Plastic, Reconstructive and Aesthetic Surgery Conference RESTORE ART on August 27, 2026 in Sydney, Australia - Conference Index","Plastic, Reconstructive and Aesthetic Surgery Conference scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Location:  Sydney, Australia",,"Rhinoplasty, Foot and Ankle Surgery, Aesthetic Dentistry, Oral and Maxillofacial Surgery, Breast Pathology, Obesity Surgery, Dental Biomaterials, Dental Aesthetic, Craniofacial Surgery, Burn Surgery, Wound Management, Transplant Surgery, Maxillofacial Surgery, Regenerative Medicine, Reconstructive Surgery, Aesthetic Surgery, Aesthetic, Plastic Surgery, Neurosurgery, Pediatric Surgery, Biomedical Devices, Tissue Engineering, Cardiovascular Surgery, Aesthetic Medicine, Breast Cancer, Reconstructive Surgical Nursing, Cardiac Surgery, Breast Health, Breast Imaging, Breast Cancer Prevention, Liposuction, Cosmetic Breast Surgery, Bariatric Surgery, Breast Radiology, Gender Surgery, Trauma And Emergency Surgery, Biomaterials, Enhanced Recovery After Surgery (Eras), Surgery, Colon Surgery, Cosmetic Surgery, Visceral Surgery, Gastrointestinal Surgery Nursing, Stem Cell Therapy, Hand Surgery, Facial Aesthetic, Cosmetic Dermatology, Facial Plastic Surgery, Dermatologic Surgery, Ent Surgery, Global Conference on Surgery and Anaesthesia, Aesthetic Education, Elbow Surgery, Shoulder Surgery, Oral Aesthetic, Congenital Cardiac Surgery, Brain Surgery, Colorectal Surgery, Breast Cancer Research, Radiosurgery, Rectal Surgery, Urology Surgery, Surgical Anatomy, Oral and Maxillofacial Radiology, Oral and Maxillofacial Pathology, Cancer Stem Cell Therapy, Orthoplastic Surgery, Orthopaedic Surgery, Neurological Surgery, Head and Neck Surgery, Cosmetic Gynecology, Gynecologic Oncology Surgery, Laparoscopic Gynecological Surgery, Minimally Invasive Gynecological Surgery, Gynecological Surgery, Dental Surgery, Laparoscopic Surgery, Cardio-Thoracic Surgery, Oculoplastic Surgery, Cardiothoracic Surgery",partial
,,Arcs International PVT Ltd,AE,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/forum-on-innovations-in-nanotechnology-fin-2026-april-dubai-ae,Forum on Innovations in Nanotechnology (FIN),Organizer,te with the delegates through the congress online platform. We hope that FIN-2026 will exceed your expectations and provide you with an unforgettable experience. May it i,90,Hot,,,"Forum on Innovations in Nanotechnology scheduled on April 29-30, 2026 at Dubai, United Arab Emirates is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present r | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Forum on Innovations in Nanotechnology FIN on April 29-30, 2026 in Dubai, United Arab Emirates - Conference Index","Forum on Innovations in Nanotechnology scheduled on April 29-30, 2026 at Dubai, United Arab Emirates is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Location:  Dubai, United Arab Emirates",,"Micro / Nano Materials, Nanorobotics, Composite Materials, Materials Science, Nanoscience",partial
,,EARET,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-chemical-biological-environmental-sciences-i2c2bes-2026-april-istanbul-tr,"International Conference on Chemical, Biological & Environmental Sciences (I2C2BES)",Organizer,"ical sciences to study environmental problems and solutions. Environmental Chemistry & Pollution Atmospheric Chemistry: Ozone Depletion ($\text{CFCs}$), Photochemical Smo",90,Hot,,,"International Conference on Chemical, Biological & Environmental Sciences scheduled on April 29-May 01, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and universit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,EARBM,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-green-technologies-sustainable-engineering-igtse-2026-april-istanbul-tr,International Conference on Green Technologies & Sustainable Engineering (IGTSE),Organizer,ill be published by UR-CPS (Conference Publishing Services) and will be will be archived in the UR's Engineering & Technology Digital Library. The papers can be submitted,90,Hot,"HQ) - Montreal, Canada September 16, 2026 International Conference on Climate Responsive Building Design, Sustainable Bu",,"International Conference on Green Technologies & Sustainable Engineering scheduled on April 29-May 01, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,URENG,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/world-congress-on-advances-in-science-engineering-technology-waset-2026-april-istanbul-tr,"World Congress on Advances in Science, Engineering & Technology (WASET)",Organizer,ill be published by UR-CPS (Conference Publishing Services) and will be will be archived in the UR's Engineering & Technology Digital Library. The papers can be submitted,90,Hot,,,"World Congress on Advances in Science, Engineering & Technology scheduled on April 29-May 01, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,CBMSR,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-congress-on-animal-fisheries-veterinary-sciences-iafvs-2026-april-istanbul-tr,"International Congress on Animal, Fisheries & Veterinary Sciences (IAFVS)",Organizer,ill be published by UR-CPS (Conference Publishing Services) and will be will be archived in the UR's Engineering & Technology Digital Library. The papers can be submitted,90,Hot,,,"International Congress on Animal, Fisheries & Veterinary Sciences scheduled on April 29-May 01, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practi | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,CBMSR,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-mining-water-and-waste-management-imwwm-2026-april-istanbul-tr,"International Conference on Mining, Water and Waste Management (IMWWM)",Organizer,"onference on Civil, Environmental Engineering and Technology (ICEET) - Istanbul, Turkey August 19, 2026 International Conference on Civil, Environmental Engineering and T",90,Hot,,,"International Conference on Mining, Water and Waste Management scheduled on April 29, 2026-May 01, 2027 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,CBMSR,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-advances-in-civil-architectural-engineering-iacae-2026-april-istanbul-tr,International Conference on Advances in Civil & Architectural Engineering (IACAE),Organizer,ill be published by UR-CPS (Conference Publishing Services) and will be will be archived in the UR's Engineering & Technology Digital Library. The papers can be submitted,90,Hot,"hquakes. Additive Manufacturing (3D Printing): Concrete printing for construction, rapid prototyping, and complex geomet",,"International Conference on Advances in Civil & Architectural Engineering scheduled on April 29-May 01, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and universit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,TheIIER,IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-recent-innovations-in-engineering-and-technology-icriet-2026-april-milan-it,International Conference on Recent Innovations in Engineering and Technology (ICRIET),Organizer,"nference on Recent Innovations in Engineering and Technology ICRIET on April 29-30, 2026 in Milan, Italy - Conference Index Conference Index Submit Your Event for FREE Co",90,Hot,,,"International Conference on Recent Innovations in Engineering and Technology scheduled on April 29-30, 2026 at Milan, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Recent Innovations in Engineering and Technology ICRIET on April 29-30, 2026 in Milan, Italy - Conference Index","International Conference on Recent Innovations in Engineering and Technology scheduled on April 29-30, 2026 at Milan, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",751030,"Address: Department of Research and Conferences  Dharmavihar, Jagmara, Bhubaneswar, India, 751030",,"Geoenvironmental Engineering, Mechanical Engineering, Electronics Engineering, Engineering, Civil Engineering, Industrial Engineering, Electrical Engineering, Computer Science",partial
,,HSSMR,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-research-in-humanities-social-sciences-education-rhsse-2026-april-istanbul-tr,"International Conference on Research in Humanities, Social Sciences & Education (RHSSE)",Organizer,"Education (EdTech): Distance learning, E-learning platforms, Blended Learning models, AI in education. Name: HSSMR Website: http://hssmr.org Address: #243 Ever green towe",90,Hot,,,"International Conference on Research in Humanities, Social Sciences & Education scheduled on April 29-May 01, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and uni | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,TheIIER,IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-multidisciplinary-educational-research-teaching-and-learning-icmertl-2026-april-milan-it,"International Conference on Multidisciplinary Educational Research, Teaching and Learning (ICMERTL)",Organizer,: e-learning professional development educational technology curriculum teacher education learning psychology instructional design education Description Event Tracks Orga,90,Hot,,,"International Conference on Multidisciplinary Educational Research, Teaching and Learning scheduled on April 29-30, 2026 at Milan, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and u | Industry: AI | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Multidisciplinary Educational Research, Teaching and Learning ICMERTL on April 29-30, 2026 in Milan, Italy - Conference Index","International Conference on Multidisciplinary Educational Research, Teaching and Learning scheduled on April 29-30, 2026 at Milan, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",751030,"Address: Department of Research and Conferences  Dharmavihar, Jagmara, Bhubaneswar, India, 751030",,"E-learning, Professional Development, Educational Technology, Curriculum, Teacher Education, Learning, Psychology, Instructional Design, Education",partial
,,Pharma Partnering Summit,US,info@conferenceindex.org,Generic,3497373-0,3497373-0,,,https://conferenceindex.org/event/pharma-partnering-us-summit-2026-april-san-diego-us,Pharma Partnering US Summit,Organizer,"deals, research collaborations and financing. Our platform brings together senior executives from different parts of the world specialising in Business Development & Lice",100,Hot,,,"Pharma Partnering US Summit scheduled on April 29-30, 2026 at San Diego, United States is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activi | Industry: Pharmaceutical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Pharma Partnering US Summit on April 29-30, 2026 in San Diego, United States - Conference Index","Pharma Partnering US Summit scheduled on April 29-30, 2026 at San Diego, United States is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://pharma-partnering-summit.com/registration.html,,"Pharmaceuticals, Biotechnology, Networking, Business, Biopharmaceutics, Pharmaceutical Biotechnology",partial
