Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-artificial-neural-networks-systems-icanns-2026-may-singapore-sg,International Conference on Artificial Neural Networks Systems (ICANNS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: human-machine interaction cyber-physical systems (cps) Description Organization Artificial N",100,Hot,,,"International Conference on Artificial Neural Networks Systems scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-aesthetics-ica-2026-may-rome-it,International Conference on Aesthetics (ICA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: aesthetic education german literature cultural axiology kansei engineering theoretical philo",90,Hot,,,"International Conference on Aesthetics scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-physical-therapy-science-and-novel-physiotherapies-icptsnp-2026-may-singapore-sg,International Conference on Physical Therapy Science and Novel Physiotherapies (ICPTSNP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sport medicine physical health physical fitness kinesiology human movement exercise science",90,Hot,,,"International Conference on Physical Therapy Science and Novel Physiotherapies scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and univer | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-composite-structures-iccs-2026-may-istanbul-tr,International Conference on Composite Structures (ICCS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: polymer nanocomposites polymer materials piezoelectric materials multifunctional materials m",90,Hot,,,"International Conference on Composite Structures scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present rese | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-psychiatry-icp-2026-may-singapore-sg,International Conference on Psychiatry (ICP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: attention disorders group psychotherapy community mental health comprehensive psychiatry cog",90,Hot,,,"International Conference on Psychiatry scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research a | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-dentistry-and-orthodontic-implants-icdoi-2026-may-singapore-sg,International Conference on Dentistry and Orthodontic Implants (ICDOI),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: stress additive manufacturing Description Organization Orthodontics and dental implants Embr",100,Hot,,,"International Conference on Dentistry and Orthodontic Implants scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-pediatrics-internal-medicine-and-advanced-treatment-strategies-icpimats-2026-may-singapore-sg,"International Conference on Pediatrics, Internal Medicine and Advanced Treatment Strategies (ICPIMATS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: patient flow health information systems digital health electronic health records (ehr) intel",90,Hot,"HQM) - London, United Kingdom May 18, 2026 International Conference on Public Health (ICPH) - London, United Kingdom Aug",,"International Conference on Pediatrics, Internal Medicine and Advanced Treatment Strategies scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientif | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Ophthalmology (ICCEO) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-elderly-healthcare-iceh-2026-may-singapore-sg,International Conference on Elderly Healthcare (ICEH),Organizer,and analytics Big data analytics Healthcare data solutions Healthcare data analytics Healthcare Industry Healthcare Engineering Healthcare Education Healthcare Complianc,100,Hot,,,"International Conference on Elderly Healthcare scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present re | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-solid-waste-management-and-recycling-icswmr-2026-may-rome-it,International Conference on Solid Waste Management and Recycling (ICSWMR),Organizer,aste handling practices Financial models Disposal solutions Incineration Recycling Resource recovery practice Waste hierarchy Wastewater treatment Life-cycle of a product,90,Hot,,,"International Conference on Solid Waste Management and Recycling scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-gas-petroleum-and-chemical-sciences-icgpcs-2026-may-rome-it,"International Conference on Gas, Petroleum and Chemical Sciences (ICGPCS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: materials chemistry hydrometallurgy electrochemical materials corrosion Description Organiza",90,Hot,,,"International Conference on Gas, Petroleum and Chemical Sciences scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to p | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-medical-bacteriology-mycology-and-parasitology-icbmmp-2026-may-istanbul-tr,"International Conference on Medical Bacteriology, Mycology and Parasitology (ICBMMP)",Organizer,"ious diseases Bacterial pathogenesis Oral vaccine platform for class a bacterial agents Bacterial defense phagocytosis, immune responses Antimicrobial agents infectious d",90,Hot,,,"International Conference on Medical Bacteriology, Mycology and Parasitology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-nutraceuticals-nutrition-and-foods-icnnf-2026-may-singapore-sg,"International Conference on Nutraceuticals, Nutrition and Foods (ICNNF)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: weight management weight loss traditional foods sweeteners supplements sports nutrition spor",90,Hot,,,"International Conference on Nutraceuticals, Nutrition and Foods scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
Conference Tags,Tags: sales risk,"World Academy of Science, Engineering and Technology",IT,conference@conferenceindex.org,Likely,,,https://www.linkedin.com/in/conference-tags,,https://conferenceindex.org/event/international-conference-on-medical-microbiology-and-immunology-icmmi-2026-may-rome-it,International Conference on Medical Microbiology and Immunology (ICMMI),Organizer,chnology medical physics medical mycology medical devices medical biology mechanical ventilation magnetic resonance engineering lymphocyte engineering liver physiology in,100,Hot,,,"International Conference on Medical Microbiology and Immunology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pr | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-physical-therapy-rehabilitation-techniques-icptrt-2026-may-singapore-sg,International Conference on Physical Therapy Rehabilitation Techniques (ICPTRT),Organizer,py Currents trends in physiotherapy Laser therapy equipments Magnetic and pressure therapy equipments Ultrasound equipments Shockwave therapy equipments Name: World Acade,100,Hot,,,"International Conference on Physical Therapy Rehabilitation Techniques scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-food-science-food-security-and-utilization-icfsfsu-2026-may-singapore-sg,"International Conference on Food Science, Food Security and Utilization (ICFSFSU)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: nutritional interventions foodborne diseases food waste food technology food storage food sc",90,Hot,,,"International Conference on Food Science, Food Security and Utilization scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-nursing-and-health-care-icnhc-2026-may-istanbul-tr,International Conference on Nursing and Health Care (ICNHC),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: wound ostomy wound care nursing vascular nursing urologic nursing travel nursing trauma nurs",90,Hot,,,"International Conference on Nursing and Health Care scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present r | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-gastroenterology-endoscopy-and-colonoscopy-icgec-2026-may-singapore-sg,"International Conference on Gastroenterology, Endoscopy and Colonoscopy (ICGEC)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: quality of life patient flow medical informatics healthcare engineering health information s",90,Hot,"HQM) - London, United Kingdom May 18, 2026 International Conference on Public Health (ICPH) - London, United Kingdom Aug",,"International Conference on Gastroenterology, Endoscopy and Colonoscopy scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Ophthalmology (ICCEO) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-naturopathy-and-medicinal-plants-icnmp-2026-may-singapore-sg,International Conference on Naturopathy and Medicinal Plants (ICNMP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: health informatics digital healthcare Description Organization Botanical medicine Medicinal",100,Hot,,,"International Conference on Naturopathy and Medicinal Plants scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-science-education-and-communication-icsec-2026-may-singapore-sg,International Conference on Science Education and Communication (ICSEC),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: educational science education innovation digital education educational psychology biology ed",90,Hot,,,"International Conference on Science Education and Communication scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-linguistics-and-child-language-acquisition-iclcla-2026-may-istanbul-tr,International Conference on Linguistics and Child Language Acquisition (ICLCLA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: speech language pathology second language psycholinguistic linguistics language studies lang",90,Hot,,,"International Conference on Linguistics and Child Language Acquisition scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-quantum-engineering-and-nanotechnology-icqen-2026-may-istanbul-tr,International Conference on Quantum Engineering and Nanotechnology (ICQEN),Organizer,"cale systems Superconducting materials and hybrid devices Superconducting quantum circuits Name: World Academy of Science, Engineering and Technology Website: https://was",90,Hot,,,"International Conference on Quantum Engineering and Nanotechnology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-property-rights-and-intellectual-property-law-icpripl-2026-may-singapore-sg,International Conference on Property Rights and Intellectual Property Law (ICPRIPL),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sport law intellectual property law property law intellectual property Description Organizat",90,Hot,,,"International Conference on Property Rights and Intellectual Property Law scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-obstetrics-gynecology-and-reproductive-medicine-icogrm-2026-may-istanbul-tr,"International Conference on Obstetrics, Gynecology and Reproductive Medicine (ICOGRM)",Organizer,y family-centered care endometrial ablation doula services dementia colposcopy women's health antenatal care vulvectomy adolescent reproductive health urogynecology salpi,90,Hot,,,"International Conference on Obstetrics, Gynecology and Reproductive Medicine scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-language-acquisition-and-processing-iclap-2026-may-singapore-sg,International Conference on Language Acquisition and Processing (ICLAP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: english linguistics african linguistics african languages logopaedics computer assisted lang",100,Hot,,,"International Conference on Language Acquisition and Processing scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-special-education-regulations-and-technology-icsert-2026-may-istanbul-tr,International Conference on Special Education Regulations and Technology (ICSERT),Organizer,"l Conference on Special Education Regulations and Technology ICSERT on May 04-05, 2026 in Istanbul, Turkey - Conference Index Conference Index Submit Your Event for FREE",90,Hot,,,"International Conference on Special Education Regulations and Technology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university pract | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-principles-of-criminal-law-and-criminal-justice-icpclcj-2026-may-istanbul-tr,International Conference on Principles of Criminal Law and Criminal Justice (ICPCLCJ),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: juvenile justice criminal justice retribution penal law criminal punishment criminal law det",90,Hot,,,"International Conference on Principles of Criminal Law and Criminal Justice scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-science-education-research-and-training-in-schools-icserts-2026-may-rome-it,"International Conference on Science Education, Research and Training in Schools‎ (ICSERTS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: teaching and learning teacher education student engagement science education research and ed",90,Hot,,,"International Conference on Science Education, Research and Training in Schools‎ scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-political-science-and-globalization-icpsg-2026-may-singapore-sg,International Conference on Political Science and Globalization (ICPSG),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: transnational crime political thought transnational affairs german politics geopolitics comp",100,Hot,,,"International Conference on Political Science and Globalization scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-airport-engineering-and-architecture-icaea-2026-may-istanbul-tr,International Conference on Airport Engineering and Architecture (ICAEA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: digital construction building engineering building information modelling Description Organiz",90,Hot,"hquake Engineering and Dynamics (ICEED) - London, United Kingdom August 30, 2026 International Conference on Geosyntheti",,"International Conference on Airport Engineering and Architecture scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-political-science-and-activity-icpsa-2026-may-istanbul-tr,International Conference on Political Science and Activity (ICPSA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: political thought comparative politics political participation political communication publi",90,Hot,,,"International Conference on Political Science and Activity scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8,,,https://conferenceindex.org/event/international-conference-on-urban-air-pollution-and-environment-icuape-2026-may-singapore-sg,International Conference on Urban Air Pollution and Environment (ICUAPE),Organizer,Pollutants Technology Environment Sources Control devices Air pollution control Air pollution forecasting system Regulations Management Air quality law Air pollution conc,100,Hot,,,"International Conference on Urban Air Pollution and Environment scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-architectural-conservation-engineering-and-cultural-heritage-icacech-2026-may-singapore-sg,"International Conference on Architectural Conservation, Engineering and Cultural Heritage (ICACECH)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: virtual restoration sustainable architecture Description Organization Architectural and envi",90,Hot,"HQ) - Montreal, Canada September 16, 2026 International Conference on Climate Responsive Building Design, Sustainable Bu",,"International Conference on Architectural Conservation, Engineering and Cultural Heritage scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-international-tourism-and-sustainable-development-icitsd-2026-may-istanbul-tr,International Conference on International Tourism and Sustainable Development (ICITSD),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: environmental justice halal tourism cultural tourism agritourism Description Organization In",90,Hot,,,"International Conference on International Tourism and Sustainable Development scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-special-education-and-child-development-icsecd-2026-may-rome-it,International Conference on Special Education and Child Development (ICSECD),Organizer,ion physiology education chemical education youth services health promoting schools euro-global conference on pediatrics and neonatology world congress psychiatric educat,90,Hot,,,"International Conference on Special Education and Child Development scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners t | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-visual-arts-and-design-icvad-2026-may-istanbul-tr,International Conference on Visual Arts and Design (ICVAD),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: visual arts museum fine arts visual culture visual anthropology photography global contempor",90,Hot,,,"International Conference on Visual Arts and Design scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present re | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-islam-philosophy-and-theology-icipt-2026-may-istanbul-tr,"International Conference on Islam, Philosophy and Theology (ICIPT)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: catholic philosophy christianity christology biblical archaeology christian philosophy patri",90,Hot,,,"International Conference on Islam, Philosophy and Theology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-political-science-and-international-political-order-icpsipo-2026-may-istanbul-tr,International Conference on Political Science and International Political Order (ICPSIPO),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: transnational affairs geopolitics foreign policy international relations international organ",90,Hot,,,"International Conference on Political Science and International Political Order scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and universit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-cultural-heritage-tourism-and-hospitality-icchth-2026-may-singapore-sg,"International Conference on Cultural Heritage, Tourism and Hospitality (ICCHTH)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: urban studies city tourism tourism development urban planning urban design city planning sus",90,Hot,,,"International Conference on Cultural Heritage, Tourism and Hospitality scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computational-linguistics-and-natural-language-processing-icclnlp-2026-may-singapore-sg,International Conference on Computational Linguistics and Natural Language Processing (ICCLNLP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: information retrieval semantic web text mining machine learning artificial intelligence know",90,Hot,,,"International Conference on Computational Linguistics and Natural Language Processing scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-textiles-and-fashion-materials-design-and-technology-ictfmdt-2026-may-singapore-sg,"International Conference on Textiles and Fashion: Materials, Design and Technology (ICTFMDT)",Organizer,"ce on Textiles and Fashion: Materials, Design and Technology ICTFMDT on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Event for",100,Hot,,,"International Conference on Textiles and Fashion: Materials, Design and Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and un | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-library-and-information-science-iclis-2026-may-rome-it,International Conference on Library and Information Science (ICLIS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: digital preservation functional programming data compression digital library search engine o",90,Hot,,,"International Conference on Library and Information Science scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to presen | Industry: Software | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-applied-linguistics-and-language-teaching-icallt-2026-may-istanbul-tr,International Conference on Applied Linguistics and Language Teaching (ICALLT),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: bilingual education language education language teaching language teacher education Descript",90,Hot,,,"International Conference on Applied Linguistics and Language Teaching scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computational-linguistics-and-machine-translation-icclmt-2026-may-istanbul-tr,International Conference on Computational Linguistics and Machine Translation (ICCLMT),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: english linguistics east asian linguistics applied logic african linguistics african languag",90,Hot,,,"International Conference on Computational Linguistics and Machine Translation scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-feminism-gender-capitalism-and-globalization-icfgcg-2026-may-rome-it,"International Conference on Feminism, Gender, Capitalism and Globalization (ICFGCG)",Organizer,"Global Conference on Pharma Industry and Medical Devices (GCPIMD) - Kyoto, Japan May 25, 2026 International Conference on Sport Economics & Sport Management (ICSESM) - K",90,Hot,,,"International Conference on Feminism, Gender, Capitalism and Globalization scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
