Event Name,Category,Date,Location,Organizer,Venue,Event URL,Source,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
"International Conference on Bioinformatics, Computational Biology and Biomedical Engineering (ICBCBBE)",Healthcare,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-bioinformatics-computational-biology-and-biomedical-engineering-icbcbbe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Innovation and Technology Management (ICITM),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-innovation-and-technology-management-icitm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial and Management Engineering (ICIME),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-industrial-and-management-engineering-icime-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Railway Engineering and Management (ICREM),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-railway-engineering-and-management-icrem-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental and Territorial Sciences (ICETS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-environmental-and-territorial-sciences-icets-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Environmental Management, Technology and Engineering (ICEMTE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-environmental-management-technology-and-engineering-icemte-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information Technology and Software Engineering (ICITSE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-information-technology-and-software-engineering-icitse-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information Systems Engineering and Management (ICISEM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-information-systems-engineering-and-management-icisem-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Information Science, Engineering and Technology (ICISET)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-information-science-engineering-and-technology-iciset-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Communications and Telecommunications Engineering (ICCTE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-communications-and-telecommunications-engineering-iccte-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Allergy, Asthma, Immunology and Rheumatology (ICAAIR)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-allergy-asthma-immunology-and-rheumatology-icaair-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Pharmacy and Molecular Biotechnology (ICPMB),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-pharmacy-and-molecular-biotechnology-icpmb-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Nutritional and Nutraceutical Sciences (ICNNS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-nutritional-and-nutraceutical-sciences-icnns-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Waste Management, Ecological and Environmental Engineering (ICWMEEE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-waste-management-ecological-and-environmental-engineering-icwmeee-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Biochemical, Biomolecular and Biopharmaceutical Engineering (ICBBBE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-biochemical-biomolecular-and-biopharmaceutical-engineering-icbbbe-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Food and Agricultural Engineering (ICFAE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-food-and-agricultural-engineering-icfae-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Chemical, Materials and Metallurgical Engineering (ICCMME)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-chemical-materials-and-metallurgical-engineering-iccmme-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Electrical Engineering: Theory and Application (ICEETA),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-electrical-engineering-theory-and-application-iceeta-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Electronics, Wireless and Optical Communications (ICEWOC)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-electronics-wireless-and-optical-communications-icewoc-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Energy, Environment and Development (ICEED)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-energy-environment-and-development-iceed-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Engineering Geology (ICEG),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-engineering-geology-iceg-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environment and Climate Change (ICECC),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-environment-and-climate-change-icecc-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information Management Systems Engineering (ICIMSE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-information-management-systems-engineering-icimse-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Mechanical Engineering : Theory and Application (ICMETA),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mechanical-engineering-theory-and-application-icmeta-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Mineralogy, Petrology, and Geochemistry (ICMPG)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mineralogy-petrology-and-geochemistry-icmpg-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Nanotechnology (ICN),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-nanotechnology-icn-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Parallel, Distributed Systems and Software Engineering (ICPDSSE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-parallel-distributed-systems-and-software-engineering-icpdsse-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Physics and Engineering Physics (ICPEP),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-physics-and-engineering-physics-icpep-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Urban and Public Transportation Engineering (ICUTE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-urban-and-public-transportation-engineering-icute-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Management, Marketing and Finances (ICMMF)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-management-marketing-and-finances-icmmf-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Applied Economics, Business and Management (ICAEBM)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-applied-economics-business-and-management-icaebm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Privacy and Information Security Law (ICPISL),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-privacy-and-information-security-law-icpisl-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Sports Engineering (ICSE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-sports-engineering-icse-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Network, Communication and Computing (ICNCC)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-network-communication-and-computing-icncc-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Cardiovascular Technologies (ICCT),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-cardiovascular-technologies-icct-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Informatics and Applications (ICIA),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-informatics-and-applications-icia-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Magnet Technology (ICMT),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-magnet-technology-icmt-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advances in Biology (ICAB),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-advances-in-biology-icab-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advanced Materials (ICAM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-advanced-materials-icam-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Energy Systems (ICES),Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-energy-systems-ices-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Separation and Purification Technology (ICSPT),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-separation-and-purification-technology-icspt-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advances in Photobiology (ICAP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-advances-in-photobiology-icap-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advances in Tribology and Engineering Systems (ICATES),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-advances-in-tribology-and-engineering-systems-icates-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Big Data Management (ICBDM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-big-data-management-icbdm-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Nursing and Healthcare (ICNH),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-nursing-and-healthcare-icnh-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Ecological, Environmental Science and Technology (ICEEST)",Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-ecological-environmental-science-and-technology-iceest-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Seismic Design of Earthquake Resilient Cities (ICSDERC),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-seismic-design-of-earthquake-resilient-cities-icsderc-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial Ecology (ICIE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-industrial-ecology-icie-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Geological and Earth Sciences (ICGES),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-geological-and-earth-sciences-icges-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Education Reform and Management Innovation (ICERMI),Education,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-education-reform-and-management-innovation-icermi-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Physical Coastal Processes, Management and Engineering (ICPCPME)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-physical-coastal-processes-management-and-engineering-icpcpme-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Management, Operations Research and Economics (ICMORE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-management-operations-research-and-economics-icmore-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Education, Psychology, Society and Tourism (ICEPST)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-education-psychology-society-and-tourism-icepst-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Engineering and Innovative Materials (ICEIM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-engineering-and-innovative-materials-iceim-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information and Management (ICIM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-information-and-management-icim-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Food and Environment (ICFE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-food-and-environment-icfe-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Smart Grids and Electrical Engineering (ICSGEE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-smart-grids-and-electrical-engineering-icsgee-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Chemical and Materials Engineering (ICCME),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-chemical-and-materials-engineering-iccme-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Social Studies, Communication and Education (ICSSCE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-social-studies-communication-and-education-icssce-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental and Computer Science (ICECS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-environmental-and-computer-science-icecs-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Psychological Sciences and Behaviors (ICPSB),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-psychological-sciences-and-behaviors-icpsb-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Metallurgy Technology and Materials (ICMTM),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-metallurgy-technology-and-materials-icmtm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computational Science, Engineering and Information Technology (ICCSEIT)",Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computational-science-engineering-and-information-technology-iccseit-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Green Energy (ICGE),Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-green-energy-icge-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advanced Nanomaterials and Nanotechnology (ICANN),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-advanced-nanomaterials-and-nanotechnology-icann-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Fuzzy Logic and Applications (ICFLA),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-fuzzy-logic-and-applications-icfla-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied Energy (ICAE),Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-applied-energy-icae-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Neurorehabilitation (ICNR),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-neurorehabilitation-icnr-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Mobile Learning and Organisation (ICMLO),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mobile-learning-and-organisation-icmlo-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information Quality (ICIQ),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-information-quality-iciq-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Petroleum Engineering (ICPE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-petroleum-engineering-icpe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Business and Entrepreneurship Development (ICBED),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-business-and-entrepreneurship-development-icbed-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Research, Innovation and Commercialisation (ICRIC)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-research-innovation-and-commercialisation-icric-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Nonlinear Dynamics and Control (ICNDC),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-nonlinear-dynamics-and-control-icndc-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Society Systems Science (ICSSS),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-society-systems-science-icsss-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Agroforestry and Agriculture (ICAA),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-agroforestry-and-agriculture-icaa-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Adolescent Psychiatry and Psychology (ICAPP),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-adolescent-psychiatry-and-psychology-icapp-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advanced in Materials and Manufacturing Processes (ICAMMP),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-advanced-in-materials-and-manufacturing-processes-icammp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Human-Robot Interaction (ICHRI),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-human-robot-interaction-ichri-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Quality Software (ICQS),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-quality-software-icqs-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Financial Cryptography and Data Security (ICFCDS),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-financial-cryptography-and-data-security-icfcds-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Image and Video Retrieval (ICIVR),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-image-and-video-retrieval-icivr-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Actuarial and Financial Mathematics (ICAFM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-actuarial-and-financial-mathematics-icafm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Psychological, Behavioral and Science (ICPBS)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-psychological-behavioral-and-science-icpbs-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Ophthalmology (ICO),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-ophthalmology-ico-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Physician and Patient Health (ICPPH),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-physician-and-patient-health-icpph-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Petroleum Industry and Energy (ICPIE),Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-petroleum-industry-and-energy-icpie-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environment Pollution and Prevention (ICEPP),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-environment-pollution-and-prevention-icepp-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Bioeconomy and Sustainable Development (ICBSD),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-bioeconomy-and-sustainable-development-icbsd-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Islamic Finance (ICIF),Finance,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-islamic-finance-icif-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Building Learning Communities (ICBLC),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-building-learning-communities-icblc-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biogas Microbiology (ICBM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-biogas-microbiology-icbm-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Knowledge, Service, Tourism and Hospitality (ICKSTH)",Healthcare,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-knowledge-service-tourism-and-hospitality-icksth-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Scholarly, Scientific Research and Innovation (ICSSRI)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-scholarly-scientific-research-and-innovation-icssri-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Harmonic Analysis and Partial Differential Equations (ICHAPDE),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-harmonic-analysis-and-partial-differential-equations-ichapde-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Private International Law (ICPIL),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-private-international-law-icpil-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Polymer Chemistry (ICPC),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-polymer-chemistry-icpc-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Electrochemistry and Renewable Energy (ICERE),Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-electrochemistry-and-renewable-energy-icere-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental Science and Applications (ICESA),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-environmental-science-and-applications-icesa-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Experimental Fluid Mechanics (ICEFM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-experimental-fluid-mechanics-icefm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Human Factors Engineering and Ergonomics (ICHFEE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-human-factors-engineering-and-ergonomics-ichfee-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Accounting and Financial Management (ICAFM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-accounting-and-financial-management-icafm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
