Company,Country,Category,Website,Stand,Email,Phone,LinkedIn,Instagram
Silver Line Gate Foodstuff Trading LLC,United Arab Emirates,Dairy,https://silverlinedxb.com/,"R-130, Shk Rashid Hall",,,,
Silver Top Trading,Canada,Cereals / Fruit Bars | Instant Noodles | Coffee | Pasta | Snacks | Salty Snacks | Instant Beverages | Dry goods | Popcorn | Crackers | Energy Drinks | Condiments & sauces | Non-alcoholic Beverages | Healthy snacks,,"N1-223, North Hall 1",,,,
Silvestres,Chile,Halal and kosher food | Vegan / Vegetarian Products | Fortified foods & health products | Cereals / Fruit Bars | Snacks | Dry goods | Dried Fruit & Vegetables | Nut-free Products | Free-from products | Fortified & Functional Products | Spices & Seasonings | Dried Fruits | Gluten-Free Products | Lactose-free Products,https://www.silvestres.cl,"26-30, South Hall 4",,,,
"Simandl, spol. s r.o",Czech Republic,Energy Drinks | Coffee | Tea | Instant Beverages | Instant hot beverages,https://www.darkoff.com,"12-83, South Hall 2",,,,
Simexco Daklak LTD,Vietnam,Dry goods | Pulses/ grains / cereals / flours | Spices & Seasonings | Coffee | Coffee Beans,https://simexcodl.com.vn/en/home/,"SW-P3, South Hall 11",,,,
Simonds Farsons Cisk plc,Malta,Cordials & Syrups | Non-alcoholic Beverages | Carbonated Soft Drinks,https://www.farsons.com,"Z6-70, Za'abeel Hall 6",,,,
"SIMPLE FOODS CO., LTD",Thailand,Non-alcoholic Beverages,https://www.simplefoods.net/,"Z4-G16, Za'abeel Hall 4",,,,
Simplot - Clarebout,Belgium,Private label | Frozen Fruit & Vegetables | Frozen food,https://www.simplot.com/,"B4-43, Hall 4",,,,
Simply Gourmet,United Arab Emirates,"Cordials & Syrups | Meat, poultry & seafood | Fish | Frozen Meat | Coffee | Frozen Seafood | Cheese | Frozen food | Processed Meat | Condiments & sauces | Bottled Water | Carbonated Soft Drinks | Unprocessed Meat",https://www.simplygourmet.ae,"S-J57, Trade Centre Arena",,,,
Simply Sufi,United Arab Emirates,"Ready-to-Eat | Meat, poultry & seafood | Business Services | Frozen Ready Meals | Digital Marketing | Oil | Frozen Meat | Snacks | AI Solutions | Frozen food | Advertising, Marketing and PR | Sales Services | Dried Fruit & Vegetables | Professional services | Ghee | Technology | Processed Meat | Olive Oil | Logistics | Facilities Management and Maintenance | Specialty food | Frozen Fruit & Vegetables | Public Relations & Communications | Vegetable & animal oils & fats",https://simplysufi.com/,"34-96, South Hall 6",,,,
Simsek Biskuvi Ve Gida Sanayi A.S,Türkiye,"Bakery, cakes & desserts | Cakes / Dessert",https://www.simsek.com.tr,"53-83, South Hall 9",,,,
Sina Food Holding,Iran,"Halal and kosher food | Cordials & Syrups | Meat, poultry & seafood | Yoghurt (Regular, Flavoured, Fruit, etc.) | Frozen Meat | Dried Milk Products | Cheese | Frozen food | Poultry & Feathered Game | Cream & Cream Products | Processed Meat | Milk | Flavoured Water | Butter | Energy Drinks | Non-alcoholic Beverages | Bottled Water | Carbonated Soft Drinks | Juices & Nectars",https://www.sinafoodindustry.com,"Z4-C43, Za'abeel Hall 4",,,,
Sinalco International Brands GmbH & Co. KG,Germany,Non-alcoholic Beverages,https://www.sinalco.com,"Z6-D60, Za'abeel Hall 6",,,,
SINARMAS AGRIBUSINESS & FOOD,Indonesia,"Bakery, cakes & desserts | Baked Goods | Agri-oil | Vegetable & animal oils & fats | Baking Supplies",https://www.goldenagri.com.sg/id/,"Z1-C15, Za'abeel Hall 1",,,,
Sind Feed and Allied Products,Pakistan,"Wheat | Bakery, cakes & desserts | Pulses/ grains / cereals / flours | Corn | Baking Supplies | Chilled & fresh food | Eggs & Egg Products",https://www.maproteins.com,"S-H68, Trade Centre Arena",,,,
Sindbad (Pvt) Ltd,Sri Lanka,Tea,https://www.sindbad.lk,"Z5-C12, Za'abeel Hall 5",,,,
Sindh Punjab Agro Commodities,Pakistan,Pulses/ grains / cereals / flours | Rice,https://sindhpunjabagro.com,"N7-F13, North Hall 7",,,,
SINDH PUNJAB TRADERS & RICE MILLS,Pakistan,Freekeh | Coffee Beans | Faro | Oats | Pulses | Pulses/ grains / cereals / flours | Corn | Rye | Millet | Brown Rice | Breakfast Cereals | Sorghum | Wheat | Barley | Rice | Spelt | Quinoa,https://www.spt.com.pk,"N7-F33, North Hall 7",,,,
Singapore Food Manufacturers' Association (SFMA),Singapore,Government/associations,https://www.sfma.org.sg/,"N1-A2, North Hall 1",,,,
Sinhal Herbs,India,Tea | Ready-to-Eat | Fortified foods & health products | Pulses | Pulses/ grains / cereals / flours | Corn | Snacks | Fruit Seeds | Millet | Dry goods | Dried Fruit & Vegetables | Sorghum | Wheat | Barley | Organic products | Free-from products | Rice | Health & Wellness Products | Agri-product Seeds | Specialty food | Condiments & sauces | Spices & Seasonings | Quinoa | Vegetable & animal oils & fats | Gluten-Free Products,https://www.sinhalherbs.com/,"N7-D62, North Hall 7",,,,
Siniora Food Company,United Arab Emirates,"Bakery, cakes & desserts | Halal and kosher food | Fortified foods & health products | Canned Products | Fresh Ready Meals | Cheese | Frozen food | Dry goods | Frozen Baked Goods | Free-from products | Fortified & Functional Products | Dairy-free Products | Baked Goods | Condiments & sauces | Bottled Water | Chilled & fresh food",https://siniorafood.com/,"S-F2, Trade Centre Arena",,,,
SINLESS GENERAL TRADING,United Arab Emirates,World Food,,"35-80, South Hall 6",,,,
Sinless Gluten Free FZC,United Arab Emirates,"Gluten-free Baked Goods | Bakery, cakes & desserts | Vegan / Vegetarian Products | Sugar-free Products | Nut-free Products | Free-from products | Dairy-free Products | Baked Goods | Gluten-Free Products | Baking Supplies",https://www.sinlessbakery.ae,"DG-E22, North Hall 13",,,,
Sinmas Australia Pty Ltd,Australia,"Savoury snacks | Gluten-free Baked Goods | Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Savoury Baked Products | Snacks | Salty Snacks | Dry goods | Dried Fruit & Vegetables | Private label | Nut-free Products | Free-from products | Dairy-free Products | Gourmet & Fine Food | Crackers | Specialty food | Vegetable snacks | Dried Fruits | Healthy snacks | Gluten-Free Products",https://www.sinmas.com.au,"28-21, South Hall 5",,,,
"Sino-Far World (Tianjin) Co., Ltd",China,"Dry goods | Condiments & sauces | Spices & Seasonings | Spreads, honey & jams",https://www.farworldfood.cn/,"SH-235, South Hall 12",,,,
Sinolan Tea PVT Ltd,Sri Lanka,Tea,https://www.sinolantea.com,"57-2, South Hall 10",,,,
Siof,Morocco,Dry goods | Oil | Canned Products | Olive Oil | Vegetable & animal oils & fats,https://siofgroup.com/,"49-44, South Hall 8",,,,
SIOMO TEA FACTORY (EPZ) LTD,Kenya,Tea,https://www.siomotea.com,"Z4-F4, Za'abeel Hall 4",,,,
SIOURAS S.A,Greece,Dry goods | Canned Products | Private label | Halal and kosher food | Organic products,https://www.siouras.gr,"21-52, South Hall 3",,,,
SIP SAP birch water,Lithuania,Iced Tea | Cordials & Syrups | Vegan / Vegetarian Products | Ready-to-Eat | Sugar-free Products | Coffee | Artisanal | Value-Added Food | Nut-free Products | Private label | Smoothies | Organic products | Free-from products | Flavoured Water | Dairy-free Products | Gourmet & Fine Food | Energy Drinks | Specialty food | Condiments & sauces | Fat-free Products | Bottled Water | Carbonated Soft Drinks | Gluten-Free Products | Lactose-free Products | Non-alcoholic Beverages | Juices & Nectars | Ethnic Food,https://www.straikas.lt,"Z5-E24, Za'abeel Hall 5",,,,
Sipan,Armenia,"Specialty food | Condiments & sauces | Non-alcoholic Beverages | Bottled Water | Carbonated Soft Drinks | Spreads, honey & jams | Ready-to-Eat | Juices & Nectars",https://www.sipan.am/,"1-51, South Hall 1",,,,
Sirang Food Group,Iran,"Private label | Bakery, cakes & desserts | Baked Goods | Halal and kosher food | Cakes / Dessert | Spreads, honey & jams",https://siranggroup.com/,"SH-R23, South Hall 12",,,,
SIRDARYA BEANS EXPORT,Uzbekistan,Pulses/ grains / cereals / flours | Millet | Pulses,https://sbe.uz/,"34-9, South Hall 6",,,,
SIROGOJNO COMPANY,Serbia,Dry goods | Private label | Halal and kosher food | Frozen Fruit & Vegetables | Dried Fruits | Frozen food | Organic products,https://www.sirogojno-copmpany.com,"22-54, South Hall 3",,,,
Sirra Foods,India,Vegan / Vegetarian Products | Tea | Oil | Pulses/ grains / cereals / flours | Brown Rice | Dry goods | Private label | Organic products | Free-from products | Rice | Agri-product Seeds | Spices & Seasonings | Vegetable & animal oils & fats,https://www.sirra.co.in,"N6-D53, North Hall 6",,,,
SIS Natural,Armenia,Non-alcoholic Beverages | Juices & Nectars,https://sisnatural.am/,"Z6-F62, Za'abeel Hall 6",,,,
Sisili Projects Consortium Pvt. Ltd / Sisili Trading Pvt. Ltd,Sri Lanka,"Fortified foods & health products | Spreads, honey & jams | Oil | Dry goods | Private label | Organic products | Free-from products | Health & Wellness Products | Gourmet & Fine Food | Specialty food | Spices & Seasonings | Vegetable & animal oils & fats | Lactose-free Products | Ethnic Food",https://sisiliprojects.com/,"57-12, South Hall 10",,,,
"SITTHINAN CO., LTD",Thailand,World Food,https://tonsonfamily.com/en/,"N2-C3, North Hall 2",,,,
"Siwang Banner Jiuheng Agricultural Products Co., Ltd",China,World Food,https://www.baidu.com,"SW-89, South Hall 11",,,,
Six-B Food Industries (Pvt.) Ltd,Pakistan,Dry goods | Canned Products | Frozen Fruit & Vegetables | Carbonated Soft Drinks | Frozen food | Instant Beverages | Juices & Nectars | Frozen Ready Meals,https://www.six-b.com,"33-115, South Hall 6",,,,
Sjór,Norway,"Fish | Frozen Seafood | Fresh Seafood | Meat, poultry & seafood | Frozen food",https://sjor.no/,"S-B23, Trade Centre Arena",,,,
SJOVIK MOROCCO,Morocco,Frozen Seafood | Frozen food,https://sjovik.no,"47-101, South Hall 8",,,,
Skinilean Ltd,United Kingdom,,https://www.theproteinballco.com,"PD5, PD16, The Pavilion",,,,
SKS FOOD INDUSTRIES (M) SDN BHD,Malaysia,"Savoury snacks | Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Fortified foods & health products | Cereals / Fruit Bars | Savoury Baked Products | Snacks | Salty Snacks | Private label | Free-from products | Health & Wellness Products | Popcorn | Baked Goods | Healthy snacks",https://www.sksfood.com,"N2-D80, North Hall 2",,,,
SKT Oil Seeds And Agro Exports Limited,India,Agri-oil | Pulses | Pulses/ grains / cereals / flours | Millet | Sorghum | Wheat | Rice | Agri-product Seeds | Vegetable & animal oils & fats | Organic products,https://www.sktgroup.co.in,"N6-A50, North Hall 6",,,,
SKY AGRI EXPORT,India,Dry goods | Dried Fruit & Vegetables | Halal and kosher food | Spices & Seasonings | Snacks,https://www.skyagriexport.com,"N1-D47, North Hall 1",,,,
"SKY ANMONS Co., Ltd","Taiwan Province, People’s Republic of China",Private label | Pulses/ grains / cereals / flours | Rice | Free-from products | Vegan / Vegetarian Products | Gluten-Free Products | Sugar-free Products | Organic products,https://skyanmons.com/amnora/,"N10-F11, North Hall 10",,,,
SKY HEALTHY FOOD,Egypt,"Bakery, cakes & desserts | Baking Supplies | Chilled & fresh food | Eggs & Egg Products",https://skyhealthyfood.com/,"47-84, South Hall 8",,,,
Skyroots Enterprises LLP,India,Savoury snacks | Finger Food | Dates & Date Palm Products | Ready-to-Eat | Cereals / Fruit Bars | Savoury Baked Products | Oats | Pulses/ grains / cereals / flours | Snacks | Millet | Salty Snacks | Nuts | Breakfast Cereals | Value-Added Food | Sorghum | Barley | Gourmet & Fine Food | Crackers | Specialty food | Quinoa | Healthy snacks | Organic products | Ethnic Food,https://skyroots.in,"N1-K53, North Hall 1",,,,
SL Agritech Corporation,Philippines,Pulses/ grains / cereals / flours | Rice | Healthy snacks | Snacks | Brown Rice,https://www.sl-agritech.com,"N2-D47, North Hall 2",,,,
Sladosvit,Ukraine,Halal and kosher food | Dried Milk Products | Frozen food | Nut-free Products | Private label | Cream & Cream Products | Free-from products | Frozen Dairy Products | Milk | Butter | Fat-free Products,https://sladosvit.com/en/,"2-29, South Hall 1",,,,
SLAUR SARDET,France,Cordials & Syrups | Non-alcoholic Beverages | Carbonated Soft Drinks | Juices & Nectars,https://slaur.com/en/home/,"Z5-H32, Za'abeel Hall 5",,,,
Slike s.r.o,Slovakia,World Food,https://sydrip.com,"9-80, South Hall 1",,,,
SLN Coffee Private Limited,India,Private label | Coffee,https://slncoffee.com/,"Z5-C43, Za'abeel Hall 5",,,,
Slonim Meat Processing Plant,Belarus,"Frozen Meat | Halal and kosher food | Processed Meat | Meat, poultry & seafood | Frozen food | Unprocessed Meat",https://slmeat.by,"S-J70, Trade Centre Arena",,,,
SlovChips s.r.o,Slovakia,Crackers | Energy Drinks | Frozen Fruit & Vegetables | Snacks | Salty Snacks | Frozen food,https://www.slovchips.sk/en/,"9-80, South Hall 1",,,,
Slutsk Cheese Factory JSC,Belarus,"Ice Cream | Butter | Yoghurt (Regular, Flavoured, Fruit, etc.) | Dried Milk Products | Cheese | Milk",https://www.slsk.by/,"M-B10, Shk Maktoum Hall",,,,
SM FRESH OIL,Azerbaijan,World Food,,"51-40, South Hall 8",,,,
"SM GLOBALRICE CO., LTD.",Thailand,Gulfood Fresh,,"GG-P37, North Hall 12",,,,
SM Mlekovita,Poland,"Alternative Milk Products | Yoghurt (Regular, Flavoured, Fruit, etc.) | Dried Milk Products | Cheese | Ice Cream | Cream & Cream Products | Milk | Butter",https://mlekovita.com.pl/,"R-H20, Shk Rashid Hall",,,,
SM Mlekpol,Poland,"Animal Fats | Halal and kosher food | Alternative Milk Products | Yoghurt (Regular, Flavoured, Fruit, etc.) | Dried Milk Products | Cheese | Frozen food | Private label | Ghee | Cream & Cream Products | Free-from products | Frozen Dairy Products | Milk | Butter | Vegetable & animal oils & fats | Lactose-free Products",https://mlekpol.com.pl/,"R-J23, Shk Rashid Hall",,,,
SMALL MEDIUM ENTERPRISE DEVELOPMENT BANK MALAYSIA BERHAD (SME BANK,Malaysia,Government/associations,https://www.smebank.com.my/home,"N2-D54, North Hall 2",,,,
SMART FMCG,Russian Federation,Energy Drinks | Oil | Coffee | Non-alcoholic Beverages | Vegetable & animal oils & fats,https://gc-sm.com,"32-94, South Hall 5",,,,
Smart Vita Life International Co. Ltd,"Taiwan Province, People’s Republic of China",Savoury snacks | Finger Food | Tea | Ready-to-Eat | Fortified foods & health products | Business Services | Snacks | Salty Snacks | Dried Fruit & Vegetables | Professional services | Private label | Olive Oil | Health & Wellness Products | Popcorn | Crackers | Energy Drinks | Specialty food | Condiments & sauces | Vegetable & animal oils & fats | Healthy snacks,https://www.7-smart.com,"SW-340, South Hall 11",,,,
Smartfoody Ltd,Latvia,"Savoury snacks | Gluten-free Baked Goods | Bakery, cakes & desserts | Vegan / Vegetarian Products | Fortified foods & health products | Private label | Organic products | Free-from products | Health & Wellness Products | Dairy-free Products | Gluten-Free Products | Lactose-free Products",https://thebeginnings.com/,"13-2, South Hall 2",,,,
Smb Foods Pvt Ltd,Pakistan,Wheat | Pulses/ grains / cereals / flours | Rice | Corn,https://smbfoodspvtltd.com,"N7-F3, North Hall 7",,,,
Smilde Foods B.V,Netherlands,Animal Fats | Halal and kosher food | Vegan / Vegetarian Products | Oil | Private label | Ghee | Organic products | Free-from products | Butter | Dairy-free Products | Specialty food | Condiments & sauces | Vegetable & animal oils & fats | Gluten-Free Products | Lactose-free Products | Ethnic Food,https://www.royalsmilde.com,"M-E52, Shk Maktoum Hall",,,,
SMILLA FOOD,Denmark,"Halal and kosher food | Meat, poultry & seafood | Frozen Meat | Cheese | Frozen food | Poultry & Feathered Game | Cream & Cream Products | Processed Meat | Frozen Dairy Products | Butter",https://www.smillafood.com,"R-C35, Shk Rashid Hall",,,,
SMIT&DORLAS Coffee Roasters,Netherlands,Coffee,https://www.smitdorlas.nl,"Z6-G26, Za'abeel Hall 6",,,,
SMITHS SAIGOL & GULF LLC,United Arab Emirates,Savoury snacks | Finger Food | Savoury Baked Products | Snacks | Nuts | Salty Snacks | Popcorn | Crackers | Vegetable snacks | Healthy snacks,https://www.saigolgulf.com,"300, Hall 3",,,,
"Smoo to go, s. r. o",Slovakia,Instant Beverages,https://www.smootogo.com,"9-80, South Hall 1",,,,
Smoochy,Egypt,Ice Cream | Ice Cream / Sorbet / Gelato | Halal and kosher food | Frozen food,https://www.smochymochi.com,"44-111, South Hall 8",,,,
SMZ FOODS (PVT.) LTD,Pakistan,Dry goods | Private label | Pulses/ grains / cereals / flours | Rice | Spices & Seasonings,https://www.smzfoods.com,"N7-F51, North Hall 7",,,,
Snack Crops SA,Argentina,Halal and kosher food | Fortified foods & health products | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Salty Snacks | Free-from products | Health & Wellness Products | Popcorn | Dairy-free Products | Vegetable snacks | Healthy snacks | Gluten-Free Products,https://www.snackcrops.com/,"N8-A34, North Hall 8",,,,
Snack Land MENA,Saudi Arabia,Energy Drinks,https://viorainternational.com,"Z2-G14, Za'abeel Hall 2",,,,
Snacks and More Ltd,Latvia,Specialty food | Private label | Pulses/ grains / cereals / flours | Corn | Snacks | Ready-to-Eat | Salty Snacks | Popcorn,https://en.pophouse.lv/,"12-25, South Hall 2",,,,
Snacks El Valle,Spain,Savoury snacks | Vegan / Vegetarian Products | Sugar-free Products | Snacks | Salty Snacks | Nut-free Products | Free-from products | Dairy-free Products | Gluten-Free Products | Lactose-free Products,https://www.snackselvalle.com/,"14-33, South Hall 2",,,,
SNOWBERRY (MALAYSIA) SDN BHD,Malaysia,"Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Cordials & Syrups | Spreads, honey & jams | Sugar-free Products | Frozen food | Instant Beverages | Ice Cream | Ice Cream / Sorbet / Gelato | Free-from products | Gourmet & Fine Food | Energy Drinks | Specialty food | Condiments & sauces | Non-alcoholic Beverages | Cakes / Dessert | Instant hot beverages | Juices & Nectars",https://www.jvital.com.my,"Z5-A32, Za'abeel Hall 5",,,,
"SnowValley Liupanshan Food (Ningxia) Co., Ltd",China,Vegetable snacks | Snacks | Savoury Baked Products,https://www.snowvalley.com.cn/,"S-A82, Trade Centre Arena",,,,
SNT International LLC,United Arab Emirates,"Ready-to-Eat | Spreads, honey & jams | Cereals / Fruit Bars | Instant Noodles | Oats | Coffee | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Instant Beverages | Dry goods | Energy Drinks | Specialty food | Non-alcoholic Beverages | Healthy snacks",https://www.sntdistribution.com,"N1-G126, North Hall 1",,,,
SO VKUSOM LLC,Russian Federation,"Bakery, cakes & desserts | Alternative Milk Products | Fortified foods & health products | Sugar-free Products | Frozen Ready Meals | Frozen food | Free-from products | Frozen Dairy Products | Health & Wellness Products | Cakes / Dessert",https://sovkusom.group/en/,"33-2, South Hall 5",,,,
SOCIEDADE PANIFICADORA COSTA & FERREIRA SA,Portugal,World Food,https://www.paoderiomaior.pt,"2-93, South Hall 1",,,,
Societa Agricola C.O.P.A. Soc. Coop,Italy,Chilled & fresh food | Fresh Fruits & Vegetables,https://www.copacanino.it/,"GG-P8, North Hall 12",,,,
Societe Industrielle Marocaine Adil De Produits Agroalimentaires,Morocco,Condiments & sauces | Technology | Sustainability,https://www.simapagro.com,"50-106, South Hall 9",,,,
Societe Karanosa Food Comany,Morocco,World Food,,"49-105, South Hall 9",,,,
SODEA Tunisia,Tunisia,Chilled & fresh food | Fresh Fruits & Vegetables,https://www.sodea-fruits.com/,"44-84, South Hall 7",,,,
SODIAAL INTERNATIONAL,France,Cream & Cream Products | Cheese | Milk | Butter,https://sodiaal.coop/en/,"R-C2, Shk Rashid Hall",,,,
Sodiko,Belgium,Private label | Non-alcoholic Beverages | Juices & Nectars,https://www.sodiko.be,"12-10, South Hall 1",,,,
SOFIA NUTS LLC,Ukraine,Crackers | Specialty food | Ethnic Food | Vegetable & animal oils & fats | Agri-product Seeds | Snacks | Ready-to-Eat | Nuts | Organic products,https://www.sofianuts.com/,"1-13, South Hall 1",,,,
Sofracom SAS,France,Halal and kosher food | Tea | Coffee | Dried Milk Products | Dry goods | Milk | Condiments & sauces | Spices & Seasonings,https://www.sofracom.net,"Z2-D28, Za'abeel Hall 2",,,,
SOJ LLC,Russian Federation,Halal and kosher food | Vegan / Vegetarian Products | Dates & Date Palm Products | Fortified foods & health products | Sugar-free Products | Cereals / Fruit Bars | Snacks | Nuts | Organic products | Free-from products | Fortified & Functional Products | Health & Wellness Products | Healthy snacks | Gluten-Free Products,https://soj.ae/,"33-64, South Hall 5",,,,
SOKO,North Macedonia,Iced Tea | Non-alcoholic Beverages | Juices & Nectars,https://soko.com.mk/,"Z5-G21, Za'abeel Hall 5",,,,
Solana S.p.A,Italy,Halal and kosher food | Vegan / Vegetarian Products | Canned Products | Dry goods | Nut-free Products | Private label | Free-from products | Condiments & sauces | Gluten-Free Products | Organic products,https://www.solanaspa.it,"16-21, South Hall 3",,,,
Solarec,Belgium,Halal and kosher food | Dried Milk Products | Cheese | Frozen food | Organic products | Cream & Cream Products | Frozen Dairy Products | Milk | Butter,https://solarec.be/,"R-G17, Shk Rashid Hall",,,,
SOLE MIO,France,Artisanal | Specialty food | Frozen Ready Meals | Frozen food | Organic products,https://www.solemio.fr/fr/index.php,"8-3, South Hall 1",,,,
SOLEIL CREOLE,Reunion,World Food,https://www.soleilreunion.com,"7-55, South Hall 1",,,,
Solicia,Tunisia,Halal and kosher food | Vegan / Vegetarian Products | Dates & Date Palm Products | Snacks | Nuts | Fresh Fruits & Vegetables | Dry goods | Dried Fruit & Vegetables | Organic products | Free-from products | Olive Oil | Dried Fruits | Vegetable & animal oils & fats | Healthy snacks | Chilled & fresh food,https://www.solicia.tn/,"43-43, South Hall 7",,,,
SOLICO GROUP,United Arab Emirates,"Vegan / Vegetarian Products | Alternative Milk Products | Meat, poultry & seafood | Frozen Ready Meals | Fresh Ready Meals | Yoghurt (Regular, Flavoured, Fruit, etc.) | Frozen Meat | Coffee | Dried Milk Products | Frozen Seafood | Cheese | Frozen food | Ice Cream | Ice Cream / Sorbet / Gelato | Cream & Cream Products | Free-from products | Processed Meat | Frozen Dairy Products | Milk | Flavoured Water | Butter | Dairy-free Products | Energy Drinks | Condiments & sauces | Frozen Fruit & Vegetables | Fat-free Products | Non-alcoholic Beverages | Carbonated Soft Drinks | Gluten-Free Products | Lactose-free Products | Chilled & fresh food | Juices & Nectars",https://www.solico-group.com/,"B4-60, Hall 4",,,,
SOLIVERA,Tunisia,Olive Oil | Vegetable & animal oils & fats,https://solivera-oil.com,"Z1-D54, Za'abeel Hall 1",,,,
Solmaz Food Inc,Canada,"Frozen Meat | Halal and kosher food | Processed Meat | Meat, poultry & seafood | Frozen food",https://www.solmazfoods.ca,"S-H64, Trade Centre Arena",,,,
Solomon-trade LLC,Russian Federation,Value-Added Food | Gourmet & Fine Food | Specialty food | Healthy snacks | Snacks | Ready-to-Eat | Nuts,https://Www.agrosouz.net,"33-40, South Hall 5",,,,
Solyana Trading and Investment plc,Ethiopia,Pulses/ grains / cereals / flours | Coffee | Coffee Beans | Pulses,https://www.esolfarms.com,"5-80, South Hall 1",,,,
Solyana Trading and Investment plc,Ethiopia,Pulses/ grains / cereals / flours | Coffee Beans | Pulses,https://www.solyanacompany.com/,"N7-129, North Hall 7",,,,
SOLYMAR FOOD,Egypt,"Dry goods | Private label | Pasta | Spreads, honey & jams | Juices & Nectars",https://www.solymarfood.com,"Z5-F59, Za'abeel Hall 5",,,,
SOM CORN,Türkiye,Crackers | Dried Fruit & Vegetables | Nuts | Snacks | Salty Snacks,https://www.simsekogullari.com.tr,"A-186, South Hall 9",,,,
"Soma Suisan Co., Ltd",Japan,"Fish | Shellfish | Frozen Seafood | Fresh Seafood | Meat, poultry & seafood | Frozen food",https://www.somasuisan.com/en/,"S-D51, Trade Centre Arena",,,,
Somadir,Morocco,"Gluten-free Baked Goods | Bakery, cakes & desserts | Baked Goods | Baking Supplies | Specialty Breads",https://www.somadir.com,"47-105, South Hall 8",,,,
SOMAFACO,Morocco,"Bakery, cakes & desserts | Halal and kosher food | Ready-to-Eat | Artisanal | Dry goods | Instant Soups | Specialty food | Baked Goods | Spices & Seasonings | Ethnic Food",https://somafaco.com/,"47-43, South Hall 8",,,,
Somerdale,United Kingdom,Butter | Cheese,https://somerdale.com/,"R-D2, Shk Rashid Hall",,,,
"Somi Shokuhin Co., Ltd",Japan,Condiments & sauces,https://www.somi.co.jp/oversea/en/,"31-18, South Hall 5",,,,
"SOMYAWEE CO., LTD",Thailand,"Savoury snacks | Finger Food | Gluten-free Baked Goods | Bakery, cakes & desserts | Vegan / Vegetarian Products | Fortified foods & health products | Sugar-free Products | Cereals / Fruit Bars | Savoury Baked Products | Snacks | Salty Snacks | Nuts | Value-Added Food | Dried Fruit & Vegetables | Private label | Crisp Bread | Technology | Free-from products | Smart Food | Health & Wellness Products | Crackers | Specialty food | Vegetable snacks | Healthy snacks | Gluten-Free Products",https://www.jpfoodhouse.com,"N2-B52, North Hall 2",,,,
SONA ROASTARY,United Arab Emirates,Savoury snacks | Dried Fruit & Vegetables | Finger Food | Nuts | Snacks | Popcorn | Salty Snacks | Savoury Baked Products,https://www.sona.ae,"N2-B139, North Hall 2",,,,
SONAB,Tunisia,Halal and kosher food | Dates & Date Palm Products | Ready-to-Eat | Fortified foods & health products | Snacks | Value-Added Food | Dried Fruit & Vegetables | Private label | Dry goods | Fruit Oil | Health & Wellness Products | Gourmet & Fine Food | Specialty food | Fair Trade | Dried Fruits | Vegetable & animal oils & fats | Organic products | Ethnic Food,https://www.sonab-ced.com,"43-17, South Hall 7",,,,
Soneri International General Trading LLC,United Arab Emirates,Specialty food | Private label | Pulses/ grains / cereals / flours | Rice | Brown Rice | Ready-to-Eat,https://soneriinternational.com/,"N3-C40, North Hall 3",,,,
Songa,Ecuador,"Crustacean | Meat, poultry & seafood",https://www.songa.com/en,"S-B21, Trade Centre Arena",,,,
SONI FOODS LLC,United Arab Emirates,"Bakery, cakes & desserts | Baked Goods",https://sonifoods.com/,"N1-B95, North Hall 1",,,,
Sonya's Secret Garden,Philippines,"Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Tea | Ready-to-Eat | Meat, poultry & seafood | Frozen food | Artisanal | Frozen Baked Goods | Processed Meat | Free-from products | Specialty Breads | Gourmet & Fine Food | Specialty food | Baked Goods | Condiments & sauces",https://sonyasgarden.com,"N2-C8, North Hall 2",,,,
SOO Agro,Rwanda,Chilled & fresh food | Fresh Fruits & Vegetables,https://sooagro.co.rw,"GG-U30, North Hall 12",,,,
SOOFTY DRINK,France,Non-alcoholic Beverages | Carbonated Soft Drinks,https://soofty.fr/fr/,"Z5-J33, Za'abeel Hall 5",,,,
SOP FOODS SDN BHD,Malaysia,"Oil | Private label | Bakery, cakes & desserts | Halal and kosher food | Vegetable & animal oils & fats | Baking Supplies",https://www.sopfoods.com,"Z1-A29B, Za'abeel Hall 1",,,,
Sorbe Drink,Türkiye,Iced Tea | Halal and kosher food | Vegan / Vegetarian Products | Sugar-free Products | Nut-free Products | Private label | Organic products | Free-from products | Flavoured Water | Dairy-free Products | Gourmet & Fine Food | Specialty food | Fat-free Products | Non-alcoholic Beverages | Gluten-Free Products | Lactose-free Products | Juices & Nectars | Ethnic Food,https://sorbedrink.com/,"Z4-D12, Za'abeel Hall 4",,,,
Soreal ME&NA,Egypt,Specialty food | Condiments & sauces | Halal and kosher food | Cheese | Ready-to-Eat,https://www.soreal.fr/en/corporate/presentation/soreal-me&na,"45-22, South Hall 8",,,,
Sori Italia S.r.l,Italy,Alternative Milk Products | Cheese | Butter,https://soritalia.com/,"B1-3, Hall 1",,,,
