Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score
Great Lakes Pallet,United States of America,Loves Park,,IFT FIRST Expo 2026,https://www.greatlakespallet.com/,,8156371500,,,South Building — 4741,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276190,,,,,,,,,partial,1
Green Fresh (Fujian) Foodstuff Co Ltd,China,Longhai,,IFT FIRST Expo 2026,https://www.greenfreshfood.com/,mkt@greenfreshfood.com,86-592-5213819,https://www.linkedin.com/company/13248189/admin/dashboard,https://instagram.com,South Building — 3006,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00867322,,https://www.facebook.com,,,,,,,partial,2
Green Future Biotech Sdn. Bhd.,Malaysia,Kuantan Phang,,IFT FIRST Expo 2026,http://www.greenfuture. com. my,,+60 12 3219658,,,South Building — 1165 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274638,,,,,,,,,partial,1
Groward Group,Lithuania,Kaunas,,IFT FIRST Expo 2026,http://www.groward.eu,atsiliepimai@groward.eu,+370 800 00 121,https://www.linkedin.com/company/groward-group,,South Building — 2078,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271014,,https://www.facebook.com/GrowardGroup,,,,,,,partial,2
GrowinCo.,United States of America,Chicago,,IFT FIRST Expo 2026,https://growinco.com/en/,,,https://br.linkedin.com/company/growin-co,https://www.instagram.com/growinco,South Building — ST92 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01247726,,https://www.facebook.com/profile.php,,,,,,,partial,1
Grupo Vida,Mexico,Zapopan,,IFT FIRST Expo 2026,https://grupovida.com/,atencionalcliente@grupovida.com,33 32-08-04-00,,,South Building — 3456,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01092737,,,,,,,,,partial,2
"Guangxi Jinyuan Biochemical Industrial Co., Ltd.",China,Guiping City,,IFT FIRST Expo 2026,http://www.jinyuanbiochem.com,jybc@jinyuan-biochem.com,10201398,,,South Building — 2425,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240175,,,,,,,,,partial,2
"Gumix International, Inc.",United States,Fort Lee,,IFT FIRST Expo 2026,https://www.gumix.com,info@gumix.com,201 947-6300,,,South Building — 4142,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002819,,,,,,,,,partial,2
Guzen Development Inc,United States,Walnut Creek,,IFT FIRST Expo 2026,http://www.guzendevelopment.com,sales@guzendevelopment.com,2015/2283,https://www.linkedin.com/company/squarespace,,South Building — 1655 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00560719,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
H&M USA Inc,United States of America,Syosset,,IFT FIRST Expo 2026,http://www.hmusainc.com,info@hmusainc.com,516-349-9888,http://www.linkedin.com/company/h&m-usa-inc-,,South Building — 4645,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271016,,,,,,,,,partial,2
Hainan Super Biotech Co Ltd,China,Haikou,,IFT FIRST Expo 2026,http://www.super-biotech.com,sales_department@super-bio.com.cn,+86 898-68637173,https://www.linkedin.com/company/hainan-super-biotech-rosemary-extract,https://www.instagram.com/superbiotech,South Building — 1549 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01187184,,https://www.facebook.com/HainanSuperBiotechRosemaryExtract,,,,,,,partial,2
Hanamaruki Foods Inc.,Japan,Tokyo,,IFT FIRST Expo 2026,https://www.hanamaruki.co.jp/english.html,,81-9047144488,,,South Building — 1723,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00020547,,,,,,,,,partial,1
"Handan Green And Healthy Dehydrated Vegetables Food Co.,Ltd",China,Handan,,IFT FIRST Expo 2026,https://www.lverkang.cn/,wang@lverkang.cn,https://api.whatsapp.com/send?phone=+86,https://www.linkedin.com/in/maisie-dehydrated-vegetables-liu-74b773197,,South Building — 4622,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243173,,,,,,,,,partial,2
Handary SA,Belgium,Brussels,,IFT FIRST Expo 2026,http://www.handary.com,yourname@domainname.com,+32 23 74 63 14,https://be.linkedin.com/company/handary-s-a,,South Building — 2578,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00350702,,https://www.facebook.com/HandaryCompany,,,,,,,partial,2
"Hangzhou Levinthal Biotechnology Co.,Ltd",China,Hangzhou Zhejiang,,IFT FIRST Expo 2026,https://www.levinthal.bio/,,,https://www.linkedin.com/company/hangzhou-levinthal-biotechnology-co-ltd,,South Building — 108 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01269715,,,,,,,,,partial,1
"hangzhou RuiLin Chemical Co.,Ltd.",China,Hangzhou,,IFT FIRST Expo 2026,http://www.hzrlhg.com,,11 2019-11,,,South Building — 415,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01269717,,,,,,,,,partial,1
"Hangzhou Skyherb Technologies Co., Ltd.",China,Hangzhou,,IFT FIRST Expo 2026,https://www.skyherbusa.com/,,+8657188053319 ext. 809,https://www.linkedin.com/company/skyherb,,South Building — 2606,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00682923,,,,,,,,,partial,1
"Hangzhou Xinfu Science & Technology Co., Ltd.",China,Hangzhou,,IFT FIRST Expo 2026,https://en.yifanyy.com/index.html,,16/09/2025,http://www.linkedin.com/company/xinfu-science,,South Building — 4161,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263579,,,,,,,,,partial,1
Happy Plant Protein,Finland,Espoo,,IFT FIRST Expo 2026,https://www.happyplantprotein.com/,jari@happyplantprotein.com,+46 72 393 3775,https://www.linkedin.com/company/happyplantprotein,,South Building — ST71 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273806,,,,,,,,,partial,2
Hardline Corporation,United States of America,Middletown,,IFT FIRST Expo 2026,https://www.hardlinekitchen.com/,contact@hardline-corporation.com,+1 815 219-4162,,,South Building — 3249 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272403,,,,,,,,,partial,2
Harris Global Group,United States of America,Anaheim,,IFT FIRST Expo 2026,https://harrisspice.com/,,(714) 507-1919,https://www.linkedin.com/company/harris-spice-company,,South Building — 4709,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274640,,,,,,,,,partial,1
Harris Woolf Almonds,United States of America,Coalinga,,IFT FIRST Expo 2026,https://harriswoolfalmonds.com/,,,https://www.linkedin.com/company/harriswoolfalmonds/posts,https://www.instagram.com/hwalmonds,South Building — 4533,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00553351,,https://www.facebook.com/profile.php,,,,,,,partial,1
"Hauschild SpeedMixer, Inc.",United States of America,Farmington Hills,,IFT FIRST Expo 2026,http://www.speedmixer.com,,8777736937,,,South Building — 4855,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276052,,,,,,,,,partial,1
Hawkins Inc,United States of America,Roseville,,IFT FIRST Expo 2026,https://www.hawkinsinc.com/groups/food-ingredients/,customer.service@hawkinsinc.com,800-328-5460,,,South Building — 2081,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016135,,,,,,,,,partial,2
HB Taylor,United States of America,Chicago,,IFT FIRST Expo 2026,http://hbtaylor.com,customerservice@hbtaylor.com,2016-12-11,https://www.linkedin.com/company/3995095,,South Building — 1610,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01207737,,,,,,,,,partial,2
Healthy Food Ingredients,United States,Fargo,,IFT FIRST Expo 2026,https://www.hfifamily.com/,,2016-09-09,https://www.linkedin.com/company/healthy-food-ingredients-llc,https://www.instagram.com/healthyfoodingredients,South Building — 1453 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00100706,,https://www.facebook.com/HealthyFoodIngredients,,,,,,,partial,1
Healthy Foods Egypt,Egypt,Cairo,,IFT FIRST Expo 2026,http://www.healthyfoodsegypt.com,,+201060440449,,,South Building — 1475,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266455,,,,,,,,,partial,1
Heartland Supply,United States of America,Fayetteville,,IFT FIRST Expo 2026,https://heartlandsupply.com/,csr@heartlandsupply.com,+1-479-444-0970,,,South Building — 4414,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010535,,,,,,,,,partial,2
"HEBEI GUANGXIANG PHARMACEUTICAL CO.,LTD.",China,Cangzhou,,IFT FIRST Expo 2026,http://www.sjzsiyao.com,office@sjzsiyao.com,2026-05-25,,,South Building — 1481,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01222058,,,,,,,,,partial,2
"Hebei Haodong Biological Technology Co.,Ltd",China,Hengshui city,,IFT FIRST Expo 2026,http://www.igelatin.com,info@igelatin.com,+86-186-8100 7286,https://www.linkedin.com/company/igelatin,,South Building — 4627,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272050,,https://www.facebook.com/hdswkj,,,,,,,partial,2
"Hebei PureHealth Biotech Co., Ltd.",China,Handan City,,IFT FIRST Expo 2026,http://www.hbpurehealth.com/,,,,,South Building — 4819,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266486,,,,,,,,,partial,1
"Henan Feitian Biotechnology Co., Ltd",China,Hebi,,IFT FIRST Expo 2026,https://www.hnycft.com,,+86 532-80868966,,,South Building — 3079,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240706,,,,,,,,,partial,1
"Henan Jindan Lactic Acid Technology Co., Ltd.",China,Dancheng County,,IFT FIRST Expo 2026,https://www.jindanlactic.com,jindanla@jindanlactic.com,+86-371-60136136,,,South Building — 3120,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00098042,,,,,,,,,partial,2
"HENAN SUNNY FOODSTUFF CO.,LTD.",China,Xiangcheng,,IFT FIRST Expo 2026,https://www.hnsunnyfood.com,kelly@hnsunnyfood.com,https://wa.me/+8618638212399,,,South Building — 3762,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00652899,,,,,,,,,partial,2
"Henan Weichuang Bio-tech Co.,Ltd",China,Xinxiang,,IFT FIRST Expo 2026,https://www.weichuangbio-tech.com/,,+86-373-6815726,,,South Building — 4628,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01251624,,,,,,,,,partial,1
"Henan Zhongda Hengyuan Biotechnology Stock Co.,Ltd",China,Luohe,,IFT FIRST Expo 2026,http://www.zdextract.com,sales02@hazhongda.com,+1 4088887023,,https://www.instagram.com/zhongdahengyuan1993,South Building — 1272,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00877717,,https://www.facebook.com/profile.php,,,,,,,partial,2
Herbospice,Spain,San Gines,,IFT FIRST Expo 2026,https://www.herbospice.com/en/,info@herbospice.com,+34 968 88 28 73,https://www.linkedin.com/company/herbospice-sl,,South Building — 2917,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245373,,,,,,,,,partial,2
HERBS HELLAS S.A,Greece,Velestino,,IFT FIRST Expo 2026,https://herbshellas.gr,,+30 24257 72833,,,South Building — 4734,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274043,,,,,,,,,partial,1
Himalayan Secrets,United States of America,Windsor,,IFT FIRST Expo 2026,http://www.himalayansecrets.com,,8604000150,,,South Building — 2178,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271018,,,,,,,,,partial,1
Hinalea Imaging,United States of America,Emeryville,,IFT FIRST Expo 2026,https://hinalea.ai/,,+1 510 879-6408,https://www.linkedin.com/company/hinalea-imaging,,South Building — ST2 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266459,,https://www.facebook.com/HinaLeaImaging,,,,,,,partial,1
Holton Food Products,United States of America,Elgin,,IFT FIRST Expo 2026,https://www.holtonfp.com/,info@holtonfp.com,1-708-352-5599,,,South Building — 2025,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003046,,,,,,,,,partial,2
Hoogwegt Group,United States,Lake Forest,,IFT FIRST Expo 2026,https://hoogwegt.com/,,+65 6908 5037,https://www.linkedin.com/company/hoogwegt-groep-bv,https://www.instagram.com/hoogwegtinternational,South Building — 3936,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00012114,,,,,,,,,partial,1
Horner International,United States,Durham,,IFT FIRST Expo 2026,http://www.hornerinternational.com,sales@hornerintl.com,+1 919-787-3112,,,South Building — 3246,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023572,,,,,,,,,partial,2
Hosokawa Micron Powder Systems,United States,Summit,,IFT FIRST Expo 2026,https://www.hmicronpowder.com/,,1-907-273-6360,,,South Building — 2409,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00351036,,,,,,,,,partial,1
House Foods Holding USA Inc.,United States,Garden Grove,,IFT FIRST Expo 2026,https://www.house-foods.com/,,1(714)901-4350,,,South Building — 1654 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017817,,,,,,,,,partial,1
HPS Food & Ingredients,Canada,Saskatoon,,IFT FIRST Expo 2026,https://www.hpsfood.com,,,https://ca.linkedin.com/company/hps-food-ingredients-inc,,South Building — 1574,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01189597,,,,,,,,,partial,1
HRBL Wellness,United States of America,Whippany,,IFT FIRST Expo 2026,http://vishal@hrbl-wellness.com,info@hrbl-wellness.com,,https://linkedin.com/company/hrbl-wellness,https://instagram.com/drinkhrbl,South Building — ST78 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274342,,http://www.facebook.com/people/HRBL/61585085761511,,,,,,,partial,2
"Hubei Sanjiang Good Biotech Co.,Ltd.",China,HUBEI,,IFT FIRST Expo 2026,,,,,,South Building — 3182,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273325,,,,,,,,,partial,1
Huber Nutrition Calcium,United States of America,Atlanta,,IFT FIRST Expo 2026,http://www.hubercal.com,,866-252-3699,http://www.linkedin.com/company/huber-engineered-materials,,South Building — 3637,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00130537,,,,,,,,,partial,1
Human Metabolome Tech,United States of America,Boston,,IFT FIRST Expo 2026,https://en.humanmetabolome.com/,hmtamerica@humanmetabolome.com,+81 3 3551 2180,https://www.linkedin.com/company/human-metabolome-technologies,,South Building — 1974,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01208245,,https://www.facebook.com/Human-Metabolome-Technologies-America-Inc-1539429129630553,,,,,,,partial,2
Hunan Huacheng/Adallen Nutrition,China,Changsha,,IFT FIRST Expo 2026,http://www.huachengbio.com,,+86-731-88988189,https://www.linkedin.com/company/3647419/admin/page-posts/published,,South Building — 4432,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00915799,,https://www.facebook.com/huachengbio,,,,,,,partial,1
"Hunan Jiayi Biotechnology Co.,Ltd.",China,Xiangtan,,IFT FIRST Expo 2026,http://www.biojiayi.com/en,yalex@biojiae.com,+86-15858300458,,,South Building — 4638,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243174,,,,,,,,,partial,2
Hunan Nutramax Inc,China,CHANGSHA,,IFT FIRST Expo 2026,http://www.nutra-max.com,,2026-05-13,,,South Building — 1550 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00886062,,,,,,,,,partial,1
Hunterlab,United States,Reston,,IFT FIRST Expo 2026,https://hunterlab.com,info@hunterlab.com,703-471-6870,https://www.linkedin.com/company/hunterlab,"https://www.instagram.com/hunterlabcolor/""",South Building — 3965,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003118,,https://www.facebook.com/HunterLab,,,,,,,partial,2
Hydrite,United States,Brookfield,,IFT FIRST Expo 2026,https://www.hydrite.com,,262-792-1450,https://www.linkedin.com/company/hydrite-chemical-co-,https://www.instagram.com/hydrite,South Building — 4039,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00008197,,https://www.facebook.com/hydrite,,,,,,,partial,1
Hydrosome Labs LLC,United States of America,Westmont,,IFT FIRST Expo 2026,https://hydrosomelabs.com/,,,,,South Building — ST77 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01239583,,,,,,,,,partial,1
Hyfe Foods,United States of America,San Francisco,,IFT FIRST Expo 2026,https://hyfe.tech/,info@hyfefoods.com,,https://www.linkedin.com/company/hyfetech,,South Building — ST6 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276701,,,,,,,,,partial,2
Hylen Co Ltd,China,Qingdao,,IFT FIRST Expo 2026,http://www.hylen.cn/,sales@hylen.cn,+86-532-55683066,https://www.linkedin.com/uas/login,,South Building — 122,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01157649,,,,,,,,,partial,2
Hyundai C-Square,"Korea, Republic of",Seoul,,IFT FIRST Expo 2026,http://www.hyundaicsquare.com,,02-390-1433,https://www.linkedin.com/company/hyundai-csquare,,South Building — 4653,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274642,,,,,,,,,partial,1
ICL Food Specialties,United States,Webster Groves,,IFT FIRST Expo 2026,https://www.iclfood.com/,,+ 01 02 03 04 05,https://www.linkedin.com/company/icl-food-specialties,,South Building — 1432,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023824,,,,,,,,,partial,1
ICOF MUSIM MAS,United States of America,CINCINNATI,,IFT FIRST Expo 2026,http://musimmas.com,icofamerica.sales@icofgroup.com,2261 4918,https://www.linkedin.com/company/musim-mas-group,https://www.instagram.com/musimmas_group,South Building — 4649,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00687601,,https://www.facebook.com/MusimMasGroup,,,,,,,partial,2
Icon Foods Inc,United States,Portland,,IFT FIRST Expo 2026,https://www.iconfoods.com/,sales@iconfoods.com,310 455-9876,https://www.linkedin.com/company/320936,https://www.instagram.com/icon_foods,South Building — 3242,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00570772,,https://www.facebook.com/iconfoodsingredients,,,,,,,partial,2
Idaho Pacific Holdings,United States,Ririe,,IFT FIRST Expo 2026,https://www.idahopacific.com,ipc@idahopacific.com,+1 208 538-6971,https://www.linkedin.com/company/idaho-pacific-holdings,https://www.instagram.com/squarespace,South Building — 3635,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011225,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
IEH Laboratories & Consulting Group,United States of America,Lake Forest Park,,IFT FIRST Expo 2026,https://www.iehinc.com/,info@iehinc.com,206 522-5432,https://www.linkedin.com/company/ieh-inc-,,South Building — 4264,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00112537,,,,,,,,,partial,2
IFC Solutions,United States of America,Linden,,IFT FIRST Expo 2026,https://ifc-solutions.com/,logo-sml-onwhite@2x.png,+1-908-862-8810,,,South Building — 3503,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003381,,https://www.facebook.com/IFCSolutions,,,,,,,partial,2
IFT CoDeveloper,United States of America,Chicago,,IFT FIRST Expo 2026,https://codeveloper.ift.org/,,,https://www.linkedin.com/company/codeveloper-ift,,South Building — 207,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01177070,,,,,,,,,partial,1
"IKA Works, Inc.",United States of America,Wilmington,,IFT FIRST Expo 2026,http://www.ika.com,,+49 7633 831 0,https://www.linkedin.com/company/ika-works,https://www.instagram.com/ikaworldwide,South Building — 4742,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019800,,https://www.facebook.com/IKAworldwide,,,,,,,partial,1
Illinois Department of Agriculture,United States,Springfield,,IFT FIRST Expo 2026,https://test.com,,1(217)782-5809,,,South Building — 1607,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003175,,,,,,,,,partial,1
IMCD,United States of America,Westlake,,IFT FIRST Expo 2026,https://www.imcdus.com/business-groups/food-and-nutrition,,1-844-458-7111,,,South Building — 1832,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00586409,,,,,,,,,partial,1
"Impact Products, LLC",United States of America,Heber City,,IFT FIRST Expo 2026,http://www.impactyourlife.co/keychain,,,,,South Building — 1677,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01220932,,,,,,,,,partial,1
Improve,France,dury,,IFT FIRST Expo 2026,https://www.improve-innov.com,,,https://www.linkedin.com/company/sas-improve,,South Building — ST34 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275201,,,,,,,,,partial,1
Incipientus,Sweden,"Västra Frölunda,",,IFT FIRST Expo 2026,http://www.incipientus.com,,+46727446649,,,South Building — 3153 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273796,,,,,,,,,partial,1
Indcresa (USA) LLC,United States of America,Naples,,IFT FIRST Expo 2026,https://indcresa.com/,protecciondatos@indcresa.com,+34 93 736 23 70,https://www.linkedin.com/company/indcresa,,South Building — 4660,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01031724,,,,,,,,,partial,2
"Indiana Sugars, Inc.",United States,Lemont,,IFT FIRST Expo 2026,http://www.sugars.com,myonover@buysugars.com,https://wa.me/630-739-9151,https://www.linkedin.com/company/indiana-sugars-inc.,,South Building — 222,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019161,,,,,,,,,partial,2
Indoharvest Spice,Indonesia,Mojokerto,,IFT FIRST Expo 2026,http://.,,,,,South Building — 2916,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240200,,,,,,,,,partial,1
Indus Farms Superfoods,United States of America,chicago,,IFT FIRST Expo 2026,http://www.indusfarms.com,,,,,South Building — ST24 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01249973,,,,,,,,,partial,1
Industry Transparency Center,United States of America,Chicago,,IFT FIRST Expo 2026,https://www.itcstrategy.com,info@itcstrategy.com,60610-9998,https://www.linkedin.com/company/trusttransparency,,South Building — 3835,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01204748,,,,,,,,,partial,2
Infusd Nutrition,Canada,Halifax,,IFT FIRST Expo 2026,https://infusd.ca/,,,https://www.linkedin.com/company/infusd-nutrition,,South Building — ST65 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01261681,,,,,,,,,partial,1
"Ingia Bio,lnc",United States of America,Ontario,,IFT FIRST Expo 2026,https://www.ingiabio.com,,909 504 7986,https://www.linkedin.com/company/20423173,,South Building — 4541,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243877,,,,,,,,,partial,1
Ingredion Incorporated,United States of America,Westchester,,IFT FIRST Expo 2026,http://ingredion.com,,708-209-0629,,,South Building — 1132,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001570,,,,,,,,,partial,1
"Inner Mongolia Condeboo Biotech Co.,Ltd.",China,Hohhot,,IFT FIRST Expo 2026,http://www.condeboo.com,,2026001259,,,South Building — 3421,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273798,,,,,,,,,partial,1
"Innophos, Inc.",United States,Cranbury,,IFT FIRST Expo 2026,http://www.innophos.com,,609-495-2495,https://www.linkedin.com/company/innophos,,South Building — MR3388,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00025767,,,,,,,,,partial,1
Innova Market Insights,United States of America,Chicago,,IFT FIRST Expo 2026,https://www.innovamarketinsights.com,,+31 26 319 2000,https://www.linkedin.com/company/innovamarketinsights,,South Building — 1179,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00384256,,,,,,,,,partial,1
Interfiber Ltd,Poland,Klembow,,IFT FIRST Expo 2026,https://interfiber.com/,headquater@interfiber.com,+48 22 648 25 09 2022,https://www.linkedin.com/company/interfiber-sp.-z-o.o,,South Building — 541,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00454209,,https://www.facebook.com/naturalfoodfibers,,,,,,,partial,2
International Food Products Corporation,United States of America,St. Louis,,IFT FIRST Expo 2026,https://ifpc.com/,,63026 800.22,https://www.linkedin.com/company/international-food-products,https://www.instagram.com/ifpc_ingredients,South Building — 4457,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00662146,,https://www.facebook.com/IntlFood,,,,,,,partial,1
International Paper,United States,Indianapolis,,IFT FIRST Expo 2026,https://www.internationalpaper.com/,,317-704-1200,https://www.linkedin.com/company/international-paper,https://www.instagram.com/internationalpaper,South Building — 1841,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00101832,,https://www.facebook.com/InternationalPaper,,,,,,,partial,1
Interstarch USA Inc,United States of America,Beaverton,,IFT FIRST Expo 2026,https://interstarch.com.ua/,,2026 22.04.2026,https://www.linkedin.com/company/interstarch-usa-inc,,South Building — 4110,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01045622,,,,,,,,,partial,1
Invico Worldwide,United States of America,Sunny Isles Beach,,IFT FIRST Expo 2026,https://www.invicoworldwide.com,info@invicoworldwide.com,+1.786.232.3851,https://www.linkedin.com/company/covico-coconut-solutions,https://www.instagram.com/invicoworldwide,South Building — 3305,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01193838,,https://www.facebook.com/pages/category/Food---Beverage/Invico-Worldwide-111201657242175,,,,,,,partial,2
Islamic Food and Nutrition Council of America (IFANCA),United States of America,Des Plaines,,IFT FIRST Expo 2026,http://www.ifanca.org,halal@ifanca.org,+1 847 993-0034,,https://instagram.com/ifanca_halal,South Building — 4128,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00013942,,https://facebook.com/ifanca,,,,,,,partial,2
