name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,pinterest,wechat,weibo,whatsapp,logo,last_approval
Sellwell International Enterprises Limited,sellwell-international-enterprises-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sellwell-international-enterprises-limited.html,Hong Kong,,"Tsuen Wan, New Territories",,"Room C, 14/F, Waylee Industrial Centre, #30-38 Tsuen King Circuit",,+86 750 633 7222,+86 750 633 7227,amylui@sellwell-hk.com,https://www.sellwell-hk.com,,"Sellwell International Enterprises Limited is an International Sales Department for Yonglian Tablewares Factory, with Head...",11.1,H11.1-F02,,,Modern Kitchen & Baking,,,Stainless Steel Coffee Maker; Stainless Steel Espresso Maker; Stainless Steel Kitchenware; Stainless Steel Kettle; Glass Tea Pot,,,,,,,https://www.youtube.com/@Sellwellhk,,,,,,,2025-12-05T07:51:32
Seltmann Publishers GmbH,seltmann-publishers-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/seltmann-publishers-gmbh.html,Germany,DEU_11,Berlin,10585,Zillestr. 105a,,,,info@seltmannpublishers.com,https://www.seltmannpublishers.com,,Print is not dead! Unsere Geschichte reicht über fünf Generationen zurück: 1852 begann alles mit Steindruckermeister Karl...,4.2,H4.2-C53,,,,,,Paperscraper Hochausblöcke; Polaroid Kalender; Vinyl Cover Kalender; Abreiss Kalender; Print is not dead,,,,,,,,,,,,,,2025-10-14T07:46:54
Sencam Cam Kozmetik San.ve Tic. Ltd. Sti,sencam-cam-kozmetik-sanve-tic-ltd-sti,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sencam-cam-kozmetik-sanve-tic-ltd-sti.html,Türkiye,,Esenyurt,34522,Osmangazi Mah. Bugday Sok. No: 10 Kirac,Kirac,+90 212 451 61 31,,info@sencamsanayi.com,https://www.sencamsanayi.com,,Our factory has established by 1972 and we have 30 ton/ day gross - 12 ton/day net soda lime glass production without lead...,12.0,H12.0-B31,,,,,,blown glass; table top glass; hand made glass; parfum bottle; glass manufacturer,,,,,,,,,,,,,,2025-10-24T11:10:40
Sensoy Madeni Esya Ve Kalip Sanayi Ticaret Limited Sirketi,sensoy-madeni-esya-ve-kalip-sanayi-ticaret-limited-sirketi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sensoy-madeni-esya-ve-kalip-sanayi-ticaret-limited-sirketi.html,Türkiye,,Beylikdüzü - Istanbul,34524,Beylikdüzü OSB Mah. Mustafa Kurtoğlu Cad. Korkmaz İş hanı No: 38,,+90 534 735 19 05,+90 212 549 39 25,yigit@seden.com.tr,https://www.seden.com.tr,,"Since 2008 SEDEN in the steel kitchen utensils sector, with the approach of constant quality and unconditional customer satisfaction...",8.0,H8.0-M50G,,,,,,TRAY; Tea sets; SEDEN; SENSOY; CUTLERY SETS,,,https://www.facebook.com/Seden-Mutfak-E%C5%9Fyalar%C4%B1-329576610465175/,https://www.instagram.com/sedenmutfak/,,,,,,,,,,2025-12-11T12:44:22
Senur Elektrik Motorlari Sanayi Ve Ticaret Anonim Sirketi,senur-elektrik-motorlari-sanayi-ve-ticaret-anonim-sirketi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/senur-elektrik-motorlari-sanayi-ve-ticaret-anonim-sirketi.html,Türkiye,,Avcılar/Istanbul,34310,Cihangir Mah. Dolum Tesisleri Cad. Şehit Piyade Er Yavuz Bahar Sok. No: 7,,+90 212 422 13 30,,bora@senur.com.tr,https://www.senur.com.tr,,,8.0,H8.0-M50H,,,,,,,,,https://www.facebook.com/Arnica.Senur/,https://www.instagram.com/arnicaevaletleri/,,https://twitter.com/ArnicaEvAletler,,,,,,,,2025-12-11T12:47:44
senz umbrellas B.V.,senz-umbrellas-bv,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/senz-umbrellas-bv.html,Netherlands,,Etten-Leur,4879 AV,Kroonstraat 9,,,,info@senz.com,https://www.senz.com,,"At senz°, we believe that smart design makes all the difference. What started as an idea from three Dutch designers who were...",4.2,H4.2-H49,,,Global Sourcing Giving,,,innovative travel gear; Sturmregenschirm; nachhaltiges Design; storm umbrella; sustainable design,,,https://www.facebook.com/senzumbrellas,https://www.instagram.com/senz_umbrellas/,https://www.linkedin.com/company/senz,,,,,,,,,2025-11-12T12:39:29
SEPIO 222 Sp. z o.o.,sepio-222-sp-z-oo,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sepio-222-sp-z-oo.html,Poland,,Włoszczowice,28-404,Leśna 1,,+48 888 404 178,,export@sepio.com.pl,https://www.sepio.com.pl,,Sepio – Where Laundry Meets Longevity & Eco Design Sepio is a dynamically growing manufacturer and trade company based in...,9.3,H9.3-A54,,,Interior Design; Top Deals & Collections,,,Laundry racks; Clothes airers; Bathroom accessories; Ironing boards; Wood; Wäscheständer; Ceiling dryers; Mounted clothes airers; Toilet seats; hangers,,,https://www.facebook.com/SepioTwojeWnetrze/,,https://www.linkedin.com/company/sepio-your-interior,,https://www.youtube.com/channel/UCDtpKWnW29I1SjDxX69fX6Q,,,,,,company_pictures/10000001202601/461576/1760100032985_2366846548.jpg,2025-10-15T10:25:49
Sequenze Srl,sequenze-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sequenze-srl.html,Italy,Macerata,Pollenza,62010,Via Enrico Mattei 13,,,,info@sequenze.eu,https://www.sequenze.eu,,"Sequenze was born as a brand traditionally linked to photoframes, in the silverware branch. The Company grows over time, expressing...",3.1,H3.1-C79,,,Global Sourcing Living; Interior Design,,,Sculpture; Home decor; Figures; Art,,,https://www.facebook.com/Sequenze.Italia,https://www.instagram.com/sequenze.italia/,https://www.linkedin.com/in/sequenze-srl-ab9436210,,,,https://www.pinterest.com/SequenzeItalia/,,,,,2026-03-08T05:37:24
Serax NV,serax-nv,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/serax-nv.html,Belgium,,Kontich,2550,Veldkant 21,,+32 3 458 05 82,+32 3 458 05 84,jacqueline.stahl@serax.com,https://www.serax.com,,"Over 30 years, Serax has helped create unforgettable moments in people’s homes and in the best restaurants and hotels around...",3.1,H3.1-G66,,Hospitality Interiors,HoReCa; Interior Design,,,outdoor furniture; Design; Tableware; furniture; lighting,,,,,,,,,,,,,,2026-03-08T04:02:34
Sercan Mefrusat Dekorasyon Pazarlama San. ve Tic. Ltd. Sti.,sercan-mefrusat-dekorasyon-pazarlama-san-ve-tic-ltd-sti,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sercan-mefrusat-dekorasyon-pazarlama-san-ve-tic-ltd-sti.html,Türkiye,,Istanbul,34218,Mahmutbey Mah. Istoc Toptancilar Carsisi 5. Ada No: 71-73-75-77,5. Ada No: 71-73-75-77,+90 545 675 42 70,,ozgur@sercanltd.com,https://www.sermat.com.tr,,"Our Company established in 1983.SERCAN MEFRUSAT company , do the production under brand of SERMAT.We produce shelf liners...",9.3,H9.3-F30,,,Global Sourcing Dining; Interior Design,,,"shelf liner , drawer liner , eva , bath mat , bathroom mat , foils; door mat , carpet , outdoor mat , anti slip mat , non adhesive covers ,; non slip mat , transparent film ,",,,,https://www.instagram.com/sermat_home_collection/,,,,,,,,,,2025-11-06T09:56:17
Serinova Plastik San. Dis Tic. Ltd. Sti.,serinova-plastik-san-dis-tic-ltd-sti,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/serinova-plastik-san-dis-tic-ltd-sti.html,Türkiye,,"Bagcilar, Istanbul",34203,Istoc 15. Ada No: 152,,+90 553 931 12 05,+90 212 659 15 09,serdar@serinova.com.tr,https://www.serinova.com.tr,,"Our company which started to produce in a small workshop in Bayrampasa, İstanbul in 1986,saw the gap in the field of “Plastic...",9.3,H9.3-C81,,,,,,FLOWER POT; GARDEN STORAGE BOX; GARDEN TROLLEY; POT; BLUMENTOPF,,,https://www.facebook.com/serinovaplastik/,https://www.instagram.com/serinovaplastik/,,,,,,,,,,2026-01-19T09:00:47
Servewell Household Appliances,servewell-household-appliances,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/servewell-household-appliances.html,India,,Mumbai,400053,"Janki Centre 115-118 off Veera Desai Road, Andheri (West)",Janki Centre,+91 22 6691 0961,+91 22 6691 0964,sales@servewell.co.in,https://www.servewell.co.in,,"Established in 2003, Servewell has had the experience of catering to food service operators and retailers across the globe...",10.2,H10.2-C69,,,Global Sourcing Dining,,,"SERVINGWARE; MELAMINE WARE; HoReCa, BOWL, PLATE, MUG; VACUUM FLASK; SERVEWELL",,,,,,,,,,,,,,2025-11-10T11:51:41
Seshin Industry Inc,seshin-industry-inc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/seshin-industry-inc.html,"Korea, the Republic of (South)",,Gimpo,10022,"174-38 Aegibong-Ro Wolgot-Myeon, Gimpo-Si",,,,trade@seshinind.co.kr,https://www.seshinind.co.kr,,"Seshin Indusry Inc. is a manufacturing company producing die-casting kitchenware, established in 2003, and it is a Gyeonggi...",8.0,H8.0-A88,,,,,,diecasting; cookware; wok; aluminum; frying pan,,,,,,,,,,,,,,2026-03-08T03:22:45
Sestini Natale & C. S.r.l.,sestini-natale--c-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sestini-natale--c-srl.html,Italy,Arezzo,Pratovecchio Stia,52015,Via della Libertà 15,,+39 0575 583829,+39 0575 547804,sestini@sestininatale.com,https://www.sestininatale.com,,"1966 begin here all! Sestini Natale them and then… 1987 Sestini Natale & C. : Taken care of chosen of the raw materials, it...",12.1,H12.1-B55,,,,,,Frame; Silver; Sterling; Photo Frame; Gift,,,,,,,,,,,,,,2026-03-08T05:06:01
Seth Kumar Rai International,seth-kumar-rai-international,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/seth-kumar-rai-international.html,India,,Gurgaon Haryana,122001,"Plot No. 85, Sector - 18, Industrial Estate",,+91 98100 33780,+91 124 427 8939,info@sethrai.com,,,,10.4,H10.4-B69,,,,,,seth; gifts; key chains; frames; kumar,,,,,,,,,,,,,,2026-01-19T15:24:57
Sethi Handicrafts Pvt. Ltd.,sethi-handicrafts-pvt-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sethi-handicrafts-pvt-ltd.html,India,,East Delhi,110096,"A-51, Allahabad Bank Staff, CGHS Chilla Regulator, Mayur Vihar",,+91 98100 23242,+91 11 4657 5900,info@sethihandicraft.com,https://www.sethihandicraft.com,,"Founded in mid 1970s, Sethi Handicrafts has been known for providing its customers, spread across the world, with optimum...",10.3,H10.3-E10,,,,,,Placemat; Runners; Coasters; Napkin rings; Chargers,,,,,,,,,,,,,,2025-11-12T14:58:09
Sethi International,sethi-international,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sethi-international.html,India,,"Panipat, Haryana",132103,"Plot No. 80, Sector-29, Part 2 Huda, Industrial Area",,,+91 180 407 9006,rajivsethi@sethiinternational.com,https://www.sethiinternational.com,,MANUFACTURER AND EXPORTER OF ALL KIND OF HOME TEXTILES,10.4,H10.4-E36,,,,,,POLYESTER RUGS; THROWS; POLYESTER RUGS; THROWS; BATH MAT,,,,,,,,,,,,,,2025-11-12T14:58:38
SEVENREEDS,ambientair-aromas-sl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ambientair-aromas-sl.html,Spain,,Valverde del Majano,40140,Calle Roble 114,,+34 912 90 00 29,+34 912 90 00 49,aortega@sevenreeds.com,https://www.sevenreeds.com,,"Our company was founded in 1997, since then, our history has been marked by dynamism, flexibility and constant adaptation...",3.0,H3.0-B80,,,Global Sourcing Giving; Interiors & Decoration,,,Candles; Home Fragrances; Reed Diffuser; Mikados; Scented,,,,,,,,,,,,,,2025-11-17T07:20:15
Sezzatini Srl,sezzatini-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sezzatini-srl.html,Italy,Firenze,Barberino Tavarnelle,50028,Via Alberto Burri 12,,+39 055 807 1545,+39 055 807 1214,info@sezzatini.com,https://www.sezzatini.com,,"Firm mission is to promote Florentine history, craftsmanship and decorative art. The knowledge of Florentine master craftsmen...",12.1,H12.1-A47,,,,,,CHARGER PLATES; TABLES SETS; TEA CARTS; THERMOS; TRAYS,,,,,,,,,,,,,,2026-03-08T05:18:20
"SGC Solutions Co., Ltd",sgc-solutions-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sgc-solutions-co-ltd.html,"Korea, the Republic of (South)",,Seoul,06792,"246 Yangjae-daero, Seocho-gu",,,,ohds@glasslock.co.kr,https://www.samkwang.co.kr,,"Company Name : Samkwang Glass Co., Ltd. CEO : Lee Bok-young Address : 2F/3F, Songahm Bldg., 246, Yangjae-daero, Seocho...",9.1,H9.1-B21,,,,,,Glass Container; Food container; SGC; Tempered glass; KOREA,,,,,,,,,,,,,,2026-03-08T04:54:07
SGOP Green Office Limited,sgop-green-office-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sgop-green-office-limited.html,Hong Kong,,Kowloon,,"Room F, 8/F, Wang Cheong Building, 251 Reclamation Street Mongkok",,+86 139 5830 6877,+86 574 5613 2306,robert.chen@sgpcn.com,https://www.sunrilife.com,,"SUNRILIFE FOR PEOPLE, PLANET & PLEASUREWe believe the future is brighter when people and the planet thrive together. Our...",4.2,H4.2-K69,,Ethical Style by Ambiente,Global Sourcing Stationery & School; Interiors & Decoration,,,sustainable lifestyle; circular design; home office: productivity meets purpose; wellbeing: feelgood affordable luxuries; joy: the art of gift-giving & the joy of creating,,,,,,,,,,,,,,2025-12-19T07:24:48
"Shaanxi J & P Enterprise Co., Ltd.",shaanxi-j--p-enterprise-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shaanxi-j--p-enterprise-co-ltd.html,China,,"Xi'An, Shaanxi",710065,"Room 10701, Van Metropolis, No. 35 Tangyan Road, Gaoxin Development Zone",,,,,https://www.jpltd.com,,"J&P Group – Elevating Everyday LivingFounded in 2013, J&P Group is a specialist in the design and global distribution of...",10.2,H10.2-F50C,,,Table & Table Select,,,DRINKWARE; HOME DECO; LED; GLASSWARE; CHRISTMAS,,,,,,,,,,,,,,2025-12-15T17:18:43
"Shaanxi New Leader Enterprise Co., Ltd.",shaanxi-new-leader-enterprise-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shaanxi-new-leader-enterprise-co-ltd.html,China,Shaanxi,Xian Shaanxi,710061,"T6-1706, Land Center No. 1111 Yanzhan Road Qujiang New District","T6-1706, Land Center",,,sking@new-leader.cc,https://cn1545488637daeq.en.alibaba.com/minisiteentrance.html?spm=a2700.details.cordpanyb.2.1a987489VzGVac&from=detail&productId=160,,"Quality make brand.Innovation lead era.Responsibility win future.More than 20 years, established from ingenuity, operated...",10.2,H10.2-F50A,,,Table & Table Select,,,glass drinkware; borosilicate glass; glass vase; glass kitchenware; glass canister,,,,,,,,,,,,,,2025-11-24T07:45:17
Shaila Anant,shaila-anant,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shaila-anant.html,India,,Noida,201301,B-70 Sector-60,B-70,+91 98100 57347,,shailaanantsa@gmail.com,https://www.shailaanant.com,,"At Shaila Anant, we are the architects of exceptional craftsmanship, where artistry meets efficiency, and the world is our...",10.1,H10.1-E85E,,,Global Sourcing Giving; Global Sourcing Stationery & School,,,Bone Resin Fabric Photoframes; Wooden Bead Boiled Wool Garlands Snuffle Mats; Christmas Stockings Treeskirts Ornaments; Stationery Notebooks Journals; Storage Pouches Boxes Organizers,,,,,,,,,,,,,,2025-12-16T08:22:12
"Shandong Excel Light Industrial Products Co., Ltd.",shandong-excel-light-industrial-products-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shandong-excel-light-industrial-products-co-ltd.html,China,Shandong,Zibo Shandong,255088,"168 Minxiang Road, Zibo High-Tech Industrial Park","168 Minxiang Road, Zibo High-Tech Industrial Park",,,henryw@chinaexcel.com.cn,https://www.chinaexcel.com.cn,,,10.2,H10.2-E11C,,,,,,,,,https://www.facebook.com/ShandongExcel,,https://www.linkedin.com/company/shandong-excel-light-industrial-products-co-ltd-/,,https://www.youtube.com/@SHANDONGEXCEL-hw3fo,https://www.tiktok.com/@shandong.excel,,,,,,2025-12-15T08:49:17
"Shandong Hanbang Household Glassware Co., Ltd.",shandong-hanbang-household-glassware-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shandong-hanbang-household-glassware-co-ltd.html,China,Shandong,Zibo Shandong,255200,"No. 1, Hanbang Road, Badou, Boshan District",,,,info@hanbangglass.com,https://www.honghanintl.com,,"Shandong Hanbang Household Glassware Co.,Ltd---Hanbang Glass Instrument Factory established in 2008, locating in Glass Industrial...",10.2,H10.2-B69,,,,,,Glass dishes / plates; Glass bottle; Glass container,,,,,,,,,,,,,,2025-12-11T13:11:30
"Shandong Heishan Glass Group Co., Ltd.",shandong-heishan-glass-group-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shandong-heishan-glass-group-co-ltd.html,China,Shandong,Zibo Shandong,255203,No. 384 Heishanqian Badou Boshan,No. 384 Heishanqian Badou Boshan,+86 533 459 0600,+86 533 459 0888,lee@heishanglass.com,https://www.heishanglass.com,,"SHANDONG HEISHAN GLASS GROUP CO.,LTD was established in 1981 with area f 220000 square meters and 740 people. The main products...",11.1,H11.1-D41,,,,,,GLASS; BOROSILICATE GLASS; FOOD CONTAINER; BAKER; CASSEROLE,,,,,,,,,,,,,,2025-10-23T12:27:21
"Shandong Injoy Houseware Co., Ltd.",shandong-injoy-houseware-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shandong-injoy-houseware-co-ltd.html,China,Shandong,Zibo Shandong,255090,B-509 Xinhuan Road 6 Zibo New Area Zhangdian,B-509 Xinhuan Road 6,,,sales@injoyglass.com,https://www.injoyglass.com,,"We,Shandong Injoy houseware Co., Ltd who is with more than 2 0 years of experience in manufacturing and exporting glassware...",10.2,H10.2-F29B,,,Table & Table Select,,,glass cup; glass tumbler; glass drinking jar; glass drinking jar; glass mug,,,,,,,,,,,,,,2025-12-02T07:31:35
"Shandong Lingte International Trading Co., Ltd.",shandong-lingte-international-trading-coltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shandong-lingte-international-trading-coltd.html,China,,"Linyi, Shandong",276014,"No. 1, Middle Section of Hubei Road Luozhuang District","No. 1, Middle Section of Hubei Road",+86 153 1539 9941,,barry@lingtetrading.com,https://www.degustar.de,,"Shandong Lingte International Trading Co.,ltd was established in 2015,which is a professional company engaged in the research...",12.0,H12.0-A72,,,,,,ceramic dinnerware; tableware manufacturer; kitchenware producer; stoneware products; porcelain dinnerware factory,,,,,,,,,,,,,,2025-10-24T08:35:31
Shandong Marco Polo Group Corporation,shandong-marco-polo-group-corporation,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shandong-marco-polo-group-corporation.html,China,Shandong,Qingdao Shandong,266000,"No. 99, Fuzhou South Road, Shinan District",,+86 139 0532 1505,,,,,SCIEC GROUP is one of the manufacturing and trading comprehensive group specialized in glassware. Our group contains Shandong...,10.2,H10.2-F69,,,Table & Table Select,,,GLASS JAR; SCIEC; GLASSWARE; GLASS BOTTLE; GLASS CUP,,,,,,,,,,,,,,2025-12-09T16:00:41
"Shandong Spyro Import & Export Co., Ltd.",shandong-spyro-import--export-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shandong-spyro-import--export-co-ltd.html,China,Shandong,Zibo Shandong,255000,No. 37 South West Six Road Zhangdian,No. 37 South West Six Road,,,ella@spyrohomes.com,https://www.spyrohomes.com,,"We are factory more than 10years,produce bamboo baskets,laundry basket and room divider.export to different countries.collaborating...",10.4,H10.4-F13E,,,,,,Basket; room divider; laundry,,,,,,,,,,,,,,2025-11-28T09:15:07
"Shanghai Crystal Home Products Co., Ltd.",shanghai-crystal-home-products-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-crystal-home-products-co-ltd.html,China,,Shanghai,201101,"Rm 101, Building D, No. 8923 Zhongchun Road Minhang District",,+86 21 6480 1911,,sunlight.simon.jie@gj-decor.com,,,"Shanghai crystal home products co.,ltd was established in 2016, specializing in the import and export of glass vases, candlesticks...",10.2,H10.2-E51C,,,,,,GLASS VASE; CANDLE HOLDER; LED LAMP; CERAMIC,,,,,,,,,,,,,,2025-12-11T17:20:58
"Shanghai Excilon New Materials Co., Ltd.",shanghai-excilon-new-materials-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-excilon-new-materials-co-ltd.html,China,,Shanghai,201601,"Room 108, No. 9, Lane 205, Gaoji Road Songjiang District","Room 108, No. 9, Lane 205, Gaoji Road",+86 400 820 7225,+86 21 5727 2400,zhaojie@excilon.cn,http://www.excilon.org/,,"Shanghai Excilon, established in 2003, has always stood at the forefront of the field of ceramic coatings, as we focus on...",8.0,H8.0-N93,,,Cook & Cut,,,ceramic coating; non-stick coating; adhesion resistant coating; cookware coating; kitchenware coating,,,https://www.facebook.com/profile.php,,https://www.linkedin.com/company/excilon/,,https://www.youtube.com/@Excilon-Video-general,,,,,,,2025-12-15T08:50:45
"Shanghai GuoYun Industrial Co., Ltd.",shanghai-guoyun-industrial-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-guoyun-industrial-co-ltd.html,China,,Shanghai,201103,"Room 103, No. 480 Hongxu Rd., Minhang Dist",,+86 21 5477 3083,+86 21 5477 3083,jane-zhx@163.com,https://www.51sunshine.com,,,10.0,H10.0-D39B,,,,,,,,,,,,,,,,,,,,2025-11-10T14:37:41
"Shanghai Hero Light Industrial Imp. & Exp. Co., Ltd.",shanghai-hero-light-industrial-imp--expcoltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-hero-light-industrial-imp--expcoltd.html,China,,Shanghai,200060,"Floor 13, Kaiyue Mansion, 1600 Jiangning Road",,,,hero-light@online.sh.cn,https://www.hero-light.com,,,10.0,H10.0-C68A,,,,,,,,,,,,,,,,,,,,2025-12-15T16:08:10
"Shanghai Leading Well International Trade Co., Ltd.",shanghai-leading-well-international-trade-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-leading-well-international-trade-co-ltd.html,China,,Shanghai,200135,"Block A, 10F, Sunshine World Tower, No. 2000 Pu Dong Ave.",,,,steven@leadingwell.com.cn,https://www.leadingwell.com.cn,,"With its self-managed Import and Export right, is one integrated industrial enterprise as well as a professionalexporter...",11.1,H11.1-G30B,,,Global Sourcing Dining; Interior Design,,,Microfibre cloths; Sanitary bathroom items; Shower curtains; Microfibre mop refills; Chenille bath mat,,,,,,,,,,,,,,2026-01-21T10:42:46
Shanghai Oudon International Trading Limited,shanghai-oudon-international-trading-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-oudon-international-trading-limited.html,China,,Shanghai,200333,"Room 1812, No. 915 Zhenbei Road","Room 1812, No. 915 Zhenbei Road",,+86 21 3251 3857,nancy@oudon.com.cn,,,"Oudon International Trading Limited is located in Shanghai, China, which is a world-renowned international financial and...",11.1,H11.1-A41,,,,,,,,,,,,,,,,,,,company_pictures/10000001202601/462998/1768554980000_1979039329.png,2026-01-16T10:59:25
"Shanghai Paintpal Arts and Crafts Co., Ltd.",shanghai-paintpal--arts-and-crafts-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-paintpal--arts-and-crafts-co-ltd.html,China,,Shanghai,201108,"Rm. B205-1, Building #8, No. 18 Shenwang Road, Minhang District",,,,linda.wu@myrainbowpaint.com,,,"Shanghai Paintpal is a manufacturing and trading vendor of Art Paint and Craft Set,with an experience of 14years. Based...",10.0,H10.0-E25M,,,Global Sourcing Stationery & School; Interiors & Decoration,,,acrylic paint; art paint; drawing set; DIY paint kit; holiday gift,,,,,,,,,,,,,,2025-12-12T04:14:17
"Shanghai Premier Homewares Co., Ltd.",shanghai-premier-homewares-coltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-premier-homewares-coltd.html,China,,Shanghai,201601,"Room 418-422 Block 3, No. 655 Gaoji Road Songjiang",Room 418-422,,,terryz@ledarobrushes.com,https://www.ledaroproducts.com,,"Specializing in Cleaning Tools for 15 YearsShanghai Premier Homewares Co., Ltd was established in 2007, previously known...",11.1,H11.1-C79D,,,Clean Home & Storage Solutions,,,broom; mop; dustpan; Cleaning; duster,,,,,,,,,,,,,,2025-11-24T03:33:31
Shanghai Sidaixue Stationery Co. Ltd.,shanghai-sidaixue-stationery-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-sidaixue-stationery-co-ltd.html,China,,Shanghai,202601,"No. 2, Building 26, 89 Dujiabang Road, Sijing Town, Songjiang District","No. 2, Building 26,",,,jojocheng@shtango.com,https://www.shnotebookstationery.com/,,"Shanghal Sidaixue Stationery Co., LTD founded in 2001. We are a professional notebook manufacturer more than 25 years. Our...",10.0,H10.0-C36,,,Global Sourcing Stationery & School,,,Notebook; Planner Diaries; Stationery gifts; ,,,https://www.facebook.com/profile.php,https://www.instagram.com/sidaixue/,https://www.linkedin.com/company/sidaixue-stationery/,,https://www.youtube.com/channel/UCPCpzjjj3jLw9coUZq2F3vA,,,,,,,2025-12-11T13:52:47
"Shanghai Solid Stainless Steel Products Co., Ltd.",shanghai-solid-stainless-steel-products-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanghai-solid-stainless-steel-products-co-ltd.html,China,,Shanghai,201206,"Rm 1701, No. 18 Xinjinqiao Rd., The Civil Aviation Center Pudong",,,,sale1@shsolid.com,https://www.solidflask.com,,"Shanghai Solid Stainless Steel Products Co., Ltd. was established in 1991 and is one of the earliest producers of stainless...",11.1,H11.1-G51B,,,Modern Kitchen & Baking,,,,,,https://www.facebook.com/shanghaisolid,,https://www.linkedin.com/company/14582734/admin/,,https://www.youtube.com/channel/UCwiZmAAEcEU5SVi7aXDeRiQ,,,,,,,2026-02-06T02:35:32
