Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score
Sampco LLC,United States of America,Chicago,,IFT FIRST Expo 2026,https://www.sampcoinc.com/,,312 346-1506,,,,South Building — 1607,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011889,,,,,,,,partial,2
Samyang Corp,Korea  Republic of,Seongnam-Si,,IFT FIRST Expo 2026,https://www.samyangspecialty.com/en/index,,+82-2-2157-9114,https://www.linkedin.com/showcase/samyangspecialtyingredients,,,South Building — 841,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01070517,,,,,,,,partial,2
SANE Foods,Mexico,Chapala,,IFT FIRST Expo 2026,https://sane.com.mx/,contacto@sane.com.mx,376 76 540 20,,https://www.instagram.com/chilechilechapala,https://www.facebook.com/p/Chile-Chapala-61555302126025,South Building — 4521,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1236910,,,,,,,,partial,2
SANFORD GIDA A.S.,Turkey,Torbali,,IFT FIRST Expo 2026,http://www.sanford.com.tr,info@sanford.com.tr,+90-232-856-9011,,https://www.instagram.com/sanfordfoods,https://www.facebook.com/sanford.com.tr,South Building — 1264 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01270457,,,,,,,,partial,2
SANTIS,Morocco,Casablanca,,IFT FIRST Expo 2026,https://www.santis-co.com/,,,https://fr.linkedin.com/company/santis,,,South Building — 4417,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01221353,,,,,,,,partial,2
Satnam Psyllium Industries,India,"Unjha, Gujarat",,IFT FIRST Expo 2026,https://satnampsyllium.com/,,+912767 282 833,https://www.linkedin.com/company/satnampsyllium,https://www.instagram.com/axiom_themes,https://www.facebook.com/AxiomThemes,South Building — 4761,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273577,,,,,,,,partial,2
Save the Bee,United States of America,Eugene,,IFT FIRST Expo 2026,http://www.savethebee.org,info@savethebee.org,2023/2024,https://www.linkedin.com/company/save-the-bee,https://www.instagram.com/savethebeeorg,https://www.facebook.com/savethebeeorg,South Building — ST93 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01270459,,,,,,,,partial,2
Scale Food Labs,United States of America,Golden,,IFT FIRST Expo 2026,https://www.scalefoodlabs.com/,hello@scalefoodlabs.com,,,,,South Building — ST43 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276585,,,,,,,,partial,2
Scale Foods,United States of America,Buffalo,,IFT FIRST Expo 2026,https://scalefoods.com/,,800-646-1995,,,,South Building — 765,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01222825,,,,,,,,partial,2
Schmalz Inc.,United States of America,Raleigh,,IFT FIRST Expo 2026,https://www.schmalz.com/en-us,schmalz.us@schmalz.com,+1 919 713-0880,https://www.linkedin.com/company/schmalz-usa,https://www.instagram.com/schmalzusa,https://www.facebook.com/schmalzgroup,South Building — 1345,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272049,,,,,,,,partial,2
Schrödinger,United States of America,New York,,IFT FIRST Expo 2026,https://www.schrodinger.com/materials-science/,,2122955800,https://www.linkedin.com/company/schr-dinger,https://www.instagram.com/schrodinger.inc,,South Building — 203 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01222590,,,,,,,,partial,2
SD Guthrie International,United States of America,San Diego,,IFT FIRST Expo 2026,https://www.sdguthrie-international.com/,sg.trades@sdguthrie.com,+603 7848 4000,https://my.linkedin.com/company/sd-guthrie-international,https://www.instagram.com/sdguthrieinternational,https://web.facebook.com/sdguthrieinternational,South Building — 1632,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01244018,,,,,,,,partial,2
SD HEAD USA LLC,United States of America,Syosset,,IFT FIRST Expo 2026,http://www.sdheadusa.com,info@sdheadusa.com,516-494-3238,https://www.linkedin.com/company/sd-head-usa-llc,,,South Building — 1421,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01221252,,,,,,,,partial,2
"SDIC Dongsheng Biotech (TAIZHOU) Co., Ltd.",China,Taizhou,,IFT FIRST Expo 2026,https://www.ds-food.com/contact.html,dm-yangzhou@300.cn,+52-811-0705287,,,,South Building — 3220,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00385407,,,,,,,,partial,2
SE Tylose USA,United States of America,Totowa,,IFT FIRST Expo 2026,https://www.setylose.com/,logo@2x.svg,,https://de.linkedin.com/company/se-tylose,,,South Building — 3714,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272060,,,,,,,,partial,2
Season Harvest Foods,United States of America,Los Altos,,IFT FIRST Expo 2026,http://www.seasonharvestfoods.com,,6509682273,,,,South Building — 4610,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00085880,,,,,,,,partial,2
Seawind Foods,United States,San Clemente,,IFT FIRST Expo 2026,https://seawindfoods.com/,,1(949)542-8382,,,,South Building — 4135,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016055,,,,,,,,partial,2
Sensapure Flavors,United States of America,Salt Lake City,,IFT FIRST Expo 2026,https://www.sensapure.com/,info@sensapure.com,8014564284,https://www.linkedin.com/company/18065637,,https://www.facebook.com/SensapureFlavors,South Building — 325,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01164512,,,,,,,,partial,2
Senspire Co,United States of America,Walnut Creek,,IFT FIRST Expo 2026,http://www.flavorstudio.com,info@senspirellc.com,+16502514429,https://www.linkedin.com/company/senspire,,,South Building — 315 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00496723,,,,,,,,partial,2
Sethness Roquette,United States,Rosemont,,IFT FIRST Expo 2026,http://www.sethness-roquette.com,,(847) 329-2080,https://www.linkedin.com/company/sethness-roquette,https://instagram.com/sethnessroquette,https://www.facebook.com/SethnessRoquette,South Building — 949,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00022602,,,,,,,,partial,2
SGS North America,United States of America,Bloomfield,,IFT FIRST Expo 2026,http://www.sgs.com/foodsafety,,+41 22 739 91 11,https://www.linkedin.com/company/sgs,https://www.instagram.com/sgsglobal,https://www.facebook.com/sgs,South Building — 605,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01174174,,,,,,,,partial,2
"Shaanxi Green Juice and Beverage Co., Ltd.",China,Xian,,IFT FIRST Expo 2026,http://www.shaanxigreenjuice.com/,sales@shaanxigreenjuice.com,,,,,South Building — 4016,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274348,,,,,,,,partial,2
"Shaanxi Healthful Bioengineering Co.,Ltd",China,Xi'an,,IFT FIRST Expo 2026,Http://www.healthfulbio.com,sales@healthfulbio.com,+86 29 62651717,,,,South Building — 1978,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01244166,,,,,,,,partial,2
"Shaanxi Hongda Flavor Technology Co., Ltd",China,,,IFT FIRST Expo 2026,http://www.hdhuajiao.com,,16007607,,,,South Building — 2525,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275399,,,,,,,,partial,2
Shafi Gluco Chem,Pakistan,Balochistan,,IFT FIRST Expo 2026,,,,,,,South Building — 1553 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01229137,,,,,,,,partial,2
"Shandong Bailong Chuangyuan Biotech Co, Ltd.",China,Yucheng City,,IFT FIRST Expo 2026,https://www.chinabailong.com,84cf8798251d2a76f6a982cf60f36f.png@95q.webp,https://wa.me/0086-15153473451,https://www.linkedin.com/in/agnes-zhao-331218251,,https://www.facebook.com/BailongChuangyuanFoodAdditives,South Building — 1421,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00563422,,,,,,,,partial,2
"SHANDONG BENYUE BIOLOGICAL TECHNOLAGY CO.,LTD",China,Dongying,,IFT FIRST Expo 2026,http://www.benyuekj.com/,sales@benyuekj.com,+86-533-5203505,https://www.linkedin.com/company/shandong-benyue-biological-technology-co-ltd,,,South Building — 3179,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263588,,,,,,,,partial,2
"SHANDONG FUKUAN BIOLOGICAL ENGINEERING CO.,LTD",China,Taian,,IFT FIRST Expo 2026,http://www.shengdatrade.com.cn,info@shengdatrade.com.cn,+86-532-8501-0535,,https://www.instagram.com,https://www.facebook.com,South Building — 2609,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01251880,,,,,,,,partial,2
"Shandong Furun Biotechnology Co.,Ltd",China,Yantai,,IFT FIRST Expo 2026,https://www.furunprotein.com,,+86-535-8330888,,,,South Building — 1474,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01252048,,,,,,,,partial,2
"SHANDONG GATHER GREAT OCEAN MARITECH CO., LTD",China,Qingdao,,IFT FIRST Expo 2026,http://www.judayang.com,info@judayang.com,2026 05 / 11,https://www.linkedin.com/company/qingdao-gather-great-ocean-algae-industry-group,,,South Building — 4232,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00152879,,,,,,,,partial,2
"Shandong Haigen Biotechnology Co.,ltd",China,Qufu City,,IFT FIRST Expo 2026,http://www.haigenstevia.com,,+86-537-4512333,,,,South Building — 2278,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273018,,,,,,,,partial,2
Shandong Jianyuan Bioengineering  Co Ltd,China,Zhaoyuan City,,IFT FIRST Expo 2026,http://www.jianyuangroup.com,info@jianyuangroup.com,+86-535-8139201,,,,South Building — 2617,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00406934,,,,,,,,partial,2
"SHANDONG JINDU TALIN FOODS CO.,LTD",China,ZHAOYUAN,,IFT FIRST Expo 2026,http://www.jdtl.cn,dm-yantai@300.cn,+86-535-8038808,,,,South Building — 1465 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240208,,,,,,,,partial,2
"Shandong Kanbo Biochemical Technology Co., Ltd.",China,Dongying City,,IFT FIRST Expo 2026,http://kanbosweet.com,,86 546 6092777,,,,South Building — 3832,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00734731,,,,,,,,partial,2
Shandong Kunda Biotechnology Co Ltd,China,Linyi,,IFT FIRST Expo 2026,https://www.hongdabio.com,info@hongdabio.com,10207327,,,,South Building — 3414,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00771081,,,,,,,,partial,2
Shandong Longda Bio-Products Co Ltd,China,Yishui,,IFT FIRST Expo 2026,https://www.longkete-enzyme.com/,dm-jinan@300.cn,+00-00000000,,,,South Building — 3506,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01169481,,,,,,,,partial,2
"Shandong New Element Biotechnology Co.,Ltd",China,Jinning,,IFT FIRST Expo 2026,https://www.newelementbio.com/,hello@newelementchina.com,https://api.whatsapp.com/send?l=en&phone=8615253799879,https://www.linkedin.com/in/jun-chen-0334b0104,,https://www.facebook.com/profile.php,South Building — 2815,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01236531,,,,,,,,partial,2
"SHANDONG SANYUAN BIOTECHNOLOGY CO., LTD",China,BINZHOU CITY,,IFT FIRST Expo 2026,http://www.sanyuanbz.com/,bzsanyuan@bzsanyuan.com,+86-0543-3529851,,,,South Building — 3221,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240202,,,,,,,,partial,2
"Shandong Shengli Bioengineering Co, Ltd",China,,,IFT FIRST Expo 2026,https://shenglibio.cnadc.com.cn/,,,,,,South Building — 3178,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274805,,,,,,,,partial,2
"Shandong Starlight So True Biotechnology Co., Ltd",China,Laoling City,,IFT FIRST Expo 2026,http://www.so-true.com,sales1@so-true.com,2026.05.21,,,,South Building — 1269 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01220275,,,,,,,,partial,2
"Shandong Xinnuo Food Technology Co.,Ltd",China,jinxiang,,IFT FIRST Expo 2026,https://www.xinnuofood.com/,dm-jinan@300.cn,+865372368469,,,,South Building — 4015,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01223107,,,,,,,,partial,2
Shandong Xuanyi Food Co Ltd,United States of America,Jining,,IFT FIRST Expo 2026,https://xuanyifood.en.alibaba.com,,86-537-8816633,https://jocelynfang24@hotmail.com,,,South Building — 4060,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01160946,,,,,,,,partial,2
"Shandong Yangcheng Biotechnology Co., Ltd.",China,HeZe,,IFT FIRST Expo 2026,https://en.yangchengshengwu.com/,dm-jinan2@300.cn,+86-537-8956880,https://www.linkedin.com/company/13418898/admin/page-posts/published,,,South Building — 764,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01249968,,,,,,,,partial,2
Shandong Yulong Cellulose Technology Co Ltd,China,Linyi,,IFT FIRST Expo 2026,http://www.sdyl.com.cn/,sales@sdyl.com.cn,https://api.whatsapp.com/send?phone=+8618852552799,,,,South Building — 4616,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01067551,,,,,,,,partial,2
"SHANDONG YUWANG ECOLOGICAL FOOD INDUSTRY CO., LTD.",China,YUCHENG,,IFT FIRST Expo 2026,http://www.yuwangcn.com,,86-0534-7420769,,,,South Building — 1881,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00873684,,,,,,,,partial,2
"Shandong Yuxin Bio-tech Co.,Ltd",China,Qingdao,,IFT FIRST Expo 2026,http://www.soya-protein.com/,inquiry@yuxinprotein.com,+86-543-2617666,,,,South Building — 4656,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245897,,,,,,,,partial,2
"Shanghai Doolong International Co.,Ltd",China,Shanghai,,IFT FIRST Expo 2026,https://www.doolong.net,,0086 13621887632,,,,South Building — 1879,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01260608,,,,,,,,partial,2
"SHANGHAI PROTIN BIOTECH CO.,LTD",China,Shanghai,,IFT FIRST Expo 2026,Http://www.protinbiotech.com,wills.wang@protinbiotech.com,https://api.whatsapp.com/send?phone=8618321400961,,,,South Building — 3245,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00389015,,,,,,,,partial,2
SHANSONG USA INC,United States of America,Torrance,,IFT FIRST Expo 2026,http://www.shansong.com/,sales@shansong.com,https://api.whatsapp.com/send?phone=8618954909006&text=Hello,,,,South Building — 4722,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264089,,,,,,,,partial,2
Shemberg Corporation,Philippines,Mandaue City,,IFT FIRST Expo 2026,https://www.shemberg.com.ph,,63 32 3460789,,,https://web.facebook.com/shemberg,South Building — 3103,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00005959,,,,,,,,partial,2
Shihan Overseas Pvt. Ltd,India,Gujarat,,IFT FIRST Expo 2026,https://shihanoverseas.com/,info@shihanoverseas.com,+91 80000 60125,,,,South Building — 2877,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263331,,,,,,,,partial,2
Shimadzu Scientific Instruments,United States,Columbia,,IFT FIRST Expo 2026,http://www.FeedYourLab.com,,(410) 381-1227,https://www.linkedin.com/company/shimadzu-scientific-instruments,https://www.instagram.com/shimadzussi,https://www.facebook.com/ShimadzuCorp,South Building — 3044,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060965,,,,,,,,partial,2
Shoreline Fruit LLC,United States,Traverse City,,IFT FIRST Expo 2026,https://www.shorelinefruit.com,cs@shorelinefruit.com,+12319414336,https://www.linkedin.com/company/shoreline-fruit-llc,,,South Building — 4011,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00149354,,,,,,,,partial,2
Siemer Specialty Ingredients,United States,Teutopolis,,IFT FIRST Expo 2026,https://www.siemerspecialtyingredients.com,contact-header@2x-100-scaled-1.jpg,800-826-1065 111,https://www.linkedin.com/company/siemer-specialty-ingredients,,,South Building — 1709,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00193807,,,,,,,,partial,2
"SIGACHI US, Inc.",United States of America,Iselin,,IFT FIRST Expo 2026,http://www.sigachinutrition.com/,,,,,,South Building — 4044,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01227721,,,,,,,,partial,2
Silva International Inc,United States,Momence,,IFT FIRST Expo 2026,https://silva-intl.com,,815-472-3535,https://www.linkedin.com/company/silva-international-inc.,,https://www.facebook.com/SilvaInternationalNatureRefined,South Building — 1536,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019164,,,,,,,,partial,2
Simpson Seeds,Canada,Moose Jaw,,IFT FIRST Expo 2026,https://simpsonseeds.com/,ssi@simpsonseeds.com,+1-306-693-2132,https://www.linkedin.com/company/simpson-seeds,https://www.instagram.com/simpsonseeds,https://www.facebook.com/SimpsonSeeds,South Building — 3520,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274338,,,,,,,,partial,2
Sinochem Health Company  Ltd,China,Qingdao,,IFT FIRST Expo 2026,http://www.sinochemhealth.com/,sinochemhealth@sinochem.com,2020-07-24,,,,South Building — 1580,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00277812,,,,,,,,partial,2
SinoSweet Co Ltd,China,Yixing,,IFT FIRST Expo 2026,http://www.sinosweet.com,sales@sinosweet.com,+86 0510-87126008,,,,South Building — 3144,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001433,,,,,,,,partial,2
Sioux Honey Association (Sue Bee Honey),United States of America,Sioux City,,IFT FIRST Expo 2026,https://siouxhoney.com/,,712-258-0638,,https://www.instagram.com/suebeeusa,https://www.facebook.com/SueBeeHoneyUSA,South Building — 2681,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00008468,,,,,,,,partial,2
Siveele B.V.,Netherlands,Breda,,IFT FIRST Expo 2026,https://www.siveele.com/,info@siveele.com,+31 0 76 5710222,,,,South Building — 4736,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01229971,,,,,,,,partial,2
SKS NUTRITION,United States of America,Chicago,,IFT FIRST Expo 2026,http://www.sksnutrition.com,,,,,,South Building — ST42 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274652,,,,,,,,partial,2
SM Ingredients Inc.,United States,San Juan Capistrano,,IFT FIRST Expo 2026,http://www.smingredients.com,info@smingredients.com,714.602.7006,,,,South Building — 1560 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00708062,,,,,,,,partial,2
Smirk's Ltd,United States of America,Fort Morgan,,IFT FIRST Expo 2026,http://www.smirks.com,,970-762-0202,,,,South Building — 3755,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00626689,,,,,,,,partial,2
Socius Ingredients,United States of America,Evanston,,IFT FIRST Expo 2026,https://sociusingredients.com/,info@sociusingredients.com,+1 847-440-0156,https://www.linkedin.com/company/socius-ingredients-llc,,,South Building — 3715,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00146879,,,,,,,,partial,2
SODIVAS,United States of America,Park Ridge,,IFT FIRST Expo 2026,https://www.soficada.com/fr/sodivas/,,+33 299 192 570,https://www.linkedin.com/company/soficada-groupe,,,South Building — 2481,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00953938,,,,,,,,partial,2
Sokol Custom Food Ingredients,United States,Countryside,,IFT FIRST Expo 2026,https://www.sokolcustomfoods.com/,industrialsales@sokolcustomfoods.com,+1 708 482 8250,https://www.linkedin.com/company/sokol-and-company,,,South Building — 3865,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00006053,,,,,,,,partial,2
Soleil Foods LLC,United States,Fairfax,,IFT FIRST Expo 2026,http://www.soleilfoods.com,info@soleilfoods.com,https://api.whatsapp.com/send/?phone&text=https://www.soleilfoods.com,,,,South Building — 5014,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01085097,,,,,,,,partial,2
"Solidec, Inc.",United States of America,Houston,,IFT FIRST Expo 2026,https://solidec.com/,,,https://www.linkedin.com/company/solidec-inc,,,South Building — ST68 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274650,,,,,,,,partial,2
Sosland Publishing Company,United States,Kansas City,,IFT FIRST Expo 2026,https://www.sosland.com/,subscriptions@sosland.com,800-338-6201,https://www.linkedin.com/company/sosland-publishing,,,South Building — 4032,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00006073,,,,,,,,partial,2
Southwest Research Institute,United States,San Antonio,,IFT FIRST Expo 2026,https://www.swri.org/industries/microencapsulation,,+1 210 522 2691,https://www.linkedin.com/company/9047,https://instagram.com/SouthwestResearchInstitute,https://www.facebook.com/southwestresearch,South Building — 2369,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00008256,,,,,,,,partial,2
Spray-Tek,United States of America,Middlesex,,IFT FIRST Expo 2026,https://spray-tek.com/,,732-469-0050,https://linkedin.com/company/spray-tek-inc,,,South Building — 5022,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01241673,,,,,,,,partial,2
Spraying Systems Co.,United States,Wheaton,,IFT FIRST Expo 2026,https://www.spray.com,,+1 630.665.5000,https://www.linkedin.com/company/spraying-systems-co-,https://www.instagram.com/SprayingSystemsCo,https://www.facebook.com/SprayingSystemsCo,South Building — 855,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00012927,,,,,,,,partial,2
Springer,United States,New York,,IFT FIRST Expo 2026,https://link.springer.com/,,1(212)726-9628,,,,South Building — 4711,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00025219,,,,,,,,partial,2
"St. Charles Trading, Inc.",United States,Elgin,,IFT FIRST Expo 2026,https://www.stcharlestrading.com/,customerservice@stcharlestrading.com,+16303770608,https://www.linkedin.com/company/st-charles-trading,https://www.instagram.com/stcharlestrading,https://www.facebook.com/StCharlesTrading,South Building — 2069,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00702568,,,,,,,,partial,2
Stabil Nutrition,United States of America,St. Louis,,IFT FIRST Expo 2026,https://www.stabilnutrition.com,,(435) 467-8477,,,,South Building — 3377,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264512,,,,,,,,partial,2
Standing Ovation,France,Paris,,IFT FIRST Expo 2026,http://www.standing-ovation.co/en,press@standing-ovation.co,,https://www.linkedin.com/company/standingovation,,,South Building — ST56 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274344,,,,,,,,partial,2
Stoneridge Software,United States of America,Fargo,,IFT FIRST Expo 2026,http://stoneridgesoftware.com,,+1-6123544966,https://www.linkedin.com/company/stoneridge-software,https://www.instagram.com/stoneridgemn,https://www.facebook.com/StoneridgeSoftware,South Building — 303,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01210086,,,,,,,,partial,2
Sudeep Pharma  USA,United States of America,Branchford,,IFT FIRST Expo 2026,https://www.sudeepgroup.com,,925-208-1271,,,,South Building — 769,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01208835,,,,,,,,partial,2
Sugaright (Division of CSC Sugar),United States,Fairless Hills,,IFT FIRST Expo 2026,https://www.sugaright.com/,sales@sugaright.com,203-803-3361,https://www.linkedin.com/company/sugarightdivisionofcscsugar,,https://www.facebook.com/profile.php,South Building — 1152 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01091810,,,,,,,,partial,2
Sumo Nutrients,United States of America,Providence,,IFT FIRST Expo 2026,http://www.sumonutrients.com,,(458) 209-0193,https://www.linkedin.com/company/sumonutrients,,,South Building — ST46 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266490,,,,,,,,partial,2
Sun Chemical,United States of America,Cincinnati,,IFT FIRST Expo 2026,https://www.sunchemical.com/,regulatory.emsds@sunchemical.com,07054-1285,https://www.linkedin.com/company/sun-chemical,https://www.instagram.com/lifeatsunchemical,,South Building — 2581,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01034399,,,,,,,,partial,2
SUNAR,Turkey,Adana,,IFT FIRST Expo 2026,https://www.sunarmisir.com.tr/,info@sunarmisir.com.tr,+90 322 441 01 65,https://www.linkedin.com/company/24598611,https://www.instagram.com/sunarmisir,https://www.facebook.com/sunarmisir,South Building — 4014,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00986522,,,,,,,,partial,2
Sunita Hydrocolloids Inc,United States of America,Houston,,IFT FIRST Expo 2026,http://www.sunitahydrocolloids.com,info@sunitausa.com,+1 832 581 2156,https://www.linkedin.com/company/sunita-hydrocolloids-inc-usa-,,https://www.facebook.com/SHIUSAINC,South Building — 2276,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00873525,,,,,,,,partial,2
Sunresin,United States of America,Flushing,,IFT FIRST Expo 2026,https://www.sunresinlifesciences.com/,info.lifescience@sunresin.com,+32 0 14.70.50.41,https://www.linkedin.com/company/sunresin/posts,,,South Building — 4921,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275612,,,,,,,,partial,2
Sunshine USA Produce Inc,United States of America,Warren,,IFT FIRST Expo 2026,http://www.sunshineproduce.com.cn,,+1 732 777-7300,https://www.linkedin.com/company/sunshineproduceusa,,,South Building — 1575,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01252047,,,,,,,,partial,2
Sunsweet Growers Inc.,United States,Yuba City,,IFT FIRST Expo 2026,http://www.sunsweetingredients.com,sales@sunsweetingredients.com,888 275-3735,https://www.linkedin.com/company/sunsweet-growers-inc-/posts,,,South Building — 845,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00013362,,,,,,,,partial,2
