Company,Category,Country,Stand,IFE Profile,Relevant,LinkedIn Search,Apollo Search,Contact Name,Contact Title,Contact LinkedIn,AI Message,Status,Interest Level,Notes,enrichment_status,score
Selten Ltd,"Stand: N1930, N1910, N1710, N1700",,"Stand: N1930, N1910, N1710, N1700",https://www.ife.co.ukexhibitors/selten,,https://www.linkedin.com/search/results/companies/?keywords=Selten%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Selten%20Ltd,,,,,New,,,partial,0
Semele Liqueur,Stand: N1610,,Stand: N1610,https://www.ife.co.ukexhibitors/semele-liqueur,,https://www.linkedin.com/search/results/companies/?keywords=Semele%20Liqueur,https://app.apollo.io/#/companies?q_organization_name=Semele%20Liqueur,,,,,New,,,partial,0
Serendib Global Foods Ltd,Stand: N2710,,Stand: N2710,https://www.ife.co.ukexhibitors/serendib-global-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=Serendib%20Global%20Foods%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Serendib%20Global%20Foods%20Ltd,,,,,New,,,partial,0
Seres Gourmet,Stand: N2780,,Stand: N2780,https://www.ife.co.ukexhibitors/seres-gourmet,,https://www.linkedin.com/search/results/companies/?keywords=Seres%20Gourmet,https://app.apollo.io/#/companies?q_organization_name=Seres%20Gourmet,,,,,New,,,partial,0
Serious Waste Management,Stand: S220,,Stand: S220,https://www.ife.co.ukexhibitors/serious-waste-management,,https://www.linkedin.com/search/results/companies/?keywords=Serious%20Waste%20Management,https://app.apollo.io/#/companies?q_organization_name=Serious%20Waste%20Management,,,,,New,,,partial,0
Serowarnia Piastowska,Stand: N4620,,Stand: N4620,https://www.ife.co.ukexhibitors/serowarnia-piastowska,,https://www.linkedin.com/search/results/companies/?keywords=Serowarnia%20Piastowska,https://app.apollo.io/#/companies?q_organization_name=Serowarnia%20Piastowska,,,,,New,,,partial,0
Sesame Fields for Food Industries,Stand: N4410b,,Stand: N4410b,https://www.ife.co.ukexhibitors/sesame-fields-food-industries,YES,https://www.linkedin.com/search/results/companies/?keywords=Sesame%20Fields%20for%20Food%20Industries,https://app.apollo.io/#/companies?q_organization_name=Sesame%20Fields%20for%20Food%20Industries,,,,,New,,,partial,0
SETARA,Stand: N3000,,Stand: N3000,https://www.ife.co.ukexhibitors/setara,,https://www.linkedin.com/search/results/companies/?keywords=SETARA,https://app.apollo.io/#/companies?q_organization_name=SETARA,,,,,New,,,partial,0
SFC Limited,Stand: N4080,,Stand: N4080,https://www.ife.co.ukexhibitors/sfc-limited,,https://www.linkedin.com/search/results/companies/?keywords=SFC%20Limited,https://app.apollo.io/#/companies?q_organization_name=SFC%20Limited,,,,,New,,,partial,0
Shaken Udder,Stand: S1173,,Stand: S1173,https://www.ife.co.ukexhibitors/shaken-udder,,https://www.linkedin.com/search/results/companies/?keywords=Shaken%20Udder,https://app.apollo.io/#/companies?q_organization_name=Shaken%20Udder,,,,,New,,,partial,0
SHAKTI FOODS,Stand: N2760,,Stand: N2760,https://www.ife.co.ukexhibitors/shakti-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=SHAKTI%20FOODS,https://app.apollo.io/#/companies?q_organization_name=SHAKTI%20FOODS,,,,,New,,,partial,0
"SHANDONG OCEAN VILLAGE FOOD CO.,LTD",Stand: N1450f,,Stand: N1450f,https://www.ife.co.ukexhibitors/shandong-ocean-village-food-co,YES,"https://www.linkedin.com/search/results/companies/?keywords=SHANDONG%20OCEAN%20VILLAGE%20FOOD%20CO.,LTD","https://app.apollo.io/#/companies?q_organization_name=SHANDONG%20OCEAN%20VILLAGE%20FOOD%20CO.,LTD",,,,,New,,,partial,0
"Shandong Sinogen Food Co.,Ltd",Stand: N3736,,Stand: N3736,https://www.ife.co.ukexhibitors/shandong-sinogen-food-co-1,YES,"https://www.linkedin.com/search/results/companies/?keywords=Shandong%20Sinogen%20Food%20Co.,Ltd","https://app.apollo.io/#/companies?q_organization_name=Shandong%20Sinogen%20Food%20Co.,Ltd",,,,,New,,,partial,0
"Shandong Xinnuo Food Technology Co.,ltd.",Stand: N4450h,,Stand: N4450h,https://www.ife.co.ukexhibitors/shandong-xinnuo-food-technology-co,YES,"https://www.linkedin.com/search/results/companies/?keywords=Shandong%20Xinnuo%20Food%20Technology%20Co.,ltd.","https://app.apollo.io/#/companies?q_organization_name=Shandong%20Xinnuo%20Food%20Technology%20Co.,ltd.",,,,,New,,,partial,0
"Shanghai Hi-Dolphin Robot Technology Co., Ltd.(COFE+)",Stand: S1181,,Stand: S1181,https://www.ife.co.ukexhibitors/shanghai-hi-dolphin-robot-technology-co-cofe-,,"https://www.linkedin.com/search/results/companies/?keywords=Shanghai%20Hi-Dolphin%20Robot%20Technology%20Co.,%20Ltd.(COFE+)","https://app.apollo.io/#/companies?q_organization_name=Shanghai%20Hi-Dolphin%20Robot%20Technology%20Co.,%20Ltd.(COFE+)",,,,,New,,,partial,0
Shankar Foods,Stand: N2930,,Stand: N2930,https://www.ife.co.ukexhibitors/shankar-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=Shankar%20Foods,https://app.apollo.io/#/companies?q_organization_name=Shankar%20Foods,,,,,New,,,partial,0
SheReal,Stand: N955,,Stand: N955,https://www.ife.co.ukexhibitors/shereal-1,,https://www.linkedin.com/search/results/companies/?keywords=SheReal,https://app.apollo.io/#/companies?q_organization_name=SheReal,,,,,New,,,partial,0
Shield Safety,Stand: S1619,,Stand: S1619,https://www.ife.co.ukexhibitors/shield-safety,,https://www.linkedin.com/search/results/companies/?keywords=Shield%20Safety,https://app.apollo.io/#/companies?q_organization_name=Shield%20Safety,,,,,New,,,partial,0
Shiftie,Stand: S3414,,Stand: S3414,https://www.ife.co.ukexhibitors/shiftie,,https://www.linkedin.com/search/results/companies/?keywords=Shiftie,https://app.apollo.io/#/companies?q_organization_name=Shiftie,,,,,New,,,partial,0
Showerings Cider,Stand: Taproom B,,Stand: Taproom B,https://www.ife.co.ukexhibitors/showerings-cider,,https://www.linkedin.com/search/results/companies/?keywords=Showerings%20Cider,https://app.apollo.io/#/companies?q_organization_name=Showerings%20Cider,,,,,New,,,partial,0
Shri Bajrang Alliance,Stand: N3917,,Stand: N3917,https://www.ife.co.ukexhibitors/shri-bajrang-alliance,,https://www.linkedin.com/search/results/companies/?keywords=Shri%20Bajrang%20Alliance,https://app.apollo.io/#/companies?q_organization_name=Shri%20Bajrang%20Alliance,,,,,New,,,partial,0
SIAS,Stand: N4510j,,Stand: N4510j,https://www.ife.co.ukexhibitors/sias,,https://www.linkedin.com/search/results/companies/?keywords=SIAS,https://app.apollo.io/#/companies?q_organization_name=SIAS,,,,,New,,,partial,0
Signature Beef,Stand: S1010,,Stand: S1010,https://www.ife.co.ukexhibitors/signature-beef,,https://www.linkedin.com/search/results/companies/?keywords=Signature%20Beef,https://app.apollo.io/#/companies?q_organization_name=Signature%20Beef,,,,,New,,,partial,0
"Sincere Eco Technology Co., Ltd",Stand: S1270,,Stand: S1270,https://www.ife.co.ukexhibitors/sincere-eco-technology-co,,"https://www.linkedin.com/search/results/companies/?keywords=Sincere%20Eco%20Technology%20Co.,%20Ltd","https://app.apollo.io/#/companies?q_organization_name=Sincere%20Eco%20Technology%20Co.,%20Ltd",,,,,New,,,partial,0
Sino International Trading LTD,Stand: N3970,,Stand: N3970,https://www.ife.co.ukexhibitors/sino-international-trading-1,,https://www.linkedin.com/search/results/companies/?keywords=Sino%20International%20Trading%20LTD,https://app.apollo.io/#/companies?q_organization_name=Sino%20International%20Trading%20LTD,,,,,New,,,partial,0
SKYDEAR PLASTIC TECHNOLOGY(ZHEJIANG) CO.. LTD,"Stand: S1450, S826",,"Stand: S1450, S826",https://www.ife.co.ukexhibitors/skydear-plastic-technologyzhejiang-co,,https://www.linkedin.com/search/results/companies/?keywords=SKYDEAR%20PLASTIC%20TECHNOLOGY(ZHEJIANG)%20CO..%20LTD,https://app.apollo.io/#/companies?q_organization_name=SKYDEAR%20PLASTIC%20TECHNOLOGY(ZHEJIANG)%20CO..%20LTD,,,,,New,,,partial,0
Skystem,Stand: S3416,,Stand: S3416,https://www.ife.co.ukexhibitors/skystem,,https://www.linkedin.com/search/results/companies/?keywords=Skystem,https://app.apollo.io/#/companies?q_organization_name=Skystem,,,,,New,,,partial,0
Sleaford Quality Foods,Stand: N620,,Stand: N620,https://www.ife.co.ukexhibitors/sleaford-quality-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=Sleaford%20Quality%20Foods,https://app.apollo.io/#/companies?q_organization_name=Sleaford%20Quality%20Foods,,,,,New,,,partial,0
Smeg UK Professional,Stand: S530a,,Stand: S530a,https://www.ife.co.ukexhibitors/smeg-uk-professional,,https://www.linkedin.com/search/results/companies/?keywords=Smeg%20UK%20Professional,https://app.apollo.io/#/companies?q_organization_name=Smeg%20UK%20Professional,,,,,New,,,partial,0
Smith's Coffee Company Ltd,Stand: S774,,Stand: S774,https://www.ife.co.ukexhibitors/smiths-coffee-company-1,YES,https://www.linkedin.com/search/results/companies/?keywords=Smith's%20Coffee%20Company%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Smith's%20Coffee%20Company%20Ltd,,,,,New,,,partial,0
Smokin' Brothers,Stand: N1071,,Stand: N1071,https://www.ife.co.ukexhibitors/smokin-brothers,,https://www.linkedin.com/search/results/companies/?keywords=Smokin'%20Brothers,https://app.apollo.io/#/companies?q_organization_name=Smokin'%20Brothers,,,,,New,,,partial,0
Softy,Stand: S1727,,Stand: S1727,https://www.ife.co.ukexhibitors/softy,,https://www.linkedin.com/search/results/companies/?keywords=Softy,https://app.apollo.io/#/companies?q_organization_name=Softy,,,,,New,,,partial,0
Soham Industrial Machinery Ltd.,Stand: N211,,Stand: N211,https://www.ife.co.ukexhibitors/soham-industrial-machinery-,,https://www.linkedin.com/search/results/companies/?keywords=Soham%20Industrial%20Machinery%20Ltd.,https://app.apollo.io/#/companies?q_organization_name=Soham%20Industrial%20Machinery%20Ltd.,,,,,New,,,partial,0
SOHOSNACKS,Stand: N3320,,Stand: N3320,https://www.ife.co.ukexhibitors/sohosnacks,YES,https://www.linkedin.com/search/results/companies/?keywords=SOHOSNACKS,https://app.apollo.io/#/companies?q_organization_name=SOHOSNACKS,,,,,New,,,partial,0
Soil Association Organisation,Stand: N281g,,Stand: N281g,https://www.ife.co.ukexhibitors/soil-association-organisation,,https://www.linkedin.com/search/results/companies/?keywords=Soil%20Association%20Organisation,https://app.apollo.io/#/companies?q_organization_name=Soil%20Association%20Organisation,,,,,New,,,partial,0
SOLIVERA,Stand: N4610b,,Stand: N4610b,https://www.ife.co.ukexhibitors/solivera,,https://www.linkedin.com/search/results/companies/?keywords=SOLIVERA,https://app.apollo.io/#/companies?q_organization_name=SOLIVERA,,,,,New,,,partial,0
Solomons Gold,Stand: N2130,,Stand: N2130,https://www.ife.co.ukexhibitors/solomon-gold,,https://www.linkedin.com/search/results/companies/?keywords=Solomons%20Gold,https://app.apollo.io/#/companies?q_organization_name=Solomons%20Gold,,,,,New,,,partial,0
SOMADIR,Stand: N4650,,Stand: N4650,https://www.ife.co.ukexhibitors/somadir,,https://www.linkedin.com/search/results/companies/?keywords=SOMADIR,https://app.apollo.io/#/companies?q_organization_name=SOMADIR,,,,,New,,,partial,0
SONKO Vitality Space,Stand: N4350,,Stand: N4350,https://www.ife.co.ukexhibitors/sonko-vitality-space,,https://www.linkedin.com/search/results/companies/?keywords=SONKO%20Vitality%20Space,https://app.apollo.io/#/companies?q_organization_name=SONKO%20Vitality%20Space,,,,,New,,,partial,0
SOOFTY,Stand: N4530d,,Stand: N4530d,https://www.ife.co.ukexhibitors/soofty,,https://www.linkedin.com/search/results/companies/?keywords=SOOFTY,https://app.apollo.io/#/companies?q_organization_name=SOOFTY,,,,,New,,,partial,0
SORMAC,Stand: N517,,Stand: N517,https://www.ife.co.ukexhibitors/sormac-1,,https://www.linkedin.com/search/results/companies/?keywords=SORMAC,https://app.apollo.io/#/companies?q_organization_name=SORMAC,,,,,New,,,partial,0
Southern United States Trade Association (SUSTA),Stand: N1430c,,Stand: N1430c,https://www.ife.co.ukexhibitors/southern-united-states-trade-association-susta,,https://www.linkedin.com/search/results/companies/?keywords=Southern%20United%20States%20Trade%20Association%20(SUSTA),https://app.apollo.io/#/companies?q_organization_name=Southern%20United%20States%20Trade%20Association%20(SUSTA),,,,,New,,,partial,0
"Space Enterprises, LLC - World of Chia",Stand: N1430d,,Stand: N1430d,https://www.ife.co.ukexhibitors/space-enterprises-llc-world-chia,,"https://www.linkedin.com/search/results/companies/?keywords=Space%20Enterprises,%20LLC%20-%20World%20of%20Chia","https://app.apollo.io/#/companies?q_organization_name=Space%20Enterprises,%20LLC%20-%20World%20of%20Chia",,,,,New,,,partial,0
Spacevac International,Stand: N300,,Stand: N300,https://www.ife.co.ukexhibitors/spacevac-international-1,,https://www.linkedin.com/search/results/companies/?keywords=Spacevac%20International,https://app.apollo.io/#/companies?q_organization_name=Spacevac%20International,,,,,New,,,partial,0
Specialty Polyfilms,Stand: S1471,,Stand: S1471,https://www.ife.co.ukexhibitors/specialty-polyfilms-1,,https://www.linkedin.com/search/results/companies/?keywords=Specialty%20Polyfilms,https://app.apollo.io/#/companies?q_organization_name=Specialty%20Polyfilms,,,,,New,,,partial,0
"Sphere International, LLC",Stand: N451,,Stand: N451,https://www.ife.co.ukexhibitors/sphere-international-llc,,"https://www.linkedin.com/search/results/companies/?keywords=Sphere%20International,%20LLC","https://app.apollo.io/#/companies?q_organization_name=Sphere%20International,%20LLC",,,,,New,,,partial,0
Sprehe UK Limited,Stand: N3700,,Stand: N3700,https://www.ife.co.ukexhibitors/sprehe-uk-limited,,https://www.linkedin.com/search/results/companies/?keywords=Sprehe%20UK%20Limited,https://app.apollo.io/#/companies?q_organization_name=Sprehe%20UK%20Limited,,,,,New,,,partial,0
Square,Stand: S3010,,Stand: S3010,https://www.ife.co.ukexhibitors/square,,https://www.linkedin.com/search/results/companies/?keywords=Square,https://app.apollo.io/#/companies?q_organization_name=Square,,,,,New,,,partial,0
Squeeze It,Stand: N4910,,Stand: N4910,https://www.ife.co.ukexhibitors/squeeze-1,,https://www.linkedin.com/search/results/companies/?keywords=Squeeze%20It,https://app.apollo.io/#/companies?q_organization_name=Squeeze%20It,,,,,New,,,partial,0
Sri Lanka Tea Board,Stand: S580,,Stand: S580,https://www.ife.co.ukexhibitors/sri-lanka-tea-board-1,YES,https://www.linkedin.com/search/results/companies/?keywords=Sri%20Lanka%20Tea%20Board,https://app.apollo.io/#/companies?q_organization_name=Sri%20Lanka%20Tea%20Board,,,,,New,,,partial,0
St Ewe Free Range Eggs,Stand: S570,,Stand: S570,https://www.ife.co.ukexhibitors/st-ewe-free-range-eggs-1,,https://www.linkedin.com/search/results/companies/?keywords=St%20Ewe%20Free%20Range%20Eggs,https://app.apollo.io/#/companies?q_organization_name=St%20Ewe%20Free%20Range%20Eggs,,,,,New,,,partial,0
St Michel Biscuits,Stand: N3432,,Stand: N3432,https://www.ife.co.ukexhibitors/st-michel-biscuits,,https://www.linkedin.com/search/results/companies/?keywords=St%20Michel%20Biscuits,https://app.apollo.io/#/companies?q_organization_name=St%20Michel%20Biscuits,,,,,New,,,partial,0
Stag Bakeries,Stand: N3465,,Stand: N3465,https://www.ife.co.ukexhibitors/stag-bakeries,,https://www.linkedin.com/search/results/companies/?keywords=Stag%20Bakeries,https://app.apollo.io/#/companies?q_organization_name=Stag%20Bakeries,,,,,New,,,partial,0
Stalwart Crafts,Stand: 2510,,Stand: 2510,https://www.ife.co.ukexhibitors/stalwart-crafts,,https://www.linkedin.com/search/results/companies/?keywords=Stalwart%20Crafts,https://app.apollo.io/#/companies?q_organization_name=Stalwart%20Crafts,,,,,New,,,partial,0
Stampede AI,Stand: S3130,,Stand: S3130,https://www.ife.co.ukexhibitors/stampede-ai,,https://www.linkedin.com/search/results/companies/?keywords=Stampede%20AI,https://app.apollo.io/#/companies?q_organization_name=Stampede%20AI,,,,,New,,,partial,0
"State Transformation Commission, Government of Uttar Pradesh",Stand: N4540,,Stand: N4540,https://www.ife.co.ukexhibitors/state-transformation-commission-government-uttar-pradesh,,"https://www.linkedin.com/search/results/companies/?keywords=State%20Transformation%20Commission,%20Government%20of%20Uttar%20Pradesh","https://app.apollo.io/#/companies?q_organization_name=State%20Transformation%20Commission,%20Government%20of%20Uttar%20Pradesh",,,,,New,,,partial,0
Stella Foods,Stand: S1010,,Stand: S1010,https://www.ife.co.ukexhibitors/stella-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=Stella%20Foods,https://app.apollo.io/#/companies?q_organization_name=Stella%20Foods,,,,,New,,,partial,0
STI Freight Management,Stand: N678,Exporters Hub,Stand: N678,https://www.ife.co.ukexhibitors/sti-freight-management-1,,https://www.linkedin.com/search/results/companies/?keywords=STI%20Freight%20Management,https://app.apollo.io/#/companies?q_organization_name=STI%20Freight%20Management,,,,,New,,,partial,0
STOHOS FOODS,Stand: N3740,,Stand: N3740,https://www.ife.co.ukexhibitors/stohos-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=STOHOS%20FOODS,https://app.apollo.io/#/companies?q_organization_name=STOHOS%20FOODS,,,,,New,,,partial,0
STRIKING (TOWN DRAGON LIMITED),Stand: N3412,,Stand: N3412,https://www.ife.co.ukexhibitors/striking-town-dragon-limited-1,,https://www.linkedin.com/search/results/companies/?keywords=STRIKING%20(TOWN%20DRAGON%20LIMITED),https://app.apollo.io/#/companies?q_organization_name=STRIKING%20(TOWN%20DRAGON%20LIMITED),,,,,New,,,partial,0
Subliva UK,Stand: S1056,,Stand: S1056,https://www.ife.co.ukexhibitors/subliva-uk-1,,https://www.linkedin.com/search/results/companies/?keywords=Subliva%20UK,https://app.apollo.io/#/companies?q_organization_name=Subliva%20UK,,,,,New,,,partial,0
Suhana,Stand: N2630,,Stand: N2630,https://www.ife.co.ukexhibitors/suhana,,https://www.linkedin.com/search/results/companies/?keywords=Suhana,https://app.apollo.io/#/companies?q_organization_name=Suhana,,,,,New,,,partial,0
Sultan Fresh Fruit Co.,Stand: N4630,,Stand: N4630,https://www.ife.co.ukexhibitors/sultan-fresh-fruit-co,,https://www.linkedin.com/search/results/companies/?keywords=Sultan%20Fresh%20Fruit%20Co.,https://app.apollo.io/#/companies?q_organization_name=Sultan%20Fresh%20Fruit%20Co.,,,,,New,,,partial,0
Sunday,Stand: S3140,,Stand: S3140,https://www.ife.co.ukexhibitors/sunday,,https://www.linkedin.com/search/results/companies/?keywords=Sunday,https://app.apollo.io/#/companies?q_organization_name=Sunday,,,,,New,,,partial,0
Sunfly OÜ,Stand: N1016,,Stand: N1016,https://www.ife.co.ukexhibitors/sunfly-ou,,https://www.linkedin.com/search/results/companies/?keywords=Sunfly%20OÜ,https://app.apollo.io/#/companies?q_organization_name=Sunfly%20OÜ,,,,,New,,,partial,0
"SUNNYSYRUP FOOD CO., LTD.",Stand: N5025,,Stand: N5025,https://www.ife.co.ukexhibitors/sunnysyrup-food-co-,YES,"https://www.linkedin.com/search/results/companies/?keywords=SUNNYSYRUP%20FOOD%20CO.,%20LTD.","https://app.apollo.io/#/companies?q_organization_name=SUNNYSYRUP%20FOOD%20CO.,%20LTD.",,,,,New,,,partial,0
"Sunsu Solution Co.,Ltd",Stand: N3471,,Stand: N3471,https://www.ife.co.ukexhibitors/sunsu-solution-co-1,,"https://www.linkedin.com/search/results/companies/?keywords=Sunsu%20Solution%20Co.,Ltd","https://app.apollo.io/#/companies?q_organization_name=Sunsu%20Solution%20Co.,Ltd",,,,,New,,,partial,0
SUNYEE TEA × SUNBAY TEA BREW (UK),Stand: N1958,,Stand: N1958,https://www.ife.co.ukexhibitors/sunyee-tea-sunbay-tea-brew-uk,YES,https://www.linkedin.com/search/results/companies/?keywords=SUNYEE%20TEA%20×%20SUNBAY%20TEA%20BREW%20(UK),https://app.apollo.io/#/companies?q_organization_name=SUNYEE%20TEA%20×%20SUNBAY%20TEA%20BREW%20(UK),,,,,New,,,partial,0
"Suree Interfoods Co., Ltd",Stand: N2670,,Stand: N2670,https://www.ife.co.ukexhibitors/suree-interfoods-co,YES,"https://www.linkedin.com/search/results/companies/?keywords=Suree%20Interfoods%20Co.,%20Ltd","https://app.apollo.io/#/companies?q_organization_name=Suree%20Interfoods%20Co.,%20Ltd",,,,,New,,,partial,0
Sweet 'N Low,Stand: S572,,Stand: S572,https://www.ife.co.ukexhibitors/sweet-n-low,YES,https://www.linkedin.com/search/results/companies/?keywords=Sweet%20'N%20Low,https://app.apollo.io/#/companies?q_organization_name=Sweet%20'N%20Low,,,,,New,,,partial,0
SWEETO,Stand: N3628,,Stand: N3628,https://www.ife.co.ukexhibitors/sweeto,YES,https://www.linkedin.com/search/results/companies/?keywords=SWEETO,https://app.apollo.io/#/companies?q_organization_name=SWEETO,,,,,New,,,partial,0
T&G Woodware,Stand: S1054,,Stand: S1054,https://www.ife.co.ukexhibitors/tg-woodware-1,,https://www.linkedin.com/search/results/companies/?keywords=T&G%20Woodware,https://app.apollo.io/#/companies?q_organization_name=T&G%20Woodware,,,,,New,,,partial,0
Tabladillo,Stand: N1630b,,Stand: N1630b,https://www.ife.co.ukexhibitors/tabladillo,,https://www.linkedin.com/search/results/companies/?keywords=Tabladillo,https://app.apollo.io/#/companies?q_organization_name=Tabladillo,,,,,New,,,partial,0
TABLE MINDER,Stand: S3055,,Stand: S3055,https://www.ife.co.ukexhibitors/table-mindere,,https://www.linkedin.com/search/results/companies/?keywords=TABLE%20MINDER,https://app.apollo.io/#/companies?q_organization_name=TABLE%20MINDER,,,,,New,,,partial,0
Tachiz,Stand: N4818,,Stand: N4818,https://www.ife.co.ukexhibitors/tachiz,,https://www.linkedin.com/search/results/companies/?keywords=Tachiz,https://app.apollo.io/#/companies?q_organization_name=Tachiz,,,,,New,,,partial,0
TAHRAOUI GROUP,Stand: N1650,,Stand: N1650,https://www.ife.co.ukexhibitors/tahraoui-group,,https://www.linkedin.com/search/results/companies/?keywords=TAHRAOUI%20GROUP,https://app.apollo.io/#/companies?q_organization_name=TAHRAOUI%20GROUP,,,,,New,,,partial,0
TAINAN CITY GOVERNMENT AGRICULTURE BUREAU,Stand: N1958,,Stand: N1958,https://www.ife.co.ukexhibitors/tainan-city-government-agriculture-bureau-1,,https://www.linkedin.com/search/results/companies/?keywords=TAINAN%20CITY%20GOVERNMENT%20AGRICULTURE%20BUREAU,https://app.apollo.io/#/companies?q_organization_name=TAINAN%20CITY%20GOVERNMENT%20AGRICULTURE%20BUREAU,,,,,New,,,partial,0
"TAINAN FISHERT MARKETING CO., LTD.",Stand: N1958,,Stand: N1958,https://www.ife.co.ukexhibitors/tainan-fishert-marketing-co-,,"https://www.linkedin.com/search/results/companies/?keywords=TAINAN%20FISHERT%20MARKETING%20CO.,%20LTD.","https://app.apollo.io/#/companies?q_organization_name=TAINAN%20FISHERT%20MARKETING%20CO.,%20LTD.",,,,,New,,,partial,0
"TAIWAN GOLDEN BUCKWHEAT CO., LTD.",Stand: N1958,,Stand: N1958,https://www.ife.co.ukexhibitors/taiwan-golden-buckwheat-co-,,"https://www.linkedin.com/search/results/companies/?keywords=TAIWAN%20GOLDEN%20BUCKWHEAT%20CO.,%20LTD.","https://app.apollo.io/#/companies?q_organization_name=TAIWAN%20GOLDEN%20BUCKWHEAT%20CO.,%20LTD.",,,,,New,,,partial,0
Taiwan Tea Manufacturers' Association,Stand: N4648,,Stand: N4648,https://www.ife.co.ukexhibitors/taiwan-tea-manufacturers-association,YES,https://www.linkedin.com/search/results/companies/?keywords=Taiwan%20Tea%20Manufacturers'%20Association,https://app.apollo.io/#/companies?q_organization_name=Taiwan%20Tea%20Manufacturers'%20Association,,,,,New,,,partial,0
Taj Foods Ltd,Stand: N3932,,Stand: N3932,https://www.ife.co.ukexhibitors/taj-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=Taj%20Foods%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Taj%20Foods%20Ltd,,,,,New,,,partial,0
TariffTel,Stand: N670,Exporters Hub,Stand: N670,https://www.ife.co.ukexhibitors/tarifftel-1,,https://www.linkedin.com/search/results/companies/?keywords=TariffTel,https://app.apollo.io/#/companies?q_organization_name=TariffTel,,,,,New,,,partial,0
TASDIR - SAFEX Group,Stand: N1650,,Stand: N1650,https://www.ife.co.ukexhibitors/tasdir-safex-group,,https://www.linkedin.com/search/results/companies/?keywords=TASDIR%20-%20SAFEX%20Group,https://app.apollo.io/#/companies?q_organization_name=TASDIR%20-%20SAFEX%20Group,,,,,New,,,partial,0
Taste Flavourings Ltd,Stand: N370,,Stand: N370,https://www.ife.co.ukexhibitors/taste-flavourings,,https://www.linkedin.com/search/results/companies/?keywords=Taste%20Flavourings%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Taste%20Flavourings%20Ltd,,,,,New,,,partial,0
Tastel Fine Foods UK Limited,Stand: N2678,,Stand: N2678,https://www.ife.co.ukexhibitors/tastel-fine-foods-uk-limited,YES,https://www.linkedin.com/search/results/companies/?keywords=Tastel%20Fine%20Foods%20UK%20Limited,https://app.apollo.io/#/companies?q_organization_name=Tastel%20Fine%20Foods%20UK%20Limited,,,,,New,,,partial,0
Tazaki Foods,Stand: S1112,,Stand: S1112,https://www.ife.co.ukexhibitors/tazaki-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=Tazaki%20Foods,https://app.apollo.io/#/companies?q_organization_name=Tazaki%20Foods,,,,,New,,,partial,0
TAZARA - TASTE OF TRADITION,Stand: N1215,,Stand: N1215,https://www.ife.co.ukexhibitors/tazara-taste-tradition-1,,https://www.linkedin.com/search/results/companies/?keywords=TAZARA%20-%20TASTE%20OF%20TRADITION,https://app.apollo.io/#/companies?q_organization_name=TAZARA%20-%20TASTE%20OF%20TRADITION,,,,,New,,,partial,0
Tech on Toast,Stand: S3466,,Stand: S3466,https://www.ife.co.ukexhibitors/tech-toast,,https://www.linkedin.com/search/results/companies/?keywords=Tech%20on%20Toast,https://app.apollo.io/#/companies?q_organization_name=Tech%20on%20Toast,,,,,New,,,partial,0
TEKER GROUP,Stand: N4010,,Stand: N4010,https://www.ife.co.ukexhibitors/teker-group-1,,https://www.linkedin.com/search/results/companies/?keywords=TEKER%20GROUP,https://app.apollo.io/#/companies?q_organization_name=TEKER%20GROUP,,,,,New,,,partial,0
Tenzo,Stand: S3541​,,Stand: S3541​,https://www.ife.co.ukexhibitors/tenzo,,https://www.linkedin.com/search/results/companies/?keywords=Tenzo,https://app.apollo.io/#/companies?q_organization_name=Tenzo,,,,,New,,,partial,0
TEPE ZEYTINCILIK,Stand: N948,,Stand: N948,https://www.ife.co.ukexhibitors/tepe-zeytincilik,,https://www.linkedin.com/search/results/companies/?keywords=TEPE%20ZEYTINCILIK,https://app.apollo.io/#/companies?q_organization_name=TEPE%20ZEYTINCILIK,,,,,New,,,partial,0
Tevalis,Stand: ​S3420,,Stand: ​S3420,https://www.ife.co.ukexhibitors/tevalis-1,,https://www.linkedin.com/search/results/companies/?keywords=Tevalis,https://app.apollo.io/#/companies?q_organization_name=Tevalis,,,,,New,,,partial,0
Teys,Stand: S1010,,Stand: S1010,https://www.ife.co.ukexhibitors/teys,,https://www.linkedin.com/search/results/companies/?keywords=Teys,https://app.apollo.io/#/companies?q_organization_name=Teys,,,,,New,,,partial,0
Thai Coconut Public Company Limited,Stand: N2911,,Stand: N2911,https://www.ife.co.ukexhibitors/thai-coconut-public-company-limited-1,,https://www.linkedin.com/search/results/companies/?keywords=Thai%20Coconut%20Public%20Company%20Limited,https://app.apollo.io/#/companies?q_organization_name=Thai%20Coconut%20Public%20Company%20Limited,,,,,New,,,partial,0
