Company,Category,Country,Stand,IFE Profile,Relevant,Sales Navigator Search,LinkedIn People Search,Apollo Search,Apollo People Search,Contact Name,Contact Title,Contact Email,Website,Description,AI Message,Status,Interest Level,Notes,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score,Email,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,phone,linkedin_url
Robin Food,Stand: N2430,,Stand: N2430,https://www.ife.co.ukexhibitors/robin-food-1,YES,https://www.linkedin.com/sales/search/people?keywords=Robin%20Food&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Robin%20Food&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Robin%20Food,https://app.apollo.io/#/people?q_organization_name=Robin%20Food&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
S&B FOODS INC.,Stand: N3080,,Stand: N3080,https://www.ife.co.ukexhibitors/sb-foods-inc,YES,https://www.linkedin.com/sales/search/people?keywords=S%26B%20FOODS%20INC.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=S%26B%20FOODS%20INC.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=S&B%20FOODS%20INC.,https://app.apollo.io/#/people?q_organization_name=S&B%20FOODS%20INC.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Samworth Brothers: Food For Now,Stand: N3779,,Stand: N3779,https://www.ife.co.ukexhibitors/samworth-brothers-food-now-higgidy,YES,https://www.linkedin.com/sales/search/people?keywords=Samworth%20Brothers:%20Food%20For%20Now&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Samworth%20Brothers:%20Food%20For%20Now&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Samworth%20Brothers:%20Food%20For%20Now,https://app.apollo.io/#/people?q_organization_name=Samworth%20Brothers:%20Food%20For%20Now&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Seagul Spirits,Stand: N970,,Stand: N970,https://www.ife.co.ukexhibitors/seagul-spirits,YES,https://www.linkedin.com/sales/search/people?keywords=Seagul%20Spirits&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Seagul%20Spirits&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Seagul%20Spirits,https://app.apollo.io/#/people?q_organization_name=Seagul%20Spirits&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
SEAHAWK MARINE FOODS LIMITED,Stand: N4030,,Stand: N4030,https://www.ife.co.ukexhibitors/seahawk-marine-foods-limited-1,YES,https://www.linkedin.com/sales/search/people?keywords=SEAHAWK%20MARINE%20FOODS%20LIMITED&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=SEAHAWK%20MARINE%20FOODS%20LIMITED&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=SEAHAWK%20MARINE%20FOODS%20LIMITED,https://app.apollo.io/#/people?q_organization_name=SEAHAWK%20MARINE%20FOODS%20LIMITED&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Serendib Global Foods Ltd,Stand: N2710,,Stand: N2710,https://www.ife.co.ukexhibitors/serendib-global-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Serendib%20Global%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Serendib%20Global%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Serendib%20Global%20Foods%20Ltd,https://app.apollo.io/#/people?q_organization_name=Serendib%20Global%20Foods%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Sesame Fields for Food Industries,Stand: N4410b,,Stand: N4410b,https://www.ife.co.ukexhibitors/sesame-fields-food-industries,YES,https://www.linkedin.com/sales/search/people?keywords=Sesame%20Fields%20for%20Food%20Industries&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Sesame%20Fields%20for%20Food%20Industries&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Sesame%20Fields%20for%20Food%20Industries,https://app.apollo.io/#/people?q_organization_name=Sesame%20Fields%20for%20Food%20Industries&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
SHAKTI FOODS,Stand: N2760,,Stand: N2760,https://www.ife.co.ukexhibitors/shakti-foods,YES,https://www.linkedin.com/sales/search/people?keywords=SHAKTI%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=SHAKTI%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=SHAKTI%20FOODS,https://app.apollo.io/#/people?q_organization_name=SHAKTI%20FOODS&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"SHANDONG OCEAN VILLAGE FOOD CO.,LTD",Stand: N1450f,,Stand: N1450f,https://www.ife.co.ukexhibitors/shandong-ocean-village-food-co,YES,"https://www.linkedin.com/sales/search/people?keywords=SHANDONG%20OCEAN%20VILLAGE%20FOOD%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=SHANDONG%20OCEAN%20VILLAGE%20FOOD%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=SHANDONG%20OCEAN%20VILLAGE%20FOOD%20CO.,LTD","https://app.apollo.io/#/people?q_organization_name=SHANDONG%20OCEAN%20VILLAGE%20FOOD%20CO.,LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"Shandong Sinogen Food Co.,Ltd",Stand: N3736,,Stand: N3736,https://www.ife.co.ukexhibitors/shandong-sinogen-food-co-1,YES,"https://www.linkedin.com/sales/search/people?keywords=Shandong%20Sinogen%20Food%20Co.,Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Shandong%20Sinogen%20Food%20Co.,Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Shandong%20Sinogen%20Food%20Co.,Ltd","https://app.apollo.io/#/people?q_organization_name=Shandong%20Sinogen%20Food%20Co.,Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"Shandong Xinnuo Food Technology Co.,ltd.",Stand: N4450h,,Stand: N4450h,https://www.ife.co.ukexhibitors/shandong-xinnuo-food-technology-co,YES,"https://www.linkedin.com/sales/search/people?keywords=Shandong%20Xinnuo%20Food%20Technology%20Co.,ltd.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Shandong%20Xinnuo%20Food%20Technology%20Co.,ltd.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Shandong%20Xinnuo%20Food%20Technology%20Co.,ltd.","https://app.apollo.io/#/people?q_organization_name=Shandong%20Xinnuo%20Food%20Technology%20Co.,ltd.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Shankar Foods,Stand: N2930,,Stand: N2930,https://www.ife.co.ukexhibitors/shankar-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Shankar%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Shankar%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Shankar%20Foods,https://app.apollo.io/#/people?q_organization_name=Shankar%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Sleaford Quality Foods,Stand: N620,,Stand: N620,https://www.ife.co.ukexhibitors/sleaford-quality-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Sleaford%20Quality%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Sleaford%20Quality%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Sleaford%20Quality%20Foods,https://app.apollo.io/#/people?q_organization_name=Sleaford%20Quality%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Smith's Coffee Company Ltd,Stand: S774,,Stand: S774,https://www.ife.co.ukexhibitors/smiths-coffee-company-1,YES,https://www.linkedin.com/sales/search/people?keywords=Smith's%20Coffee%20Company%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Smith's%20Coffee%20Company%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Smith's%20Coffee%20Company%20Ltd,https://app.apollo.io/#/people?q_organization_name=Smith's%20Coffee%20Company%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
SOHOSNACKS,Stand: N3320,,Stand: N3320,https://www.ife.co.ukexhibitors/sohosnacks,YES,https://www.linkedin.com/sales/search/people?keywords=SOHOSNACKS&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=SOHOSNACKS&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=SOHOSNACKS,https://app.apollo.io/#/people?q_organization_name=SOHOSNACKS&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Sri Lanka Tea Board,Stand: S580,,Stand: S580,https://www.ife.co.ukexhibitors/sri-lanka-tea-board-1,YES,https://www.linkedin.com/sales/search/people?keywords=Sri%20Lanka%20Tea%20Board&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Sri%20Lanka%20Tea%20Board&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Sri%20Lanka%20Tea%20Board,https://app.apollo.io/#/people?q_organization_name=Sri%20Lanka%20Tea%20Board&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Stella Foods,Stand: S1010,,Stand: S1010,https://www.ife.co.ukexhibitors/stella-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Stella%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Stella%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Stella%20Foods,https://app.apollo.io/#/people?q_organization_name=Stella%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
STOHOS FOODS,Stand: N3740,,Stand: N3740,https://www.ife.co.ukexhibitors/stohos-foods,YES,https://www.linkedin.com/sales/search/people?keywords=STOHOS%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=STOHOS%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=STOHOS%20FOODS,https://app.apollo.io/#/people?q_organization_name=STOHOS%20FOODS&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"SUNNYSYRUP FOOD CO., LTD.",Stand: N5025,,Stand: N5025,https://www.ife.co.ukexhibitors/sunnysyrup-food-co-,YES,"https://www.linkedin.com/sales/search/people?keywords=SUNNYSYRUP%20FOOD%20CO.,%20LTD.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=SUNNYSYRUP%20FOOD%20CO.,%20LTD.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=SUNNYSYRUP%20FOOD%20CO.,%20LTD.","https://app.apollo.io/#/people?q_organization_name=SUNNYSYRUP%20FOOD%20CO.,%20LTD.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
SUNYEE TEA × SUNBAY TEA BREW (UK),Stand: N1958,,Stand: N1958,https://www.ife.co.ukexhibitors/sunyee-tea-sunbay-tea-brew-uk,YES,https://www.linkedin.com/sales/search/people?keywords=SUNYEE%20TEA%20×%20SUNBAY%20TEA%20BREW%20(UK)&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=SUNYEE%20TEA%20×%20SUNBAY%20TEA%20BREW%20(UK)&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=SUNYEE%20TEA%20×%20SUNBAY%20TEA%20BREW%20(UK),https://app.apollo.io/#/people?q_organization_name=SUNYEE%20TEA%20×%20SUNBAY%20TEA%20BREW%20(UK)&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"Suree Interfoods Co., Ltd",Stand: N2670,,Stand: N2670,https://www.ife.co.ukexhibitors/suree-interfoods-co,YES,"https://www.linkedin.com/sales/search/people?keywords=Suree%20Interfoods%20Co.,%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Suree%20Interfoods%20Co.,%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Suree%20Interfoods%20Co.,%20Ltd","https://app.apollo.io/#/people?q_organization_name=Suree%20Interfoods%20Co.,%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Sweet 'N Low,Stand: S572,,Stand: S572,https://www.ife.co.ukexhibitors/sweet-n-low,YES,https://www.linkedin.com/sales/search/people?keywords=Sweet%20'N%20Low&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Sweet%20'N%20Low&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Sweet%20'N%20Low,https://app.apollo.io/#/people?q_organization_name=Sweet%20'N%20Low&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
SWEETO,Stand: N3628,,Stand: N3628,https://www.ife.co.ukexhibitors/sweeto,YES,https://www.linkedin.com/sales/search/people?keywords=SWEETO&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=SWEETO&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=SWEETO,https://app.apollo.io/#/people?q_organization_name=SWEETO&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Taiwan Tea Manufacturers' Association,Stand: N4648,,Stand: N4648,https://www.ife.co.ukexhibitors/taiwan-tea-manufacturers-association,YES,https://www.linkedin.com/sales/search/people?keywords=Taiwan%20Tea%20Manufacturers'%20Association&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Taiwan%20Tea%20Manufacturers'%20Association&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Taiwan%20Tea%20Manufacturers'%20Association,https://app.apollo.io/#/people?q_organization_name=Taiwan%20Tea%20Manufacturers'%20Association&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Taj Foods Ltd,Stand: N3932,,Stand: N3932,https://www.ife.co.ukexhibitors/taj-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Taj%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Taj%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Taj%20Foods%20Ltd,https://app.apollo.io/#/people?q_organization_name=Taj%20Foods%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Tastel Fine Foods UK Limited,Stand: N2678,,Stand: N2678,https://www.ife.co.ukexhibitors/tastel-fine-foods-uk-limited,YES,https://www.linkedin.com/sales/search/people?keywords=Tastel%20Fine%20Foods%20UK%20Limited&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Tastel%20Fine%20Foods%20UK%20Limited&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Tastel%20Fine%20Foods%20UK%20Limited,https://app.apollo.io/#/people?q_organization_name=Tastel%20Fine%20Foods%20UK%20Limited&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
