name,years,stand_2023,stand_2024,stand_2025,status_2023,status_2024,status_2025,website,description_pl,description_en,contact,nip,logo,real_website,email,phone,whatsapp,linkedin,facebook,instagram,youtube,tiktok,representative
FHU ARCHONT 2018 Danuta Parvi,2024,,C0.01,,,Sprzedane (Targi PWE),,https://www.pkt.pl/firma/fhu-archont-2018-danuta-parvi-7079530,"Odzież, konfekcja - detal",,,7541357148,https://www4.pwe-expoplanner.com/sklep/img/logo/30531.jpg,,,,,,,,,,
DALTRA – MLEKOLANDIA,2024,,C3.13b,,,Sprzedane,,https://mlekolandia.pl/,Artykuły żywnościowe dla niemowląt/dzieci,,,8943046310,https://www4.pwe-expoplanner.com/sklep/img/logo/16618.jpg,https://nesbru.com.pl/,kontakt@nesbru.com.pl,10943720208; 1743165583; +48 782 629 566,,,https://www.facebook.com/profile.php,https://www.instagram.com/nesbru.sklep/,,,
Centrum Prawa Żywnościowego,2024,,C2.43c,,,Sprzedane,,https://www.food-law.pl/,,,,9512361131,https://www4.pwe-expoplanner.com/sklep/img/logo/17485.jpg,https://food-law.pl/,,2021-03-23; 2024-10-11; 0000943423,,https://www.linkedin.com/company/foodlaw/,https://www.facebook.com/FOODLEX,,,,Michał Kowański (Manager) | Adwokat Iga Wiśniewicz (Specjalista) | Adwokat Iga Henc (Specjalista)
Ecofactor,2024,,C0.13,,,Sprzedane (Targi PWE),,https://aplikacja.ceidg.gov.pl/ceidg/ceidg.public.ui/SearchDetails.aspx?Id=d03eca0f-c325-424a-a3e3-4689fbed4366,,,,6832107384,https://www4.pwe-expoplanner.com/sklep/img/logo/13015.jpg,,,,,,,,,,
SYBIL GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C3.29c,,,Sprzedane,,https://aleo.com/pl/firma/sybil-group-spolka-z-ograniczona-odpowiedzialnoscia,,,,7831887564,,,,,,,,,,,
BACÓWKA U KRZYŚKA Krzysztof Łaś,2024,,C1.63b,,,Sprzedane,,https://www.malopolska.pl/_userfiles/uploads/Stop%20koronawirusowi/Oferta_U%20KRZY%C5%9AKA_sery_L.pdf,,,,6521105851,,,,,,,,,,,
People Media Company,2024,,C1.51b,,,Sprzedane,,https://krs-pobierz.pl/people-media-company-i5106882,,,,5213668612,,,,,,,,,,,
Przedsiębiorstwo Produkcyjno Handlowe WOX,2024,,C1.47c,,,Sprzedane (Targi PWE),,https://www.wox.pl/,,,,8631355403,,https://wox.pl/,biuro@wox.pl,2024-08-10; 2025-12-20; 330867 100,,,,,,,
Trade Xpo,"2024,2025",,C3.51b,C1.62b,,Sprzedane,Sprzedane (Agenci),https://www.tradexpo.co.kr/,-,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/20121.jpg,https://www.tradexpo.co.kr/,info@tradexpo.co.kr,896661621863264; +0490-0491; +0102-0103,,,,,,,
Violetta Wegner Tupperware,2024,,C1.43b,,,Sprzedane,,https://mapa.targeo.pl/7260035016/nip/firma,,,,7260035016,,,,,,,,,,,
SVANPOL,2024,,C1.52b,,,Sprzedane (Targi PWE),,https://aleo.com/pl/firma/svanpol-spolka-z-ograniczona-odpowiedzialnoscia-torun,,,,9562371338,,,,,,,,,,,
CINI-2009 shpk,2024,,C3.23b,,,Sprzedane,,https://alegria.com.al/,"ADRESRr. Kombetare Gjirokaster Tepelene, Km.13, Gjirokaster, ALBANIA",,,K93517602Q,https://www4.pwe-expoplanner.com/sklep/img/logo/22231.jpg,https://alegria.com.al/,,+355 68 214 4441; 1780480529; 56195545,https://api.whatsapp.com/send?phone=+355682144441,,https://www.facebook.com/alegriafoodalbania,https://www.instagram.com/alegria_food_albania/,,https://www.tiktok.com/@alegria_food_albania,
Fibercare LLC,"2024,2025",,C3.33b,C3.47b,,Sprzedane,Sprzedane (Targi PWE),https://fibercare.eu/,"Fibercare to firma specjalizująca się w produkcji wysokiej jakości błonnika dla zdrowia i dobrej kondycji organizmu. Ich produkty są wytwarzane z naturalnych składników, takich jak owoce, warzywa i nasiona, co zapewnia optymalne działanie i pozytywny wpływ na zdrowie. Firma oferuje szeroki wybór błonników oraz mieszanki błonników.","Fibercare is a company specializing in the production of high-quality fiber for health and well-being. Their products are made from natural ingredients such as fruits, vegetables, and seeds, ensuring optimal performance and positive impact on health. The company offers a wide selection of fiber types as well as fiber blends.",,6342756922,https://www4.pwe-expoplanner.com/sklep/img/logo/22362.jpg,https://fibercare.eu/,olkusz@fibercare.eu; biuro@solpak.pl,2019-11-08; 2026-03-19; 9999999999,,https://www.linkedin.com/company/fibercare-sp-z-o-o/,https://facebook.com/Fibercare-288326132981907/,https://www.instagram.com/fiber.care/,,,
MEGENZYMES,2024,,C1.43c,,,Sprzedane,,https://aleo.com/pl/firma/megenzymes-spolka-z-ograniczona-odpowiedzialnoscia-bialystok,Adres: Głowno 95-015 ul. Zabrzeźniańska 60A,,,9662146285,,,,,,,,,,,
GRECKI MARKET,"2024,2025",,C3.35c,C4.54,,Sprzedane (Targi PWE),Sprzedane (Dział Prawny),https://warsawexpo.eu/,,,,6131204433,https://www4.pwe-expoplanner.com/sklep/img/logo/28435.jpg,https://warsawexpo.eu/,info@warsawexpo.eu; rodo@warsawexpo.eu,2025-06-16; 2026-02-18; 00000099,,https://www.linkedin.com/company/warsaw-expo/,https://www.facebook.com/warsawexpo/,https://www.instagram.com/ptak_warsaw_expo/,https://www.youtube.com/@ptakwarsawexpo2557,,
IMPEKS PLUS o,2024,,C1.54c,,,Sprzedane,,http://www.krs-online.com.pl/impeks-plus-sp-z-o-o-krs-7120632.html,,,,5223071212,,,,,,,,,,,
DAGOMA,2024,,C3.30c,,,Sprzedane (Targi PWE),,https://www.dagoma.com.pl/,,,,5871533908,https://www4.pwe-expoplanner.com/sklep/img/logo/33053.jpg,https://www.dagoma.com.pl/,,+48 515 042 395; 1948689049; 1914-1918,,,https://www.facebook.com/MojaDagoma/,,,,
PolBioEco Polska,"2024,2025",,C1.42b,C3.48c,,Sprzedane,Sprzedane (Targi PWE),https://polbioeco.pl/,BIO ZYWNOSC,,,9462649202,https://www4.pwe-expoplanner.com/sklep/img/logo/33786.jpg,https://polbioeco.pl/,polbioeco@polbioeco.pl; handel@polbioeco.pl; export@polbioeco.pl,+485019454; 2017-12-29; 2025-04-15,,,https://www.facebook.com/Polbioeco-482320498472462/,https://www.instagram.com/polbioeco/,https://www.youtube.com/watch,,
LYCOPHARM Sp z  o.o.,2024,,C3.49c,,,Sprzedane,,https://www.lycopenehealth.pl/,,,,7011012252,https://www4.pwe-expoplanner.com/sklep/img/logo/34251.jpg,,,,,,,,,,
No Milk Deal,2024,,C3.51a,,,Sprzedane (Targi PWE),,https://rejestr.io/krs/992443/no-milk-deal,,,,7162837507,,,,,,,,,,,
Żur Czaniecki,"2024,2025",,C1.44c,C3.77b,,Sprzedane (Targi PWE),Sprzedane (Dział Prawny),https://zurpiskorek.pl/,,,,6282260702,https://www4.pwe-expoplanner.com/sklep/img/logo/36730.jpg,https://zurpiskorek.pl/,apiskorek@zurpiskorek.pl,628 22 60 702,,,https://www.facebook.com/profile.php,,,,
Gil Przetwórnia sp. z o.o.,"2024,2025",,C3.43c,C3.56c,,Sprzedane,Sprzedane (Dział Prawny),https://gil.com.pl/,,,,6981829705,https://www4.pwe-expoplanner.com/sklep/img/logo/37297.jpg,https://gil.com.pl/,gil@gil.com.pl,+48 (65) 518 54 83; 6981829705; 0000387185,,,,,,,
KASLAR POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C3.39c,,,Sprzedane,,http://www.kaslarnut.com/,,,,5272748790,https://www4.pwe-expoplanner.com/sklep/img/logo/39575.jpg,https://www.kaslarnut.com/,info@kaslarnut.com; turkey@kaslarnut.com; poland@kaslarnut.com,+994 2422 40187; +905356444554; +48792225858,,,,,,,
BOO Organizacja Odzysku Opakowań i Odpowiedzialności Producenta,"2024,2025",,C1.59d,C1.78b,,Sprzedane,Sprzedane (Targi PWE),https://e-boo.pl/o-nas/o-firmie/,,,,9930685095,https://www4.pwe-expoplanner.com/sklep/img/logo/40551.jpg,https://e-boo.pl/o-nas/o-firmie/,info@e-boo.pl,000552656; +48 14 628 34 82,,,https://www.facebook.com/,,,,
Pawer Caffe,"2024,2025",,C1.56c,C3.60b,,Sprzedane,Sprzedane (Dział Prawny),"https://www.gowork.pl/pawer-caffe-s.c.-krzysztof-czopko-magdalena-czopko,24821643/dane-kontaktowe-firmy",,,,7952527126,,,,,,,,,,,
Nasza Pszczelarnia,2024,,C1.61b,,,Sprzedane,,https://aleo.com/pl/firma/piotr-lewandowski-consulting-poznan,,,,7781187875,https://www4.pwe-expoplanner.com/sklep/img/logo/44627.jpg,,,,,,,,,,
J.S. Hamilton Poland,2024,,C1.53a,,,Sprzedane,,https://hamilton.com.pl/,"J.S. Hamilton stanowi grupę firm zlokalizowanych w krajach Europy Środkowo-Wschodniej świadczących szeroki wachlarz wyspecjalizowanych usług dla przemysłu, handlu, transportu, dystrybucji i składowania",,,5860006039,https://www4.pwe-expoplanner.com/sklep/img/logo/44612.jpg,https://hamilton.com.pl/,iodo@jsh.com.pl; bucharest@hamilton.com.pl; cluj@hamilton.com.pl,1674685821140; 2022-03-21; 2026-05-18,,https://www.linkedin.com/company/j-s-hamilton-poland/,https://www.facebook.com/JSHamiltonPoland,,,,
Lewar Catering,"2024,2025",,C3.51c,C1.63,,Sprzedane,Sprzedane (Dział Prawny),https://aleo.com/pl/firma/lewar-serwis-spolka-z-ograniczona-odpowiedzialnoscia,,,,5431889825,,,,,,,,,,,
EVEREST POLAND,2024,,C1.47b,,,Sprzedane,,https://aleo.com/pl/firma/everest-poland-kwizera-patrick-bydgoszcz,,,,9671418748,,,,,,,,,,,
Bon Ami Krzysztof Tetwejer,2024,,C3.59c,,,Sprzedane,,https://sirpancake.pl/,,,,5213180684,,https://sirpancake.pl/,biuro.sirpancake@gmail.com,+48 504 246 747; 669630192; 6696303942534,,,https://m.facebook.com/p/Sir-Pancake-Nale%C5%9Bniki-100077651895924/,https://www.instagram.com/sirpancake_nalesniki/,,,
EKO PIRK UAB,2024,,C3.23c,,,Sprzedane (Targi PWE),,https://amritawholesale.com/en/about-us/,,,,LT100005011712,https://www4.pwe-expoplanner.com/sklep/img/logo/46535.jpg,https://amritawholesale.com/en/about-us/,prekyba@ekopirk.lt; export@AmritaWholesale.com; sales@AmritaWholesale.com,+37067962941; 1665665495; 1728632023,,https://www.linkedin.com/company/amrita-wholefood/,https://www.facebook.com/Amritawholesale,https://www.instagram.com/amrita_wholesale/,,,
PROLAB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C1.60c,,,Sprzedane,,https://krs-pobierz.pl/prolab-i7176151,,,,5423428386,,,,,,,,,,,
Meriggio,"2024,2025",,C1.42c,C4.42,,Sprzedane,Sprzedane (Targi PWE),https://brak.pl,N,,,1181992157,,,,,,,,,,,
DIALLO ET FRERES ART,2024,,C1.55b,,,Sprzedane,,https://www.facebook.com/p/Diallo-et-Freres-100066463599097/?locale=sr_RS,Rue Huart X le DantecDakar - SENEGAL13000 Dakar Rue huart x le Dantec SENEGALTAX ID: 006755972 TEL. 00221772774139,,,0000000000,,,,,,,,,,,
EVAN ASIAMAH ENTERPRISE,2024,,C1.57a,,,Sprzedane,,https://warsawexpo.eu,,,,19902510,,https://warsawexpo.eu,info@warsawexpo.eu; rodo@warsawexpo.eu,2025-06-16; 2026-02-18; 00000099,,https://www.linkedin.com/company/warsaw-expo/,https://www.facebook.com/warsawexpo/,https://www.instagram.com/ptak_warsaw_expo/,https://www.youtube.com/@ptakwarsawexpo2557,,
KARAMELOKOSMOS – RIGOPOULOS ANDREAS,2024,,C3.28c,,,Sprzedane (Targi PWE),,https://www.facebook.com/people/Karamelokosmos-Karameles/100054423852696/?locale=en_GB,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/47820.jpg,,,,,,,,,,
Vitamizu,2024,,C3.62b,,,Sprzedane,,https://vitamizu.com/,Producent napojów dla dzieci i dorosłych. Od 15 lat sprzedający produkty na ponad 20 rynków globalnych. Specjalizujący się w produktach dziecięcych z licencjami najpopularniejszych bajek o zasięgu światowym.,"Producer of beverages for children and adults. For 15 years, selling products to over 20 global markets. Specializing in children's products with licenses of the most popular fairy tales.",,7262658773,https://www4.pwe-expoplanner.com/sklep/img/logo/47307.jpg,https://vitamizu.com/,office@vitamizu.com; marketing@vitamizu.com,127757365; 236468007688000; 2020-09-20,,https://pl.linkedin.com/company/vitamizu,https://www.facebook.com/vitamizu.drinks,https://www.instagram.com/vitamizu.drinks/,,https://www.tiktok.com/@vitamizu,
BROWAR GENEZA SP. Z O.O.,2024,,C1.65d,,,Sprzedane,,https://warsawexpo.eu,,,,9662094424,,https://warsawexpo.eu,info@warsawexpo.eu; rodo@warsawexpo.eu,2025-06-16; 2026-02-18; 00000099,,https://www.linkedin.com/company/warsaw-expo/,https://www.facebook.com/warsawexpo/,https://www.instagram.com/ptak_warsaw_expo/,https://www.youtube.com/@ptakwarsawexpo2557,,
Cinescope,2024,,C1.65a,,,Sprzedane,,https://www.cinescope.pl/,Pełna nazwa firmy - Media Pracownia Sp. z o.o.61-806 Poznańul. Św Marcin 29/8NIP: 9131606162KRS 0000359847,,,9131606162,,https://www.cinescope.pl/,hello@cinescope.pl,2020-01-24; 2024-10-25; 00000000 70,,,https://www.facebook.com/cinescopepl/,https://www.instagram.com/cinescope_pl/,https://www.youtube.com/@cinescopepl,,
MOTT COFFEE COMPANY,2024,,C2.29b,,,Sprzedane (Targi PWE),,https://mottcoffee.eu/,,,,9930671182,,https://mottcoffee.com/,biuro@mottcoffee.com,9460289072; 49192135; 81998152012,,,https://www.facebook.com/MottCoffeeOfficial/,https://www.instagram.com/mott.coffee.offical/,https://www.youtube.com/watch,https://www.tiktok.com/@palarniakawy_mottcoffee,
CB POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C2.33b,,,Sprzedane,,https://crazybubble.pl/,,,,6482774920,https://www4.pwe-expoplanner.com/sklep/img/logo/48568.jpg,https://crazybubble.pl/,info@crazybubble.pl; b.sliwka@crazybubble.pl; franchise@crazybubble.pl,+48505108820; 2025-06-07; 2026-06-01,,https://pl.linkedin.com/company/crazy-bubble,https://www.facebook.com/crazybubblePL,https://www.instagram.com/crazybubblepolska/,https://www.youtube.com/channel/UCRwoeHgjLAWC2I4e8kBid3g,https://www.tiktok.com/@crazybubblepolska,Key Account (Manager) | Key Account (Manager)
BIOMAMI,"2024,2025",,C2.31b,C3.54b,,Sprzedane,Sprzedane (Dział Prawny),https://aleo.com/pl/firma/biomami-marzena-mochocka,,,,6572449017,https://www4.pwe-expoplanner.com/sklep/img/logo/48798.jpg,,,,,,,,,,
SARL CANILLA,2024,,C3.27c,,,Sprzedane,,https://brak.pl,,,,0000000000,,,,,,,,,,,
BrownHouse&Tea,2024,,C1.59f,,,Sprzedane,,https://jadlosfera.pl/,Herbatki bio,,,8842745578,,https://jadlosfera.pl/,,1644499668751; 2022-02-09; 2024-01-11,,,,,,,
Nsoft Ltd,2024,,C1.57b,,,Sprzedane,,https://www.sensorita.lt/,,,,,,https://www.sensorita.lt/,info@sensorita.lt,114985026; +370 616 84876; +370 631 33836,,,,,,,
Innovative Pharma Baltics Ltd,"2024,2025",,C1.57c,C3.80b,,Sprzedane,Sprzedane (Agenci),https://www.sensorita.lt/,,,,,,https://www.sensorita.lt/,info@sensorita.lt,114985026; +370 616 84876; +370 631 33836,,,,,,,
"""Platan Sp. z o.o. """,2024,,C2.44c,,,Sprzedane,,http://platan-food.pl/,,,,5260210406,https://www4.pwe-expoplanner.com/sklep/img/logo/50892.jpg,http://platan-food.pl/,,,,,,,,,
Ival sas,2024,,C1.65c,,,Sprzedane,,http://www.brak.pl,,,,0000000000,,,,,,,,,,,
RC Foods Polska,"2024,2025",,C3.49a,C4.61a,,Sprzedane,Sprzedane (Targi PWE),https://rcfoods.eu/,,,,7292694242,https://www4.pwe-expoplanner.com/sklep/img/logo/52126.jpg,https://rcfoods.eu/,office@rcfoods.pl,2017-07-14; 2025-01-07; +48 668 492 839,,,,,,,
"""LOGI-PACK MALPAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","2024,2025",,C3.58c,C3.56b,,Sprzedane,Sprzedane (Dział Prawny),https://krs-pobierz.pl/logi-pack-malpak-spolka-z-ograniczona-odpowiedzialnoscia-i255277,,,,1230999686,,,,,,,,,,,
Ma-Vi Trade,2024,,C1.10b,,,Sprzedane,,https://ma-vi-trade.it/contatti-2/,,,,01235070339,https://www4.pwe-expoplanner.com/sklep/img/logo/52418.jpg,https://ma-vi-trade.it/contattaci.html,info@ma-vi-trade.it; info@pec.ma-vi-trade.it,16620465; 61938378; +39 0523 482647,,https://it.linkedin.com/company/mavi-trade,https://www.facebook.com/mavitradeitalia/,https://www.instagram.com/mavitrade/,,,
Sirius Investment sp. z o.o.,"2024,2025",,C1.61c,C3.54d,,Sprzedane,Sprzedane (Dział Prawny),https://www.BRAK.PL,,,,8971826304,https://www4.pwe-expoplanner.com/sklep/img/logo/52490.jpg,,,,,,,,,,
LUX Riga SIA,2024,,C3.47b,,,Sprzedane (Targi PWE),,https://www.luxinternational.com/lv/,.,,,,,,,,,,,,,,
SWEETVEGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak@brak.pl,.,,"Adama Mickiewicza 37/58, 01-625, Warszawa, Polska",,,,,,,,,,,,
City Group Capital Sp. z o.o. (Smak i Aromat),2025,,,C3.15,,,Sprzedane (Targi PWE),https://smakiaromat.com/,"""Producent przetworów. Konfitury bez cukru, sosy na bazie warzyw i owoców, kiszonki warzywne.
Konfitury bd.cukru; malinowa z płatkami róży, Czarna porzeczka z daktylami. Jeżyna z czerwoną porzeczką, Czereśnia z czerwoną porzeczką i agrestem, ZAKWAS z buraków probiotyk, Ocet żywy z czarnej porzeczki, Ocet z czerwonej porzeczki, Ocet gruszkowy. Olej z pestek dyni, Ćwikła z chrzanem i miodem, Chrzan z jabłkiem i miodem, Żurek na miodzie z Kuchni Mądrej Babcie, Zakwas na barszcz czerwony z Kuchni Mądrej Babci, Sos z czarnej porzeczki do drobiu, Sos śliwkowy do serów, Chutney morelowa brzoskwiniowy do nabiału, Słodkie Chili do mięsa i kanapek. Produkty wytwarzane unowocześnioną metodą tradycyjną, bez konserwantów, stabilizatorów, barwników oraz bd.cukru. Pasteryzowane parą wodna za wyjątkiem kiszonek i naturalnych fermentów. ""
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/77238.jpg,https://smakiaromat.com/,sn@smakiaromat.com,64402325772; 174424523020; 1718591634,,,https://www.facebook.com/JellyJanes.StudioSmaku,https://www.instagram.com/smakiaromat_com,https://www.youtube.com/@SILVERTVPL,,
Sweet Brands Sp. z o.o.,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak.pl/,"Pieczywo cukiernicze o przedłużonej trwałości: ciastka, wafle, rurki waflowe, ciastka bez dodatku cukru, bezy oraz cukierki i galanteria czekoladowa. ",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81818.jpg,,,,,,,,,,
NALEWKI STAROPOLSKIE KAROL MAJEWSKI I WSPÓLNICY SP Z O.O,2025,,,C3.15,,,Sprzedane (Targi PWE),www.nalewki.pl,"Nalewki Staropolskie ręcznie produkowane. Smaki: Pigwowa, Malinowa, Wiśniowa Wykwintna, czarna Porzeczka, Głóg, Dereń,itp.
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81819.jpg,https://nalewki.pl/,,,,,,,,,
"""Pasieka  """"Pszczela Symfonia"""" Agnieszka Zalewska""",2025,,,C3.15,,,Sprzedane (Targi PWE),www.pszczelasymfonia.pl ,"Produkt Tradycyjny: Miód Kampinoski Wielokwiatowy wytworzony przez rodzime pszczoły kampinoskie na obszarze Kampinoskiego Parku Narodowego. Nasza pasieka uczestniczy w programie ochrony zasobów genetycznych zagrożonej wymarciem rodzimej pszczoły środkowoeuropejskiej linii M. Kampinoska.
- inne miody i produkty pszczele pozyskiwane z dzikich i malowniczych obszarów województwa mazowieckiego. Wszystkie produkty w pięknej botanicznej oprawie, nawiązującej do lokalnej flory Mazowsza.
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81820.jpg,https://pszczelasymfonia.pl/,sklep@pszczelasymfonia.pl,13-02-2026; 11-02-2026; 09-02-2026,,,https://www.facebook.com/p/Pasieka-Pszczela-Symfonia-100092881231613/,https://www.instagram.com/pszczela_symfonia/,,,Pszczoła Kampinoska (Obsługa klienta)
"Michrowska Piwniczka, Monika Szymańczak-Siemiatkowska, Daniel Si",2025,,,C3.15,,,Sprzedane (Targi PWE),https://www.facebook.com/MichrowskaPiwniczka/ ,"Tradycyjne w szkle produkty: soki, syropy, octy, kimchi, kiszonki, powidła, ... z własnego eko gospodarstwa.
Posiadane certyfikaty, dyplomy, wyróżnienia związane z prezentowanym produktem: 
Certyfikat eko na uprawy, Laur Marszałka, nagrody za produkty Smaki Regionów Nasze Kulinarne Dziedzictwo, Perła, wpis produktu na Listę Produktów Tradycyjnych, Innowacyjny rolnik, Rolniczka motorem innowacji. 
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81821.jpg,,,,,,,,,,
SweetVegy Sp. z o.o.,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak.pl/,",",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81822.jpg,,,,,,,,,,
Zagroda Szlędaki,2025,,,C3.15,,,Sprzedane (Targi PWE),www.szledaki.pl,"wędliny z dziczyzny, wieprzowiny, wołowiny, Produkt Polski, HACAP, Kupuj Świadomie
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81856.jpg,https://szledaki.pl/,kontakt@szledaki.pl,2016-07-04; 2023-08-03; +0152-0153,,,,,,,
INTERCHEMALL ZESPÓŁ MŁYNÓW JELONKI Sp. z o.o.,2025,,,C3.15,,,Sprzedane (Targi PWE),www.zmjelonki.pl  ,"Mąki pszenne i żytnie, kasza manna 400 g 
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81857.jpg,https://www.zmjelonki.pl,mlyn.jelonki@zmjelonki.pl; biuro@zmjelonki.pl,+48 29 645 75 60; +48 29 645 75 90; 137386884,,,https://www.facebook.com/Zesp%C3%B3%C5%82-M%C5%82yn%C3%B3w-Jelonki-Sp-z-oo-115584513526524/,,,,
Wyrób Wędlin Tradycyjnych Adam Węgłowski,2025,,,C3.15,,,Sprzedane (Targi PWE),https://wedlinykarniewo.pl/,"Wędliny tradycyjne, typ: polędwica, szynka, boczek, kiełbasa swojska, podsuszana, kaszanka, salceson. Laur Marszałka za kielbase kruchą, szynke z nogą, kielbase krakowska podsuszaną, kabanosy wieprzowe.",,,,,https://wedlinykarniewo.pl/,wedliny_weglowski@o2.pl,08-12-2023; 696 277 818; 882 026 590,,,https://www.facebook.com/profile.php,,,,
Gospodarstwo Rolne Franciszek Kesler,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak.pl/,"Olej rzepakowy KesleraLaureat konkursów Laur Marszałka i NKD-SR, Agro Polska, Agro Poland Euro Quality, Złoty medal Natura Food beECO. Certyfikat """"Jakość Tradycja"""".",,,,,,,,,,,,,,
GRUPA MASPEX,2025,,,C3.33,,,Sprzedane,https://maspex.com/kontakt/,,,,5512617657,https://www4.pwe-expoplanner.com/sklep/img/logo/35355.jpg,https://maspex.com/kontakt,iod@maspex.com; maspex@maspex.com; u003eiod@maspex.com,+48 33 870 84 96; +48 502 199 234; 4219-2143,,https://www.linkedin.com/company/maspex-wadowice/,https://www.facebook.com/MaspexKariera/,https://www.instagram.com/maspex_kariera/,https://www.youtube.com/@grupa.maspex,https://www.tiktok.com/discover/maspex,
TYMBARK,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,"xxx, 00-000, xxx, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/81556.jpg,,,,,,,,,,
TIGER,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81557.jpg,,,,,,,,,,
KOTLIN,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81560.jpg,,,,,,,,,,
KUBUŚ,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81562.jpg,,,,,,,,,,
LUBELLA,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81563.jpg,,,,,,,,,,
PLUSSSZ,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81564.jpg,,,,,,,,,,
ŁOWICZ,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81566.jpg,,,,,,,,,,
DR WITT,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81567.jpg,,,,,,,,,,
ZBUDUJPRZYCZEPE.PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.40,,,Sprzedane (Targi PWE),https://zbudujprzyczepe.pl/,"Specjalizujemy się w produkcji przyczep gastronomicznych, przyczep handlowych i przyczep budowlanych (socjalnych). Projektujemy i doradzamy rozwiązania, które pomogą zrealizować cele naszych klientów.",,,1182251782,https://www4.pwe-expoplanner.com/sklep/img/logo/59156.jpg,https://zbudujprzyczepe.pl/,zapytania@zbudujprzyczepe.pl; biuro@zbudujprzyczepe.pl,2025-05-16; 2026-05-04; 6666666667,,https://www.linkedin.com/company/zbudujprzyczepe-pl,https://www.facebook.com/p/Piekarnia-Grahamka-Sp-z-oo-100057518234800/,https://www.instagram.com/kreuzbergkebap,https://www.youtube.com/@zbudujprzyczepepl/featured,,Adam Ujastowski (Właściciel) | Unijnych Katarzyna Chrowatkiewicz (Właściciel) | Jakub Dynar (Właściciel)
HOME BRANDS,2025,,,C1.34,,,Sprzedane,https://hb24.pl/,,,,5242784640,https://www4.pwe-expoplanner.com/sklep/img/logo/8378.jpg,https://hb24.pl/,tomasz.grzybowski@hb24.pl; sklep@hb24.pl; biuro@hb24.pl,+48 887-550-262; +48 692-165-476; +48 887-550-022,,,,,,,
Great Exhibitions,2025,,,C5.01,,,Sprzedane (Agenci),https://greatexhibitions.gr/en/,-,,,,,,,,,,,,,,
ELEA LAND,2025,,,C4.02,,,Sprzedane (Agenci),http://www.elealand.gr,-,"Our company is activated in the production, standardization and exports of premium Greek Extra Virgin Olive Oil and of various oil blends. We always emphasize in high-quality$REDNIK thus all of our production units function under the high standards of IFS and ISO22000:2005.Our olive oils are being exported to more than 25 countries worldwide successfully",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80025.jpg,https://elealand.gr/,,,,,,,,,
